vendor,date_min,date_max, date_evo_min, date_evo_max,exact_Evo,exact_SR,exact_c9,two_mkt,three_mkt,all_mkt,ag_only,hamming_SR,hamming_evo,hamming_c9,h_three_mkt,h_two_mkt,h_all_mkt,h_ag_only
xlemondropx,2014-11-15,2015-01-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
x-man,2014-07-18,2015-01-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
contrabandcrew,2014-12-21,2015-01-21, 2014-11-25, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
radicalrx,2015-01-07,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
empathic,2014-11-15,2015-04-27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
lloydsbrothers,2014-05-16,2015-03-29, 2014-10-29, 2014-12-31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
fiyahblaze,2014-04-26,2014-11-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
clear-perfection,2014-04-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
psycho_gear,2014-04-06,2015-05-17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ogbryan,2014-02-23,2015-07-07, 2014-11-12, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
gandalfsgarden,2014-02-23,2015-01-28,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
weedland,2014-05-03,2014-11-03, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
swazibudbud888,2014-04-06,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
the_inc,2014-10-27,2015-03-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
house_lannister,2014-02-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
drumstick,2014-02-23,2015-04-27,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
samedaydispatch,2014-07-26,2014-11-03,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
junglebunny318,2014-08-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
capecodcannabis,2014-10-19,2015-01-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
hquk,2014-05-24,2015-03-22, 2014-12-17, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
norton,2014-10-17,2014-11-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sour_rock,2014-08-27,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
domesticimports,2014-09-15,2015-02-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
optimum_cannabinoid,2014-02-24,2015-04-20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
quickfix,2014-05-24,2014-08-20, 2014-06-09, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
realmarlostanfield,2014-02-10,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
stonednsmilin2,2014-02-23,2015-06-12, 2014-06-09, 2015-03-26,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
dracaufeu,2014-04-24,2014-12-10, 2014-09-03, 2014-12-21,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
foxyroxy,2015-04-10,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sharkcocaine,2015-01-01,2015-04-02, 2014-11-26, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
thedarkhand,2015-04-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
fitnessnherb,2014-05-16,2015-02-19, 2014-06-09, 2015-02-28,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
420dubeuk,2014-11-15,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sunnysouthafrica,2014-01-16,2015-07-07, 2014-06-09, 2014-11-22,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
drugsinc,2015-02-09,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mxe,2014-09-29,2014-10-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
seaofgreen,2015-03-27,2015-06-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
pharmacy_land,2014-05-16,2014-12-20, 2014-06-09, 2014-12-29,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
alwaysright,2014-01-01,2015-07-07, 2014-06-09, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
stillinger,2014-01-09,2014-12-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
liveners,2014-05-16,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
natasmadas,2014-08-14,2014-11-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
juliuscaesar,2014-06-11,2014-08-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
pillfirepharmacy,2014-02-10,2014-08-14, 2014-06-09, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
morfinomimetica,2014-03-03,2014-11-28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
expressimportsau,2014-02-23,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
refreshyourself,2014-01-01,2014-08-03, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
hanffrei,2014-02-28,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
activewith,2014-09-20,2014-09-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
pill_innovation,2014-05-24,2015-01-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
dutchdrugexpert,2014-02-24,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cannabiskingdomsa,2014-01-26,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
drzheng,2014-01-01,2014-11-25, 2014-06-09, 2015-03-24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
oatmeal~wookiee,2014-06-19,2014-12-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
o.c.group,2015-02-16,2015-04-20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
wtf_is_sleep,2015-04-10,2015-06-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
marktcokeman,2014-08-14,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
pharmacare,2014-01-01,2014-09-29, 2014-07-14, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
sales1993,2014-02-15,2014-03-06,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
newtime,2014-02-02,2014-06-11, 2014-06-09, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
medicate,2014-02-28,2014-03-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
wizardofozs,2014-02-23,2014-09-22,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
pillcompany,2014-02-28,2014-10-27, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
emerald,2014-01-09,2014-10-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
lustigezeit,2015-05-11,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ladybudedibles,2014-02-23,2014-03-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
freedomnow,2014-02-23,2014-09-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
marketmaker,2015-03-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
gobotal,2014-04-06,2014-10-09, 2014-06-09, 2014-11-13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
echo,2014-04-21,2015-06-13,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
dopecartel,2014-03-18,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
rushdelivery,2014-06-16,2014-07-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
goldentemplecartel,2014-02-23,2014-06-01,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
gaioso,2014-09-26,2014-11-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
maninthemiddle,2014-01-01,2014-01-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
skylarwhite,2014-01-09,2014-05-24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
the-scurvy-crew,2014-02-18,2014-05-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
tragicallyhip,2014-01-01,2014-07-26, 2014-06-19, 2014-07-16,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
pleiadian,2014-07-05,2014-09-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
noquarter,2014-04-06,2014-10-29, 2014-06-09, 2014-11-07,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
norman,2014-07-18,2014-09-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
lovebomb,2014-02-18,2014-10-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
jyxshop,2015-06-22,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mistika_drugs,2015-06-20,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mrdmt,2015-05-31,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
project_mayhem,2014-10-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
faceparty,2015-06-07,2015-06-26, 2014-09-12, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
oregongrown,2015-04-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
010manolo,2014-12-21,2015-04-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
drugs-depot,2015-06-11,2015-06-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
plastica,2015-04-03,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
lilflip184,2015-03-25,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
tbm2015,2015-05-10,2015-06-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
gvtobaccoal,2015-01-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cannaconcentrateuk,2015-04-10,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
clarkent,2015-03-25,2015-05-10, 2014-11-13, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
professorplastic,2015-05-29,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mushbud,2014-02-23,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
james570,2015-02-26,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
musafa,2014-03-18,2015-06-26, 2014-08-01, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
nextdaydope,2015-02-11,2015-04-14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
angeltech,2015-02-02,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
kriminale1,2014-12-26,2015-06-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
redeye,2015-01-15,2015-07-07, 2014-09-06, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
beherenow,2015-03-13,2015-03-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
wingstop,2015-01-02,2015-03-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
gumba,2015-02-24,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
prescriptionpharmacyeu,2015-02-26,2015-06-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
deedmt,2015-05-31,2015-07-07, 2014-12-07, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
mysterybox,2015-04-12,2015-05-17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
nwcannabis,2015-03-22,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
savages,2014-12-10,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
comeoneileen,2015-01-24,2015-03-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
blackrhinolabs,2015-03-05,2015-04-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
nodnow,2014-03-01,2015-02-03,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
shoeshunge,2014-07-05,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
getfucked,2015-02-16,2015-03-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mollymaniacs,2014-10-17,2015-06-12, 2014-08-25, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
budbroker,2014-11-01,2015-04-02, 2014-07-24, 2014-11-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
redbird,2015-06-12,2015-06-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
saxton,2014-08-27,2015-06-11, 2014-11-30, 2014-12-27,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
boomtingzuk,2014-05-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
charlie_bartlett,2014-01-26,2014-11-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
getpercocet,2014-05-10,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
stardust39,2014-10-09,2015-02-02, 2014-11-30, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
rx4cheap,2014-06-16,2015-02-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
usa2usadutchxtc,2014-08-27,2015-01-04, 2014-12-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
suitedvendor,2014-10-14,2014-11-18, 2014-08-14, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
benzoman,2014-11-06,2015-03-13, 2014-10-29, 2015-03-20,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
stickyhash,2014-05-24,2014-11-06, 2014-06-22, 2014-11-16,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
dutchhouse,2014-11-06,2015-01-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
thebulldog,2014-08-30,2015-02-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
greenmountainman,2014-09-05,2015-07-07, 2014-10-29, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
amyrose420,2014-10-29,2014-11-14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
miley_cyrus,2014-11-11,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
thagoods,2014-02-24,2015-06-04, 2014-12-04, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
ugl_oz,2014-02-23,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
flyingdutchmen,2014-07-18,2015-01-28, 2014-06-30, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
mahakala108,2014-11-21,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
baron,2014-02-24,2015-01-02, 2014-09-06, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
pureanduncut,2014-09-15,2015-03-03, 2015-01-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
marleys,2014-02-24,2014-12-23, 2014-06-09, 2014-12-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
lance.armstr0ng,2014-05-03,2014-11-03,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
ukgrowers,2014-07-26,2014-12-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
aurorax420,2014-08-14,2014-11-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
killindagame66,2014-11-13,2015-07-07, 2015-01-02, 2015-03-26,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
dimebaggin,2014-10-04,2014-12-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
theoutlets!,2014-07-05,2014-09-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
aneaglemum,2014-04-06,2014-10-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
alldrugs,2015-04-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
legacy,2014-11-08,2015-02-13,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
jay-zandbeyonce,2014-06-19,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mypharmacy,2015-04-07,2015-06-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
rocky-shardy,2015-02-17,2015-04-23, 2014-06-25, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
counsellor,2015-01-06,2015-04-30, 2015-02-21, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
drmania,2015-03-29,2015-06-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
zetaoc,2015-04-14,2015-05-10, 2014-12-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
canadalabsupply,2015-03-22,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
neuralnirvana,2015-05-17,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
harmreduction,2015-03-22,2015-06-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mampulver,2014-12-10,2015-01-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
purefiremeds,2014-01-16,2014-09-29, 2014-06-13, 2014-11-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
greenmissy,2014-04-06,2014-09-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mssource,2014-03-06,2014-11-11, 2014-06-22, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
sustain,2014-07-18,2014-10-27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
goldhash,2014-12-24,2015-03-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
dieselthc,2014-04-06,2014-06-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
heinekenbeer,2014-04-26,2014-06-19, 2014-06-09, 2014-07-22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
sheepishop,2014-05-03,2014-07-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sodawater,2015-03-22,2015-04-09, 2014-11-19, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
method_man,2015-01-29,2015-06-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mseller-amidone,2015-02-26,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
guccisgifts,2015-05-10,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
darkexpresso,2014-02-23,2014-09-22,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
albertheijn,2014-04-06,2015-03-16, 2014-06-09, 2015-03-24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
hookers_and_blow,2014-02-02,2014-05-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
trippymane14,2014-02-23,2015-05-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
pandatime,2014-02-15,2014-04-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
yinyangweed,2015-03-22,2015-07-07, 2015-03-26, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
behappy,2014-02-23,2014-03-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
quickymart,2014-02-28,2014-03-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
road_runner,2014-02-24,2014-06-01,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
rabbithole,2014-02-23,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
bodyinaction,2014-01-09,2015-07-01, 2014-06-09, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
turboirish,2014-05-16,2014-06-09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
killergreenbuds,2014-02-23,2014-04-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mechwarrior,2015-06-15,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
thesensai,2014-11-16,2015-07-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
lucyuk,2015-02-17,2015-05-17, 2015-03-26, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
preview-of-freedom,2014-06-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
goku420,2015-01-04,2015-07-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
bluegiraffe,2014-02-05,2014-06-03,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
_drugs.inc_,2014-01-16,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
tbone,2014-02-10,2014-10-09,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
mr.cashout,2014-10-04,2014-11-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
digitalhood,2014-02-18,2014-02-24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
foxygirl,2015-04-07,2015-07-07, 2014-11-20, 2015-03-26,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
krytocratic_tyranny,2015-05-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
