vendor,date_min,date_max, date_evo_min, date_evo_max,exact_Evo,exact_SR,exact_c9,two_mkt,three_mkt,all_mkt,ag_only,hamming_SR,hamming_evo,hamming_c9,h_three_mkt,h_two_mkt,h_all_mkt,h_ag_only
uknextday,2014-04-06,2015-07-07, 2014-06-09, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
chemsdirect,2015-06-20,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
chess,2014-02-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
hulken,2015-06-12,2015-06-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
perfectscans,2014-01-01,2015-06-30, 2014-06-09, 2015-03-26,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
gotmilk,2014-02-05,2015-07-07, 2014-06-25, 2015-03-26,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
alisdrugstore,2015-05-31,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
discover,2014-02-02,2015-07-07, 2014-06-09, 2015-03-26,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
bigskybuds,2014-07-18,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
~bigboy,2014-06-22,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
carlbildt,2014-02-23,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
colocures,2014-12-06,2015-07-07, 2015-02-21, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
bigralphexpress,2015-02-28,2015-07-07, 2015-02-21, 2015-03-16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
windowsmoke,2015-06-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
stardockgalix,2014-01-01,2015-07-07, 2014-06-20, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
maxhavelaar,2014-01-01,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
elangaba,2015-06-20,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
fungusamongus,2015-03-29,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
qualitydrugs,2015-04-13,2015-07-07,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2cbking,2015-04-23,2015-07-07, 2015-03-15, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
c8n,2015-02-24,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
walter_white,2014-04-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
terragreen,2015-01-26,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
thewolfofdarknet,2015-03-25,2015-07-07, 2014-08-06, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
fulltime,2015-03-10,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
calisfinest,2014-12-06,2015-06-30, 2014-11-27, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
coachsanta,2014-11-23,2015-07-07, 2014-12-27, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
thomascheer,2014-12-12,2015-07-07, 2014-12-06, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
ozonearmor,2015-04-10,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ukjuiceman,2015-04-07,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
drwhite,2014-01-16,2015-07-07, 2014-06-09, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
goingpoztal,2014-10-17,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mindful-shaman,2014-01-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
medizinmann,2015-03-22,2015-06-11, 2015-03-26, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
crystal_clean,2015-03-29,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
labtested,2015-06-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
greenhaus,2014-02-23,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
top-crop,2015-06-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
optiman,2014-07-18,2015-07-07, 2014-07-18, 2015-03-26,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
eztest,2014-02-10,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
holland-kitchen,2014-07-05,2015-04-14, 2014-06-26, 2014-09-18,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
nostress,2014-02-28,2015-07-07, 2014-11-26, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
iamyourman,2015-02-26,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
project4,2014-07-18,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
p3nd8s,2014-02-02,2015-07-07, 2014-11-22, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
highergroundsnl,2014-02-18,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
plantshop,2015-06-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
budsnroses,2014-08-18,2015-06-26, 2014-08-01, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
onepiece,2015-01-24,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
qualityhydrobuds,2014-04-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ozgreen,2015-04-10,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mrsunshine,2014-01-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
2ndamendman,2015-05-29,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
highways,2015-05-31,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
febbraio2468,2014-02-23,2015-06-28, 2014-06-09, 2015-03-20,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
sacdirtycrew,2015-03-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
nogovernment,2014-11-10,2015-06-26, 2014-12-07, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
dutchdeal,2014-01-09,2015-07-07, 2014-06-09, 2015-03-24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
jetsetlife,2015-02-26,2015-06-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
realdope,2014-06-16,2015-05-21, 2014-08-14, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
dsr_syndicate,2015-04-02,2015-07-07, 2014-06-09, 2014-12-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
pharm2u,2015-01-04,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
gold,2014-04-06,2015-06-07, 2014-06-09, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0,1,0,0
proxycat9,2015-03-10,2015-05-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
purplemoon,2014-11-14,2015-04-27, 2014-12-05, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
boomers,2014-08-27,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
shadok,2015-04-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
roxtar,2015-02-05,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
afrikansun,2014-04-06,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
alfaomega,2014-05-24,2015-05-13, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
drmagic,2014-08-14,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
alchemycd,2014-05-16,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
green-machine,2014-01-01,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
micasa-sucasa,2015-01-24,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cocaparis,2014-01-01,2015-06-30, 2014-07-02, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
pureheaven,2014-01-09,2015-04-07, 2014-07-21, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
aussiedomesticdrugs,2014-07-18,2015-06-26,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
the_free_marketeer,2014-12-28,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
bcbudking,2014-01-09,2015-07-07, 2014-07-22, 2015-03-22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
optumis,2014-10-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
lord_of_weed,2014-09-22,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
huarwe,2014-01-16,2015-07-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
guccibuds,2014-04-06,2015-07-07, 2014-10-15, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
pflegerin,2014-01-16,2015-07-07, 2014-11-07, 2014-12-31,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
westcoastcure,2014-06-11,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
aalbion,2015-03-25,2015-07-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
weedy,2015-01-16,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
behappy008,2014-08-14,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
drblackhat,2014-10-25,2015-07-07, 2014-08-29, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
psilomanufacture,2014-07-05,2015-07-07, 2014-09-12, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
humboldtsfinest,2014-01-09,2015-07-07, 2014-11-16, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
thefairtrader,2014-03-03,2015-07-04,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
zetaze,2015-03-22,2015-04-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
atmel,2014-02-23,2015-05-15, 2014-10-31, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
strattonoakmont,2014-04-21,2015-04-30, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
aseel,2014-12-30,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
happydrugs,2014-07-05,2015-07-07, 2014-11-29, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
threewisemen,2014-02-18,2015-06-26, 2014-06-09, 2015-03-26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
autosafe,2014-02-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
aus-domestic-depot,2014-07-05,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
spartanlabsoz,2014-11-10,2015-07-07, 2014-11-13, 2015-01-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
maggots,2014-01-01,2015-06-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
galaxytreez,2015-03-03,2015-07-07, 2015-02-27, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
checkpoint,2014-04-06,2015-07-07, 2014-06-09, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
chroncentrates,2015-04-27,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
calicannabisclub,2015-04-02,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
toyota,2014-07-05,2015-07-07, 2014-06-20, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
partydrugz4you,2015-03-22,2015-07-07, 2015-03-26, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
wakeside917,2014-02-05,2015-07-07, 2014-12-30, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
digitalpunk,2014-01-01,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
chinachem,2014-05-24,2015-06-26, 2014-06-09, 2015-03-24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
bluestracks,2015-02-26,2015-04-14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
superspeedbros,2015-03-25,2015-07-07, 2014-06-20, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
biglcartel,2014-07-18,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
twice5250,2015-03-22,2015-06-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cutebitch,2015-02-16,2015-04-07, 2015-02-21, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
organix2,2014-01-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
high-society,2014-10-17,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mania,2014-05-24,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
jacobslvr,2015-01-29,2015-06-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
1dboladay,2014-04-06,2015-04-07, 2015-02-21, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
supplyguy,2015-03-16,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
lostheaven,2014-08-14,2015-07-07, 2015-03-26, 2015-03-26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
unknownseller,2014-02-23,2015-07-07, 2014-10-29, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
swampdonkey,2014-09-29,2015-04-13, 2014-10-29, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
blueberriepie,2015-01-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
growthhormone,2014-04-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
elchako0705,2014-12-30,2015-06-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
chipzahoy,2014-07-18,2015-06-07, 2014-10-29, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
a1crack,2015-03-25,2015-07-07, 2014-12-28, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
subzero!!,2015-01-21,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
digimon,2014-09-26,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
theben,2014-05-16,2015-07-07, 2014-06-09, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
parrotfish,2014-01-09,2015-07-04, 2014-11-30, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
qualitycontroll,2015-05-31,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
utopic,2014-02-23,2015-07-07, 2014-11-18, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,1,0,0
abcgo,2014-12-28,2015-07-07, 2014-12-31, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
bake-my-day,2014-03-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
xanax_god,2015-04-03,2015-06-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
steamore,2015-01-08,2015-06-26, 2014-10-06, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
listonishere,2014-06-16,2015-07-07, 2014-09-03, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
meowtime,2014-08-09,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
intransit,2014-12-15,2015-04-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
quicknick,2014-05-03,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
purista,2014-02-18,2015-06-28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cultmadeline,2014-02-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
oliver201,2014-04-26,2015-07-07, 2014-12-17, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
fmatthews,2014-05-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
faded,2014-02-15,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
dr-lude,2015-01-26,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
dragonemperor,2015-02-26,2015-03-22, 2015-02-25, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
eldorado,2014-04-24,2015-05-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
unclepsychedelic,2014-01-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
bulkshipping,2014-12-30,2015-03-29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sayno2drugs,2014-03-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
lawnmowerman,2014-01-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
dr.clean,2015-02-21,2015-05-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
bostongeorge14,2014-09-20,2015-05-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
huntersthompson,2014-06-11,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
budindustries,2015-03-22,2015-07-07, 2015-02-21, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
ozchronic,2014-10-25,2015-07-07, 2014-09-18, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
rainbowbear,2014-04-24,2015-07-07, 2014-06-09, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
datgurlgo,2014-05-16,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
midwestmedical,2014-05-06,2015-07-07, 2014-12-05, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
psychotropix,2014-08-18,2015-07-07, 2014-06-09, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
nlshop,2015-01-18,2015-05-06, 2014-11-13, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
thrills,2015-02-11,2015-06-28, 2015-03-26, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
purebase,2014-06-11,2015-02-19, 2014-08-29, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
simonlabond,2014-02-23,2015-07-07, 2014-06-09, 2014-09-21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
verdelimon,2014-01-01,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
weedkingg,2015-02-13,2015-02-17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
hollymolly,2014-08-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
comebackhaze48,2014-07-18,2015-05-21, 2014-08-20, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
vendorz,2014-09-29,2015-05-05, 2014-09-24, 2015-01-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
mdpro,2015-02-11,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
importdirect,2014-02-28,2015-03-19, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
sanadiversion,2014-05-24,2015-07-07, 2014-07-28, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
rocketchem,2015-01-23,2015-07-07, 2015-03-26, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
walt-disney,2014-11-21,2015-06-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
focused,2014-06-16,2015-05-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
derriese5,2014-05-31,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
misstripzz,2014-11-08,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
chemicals_spain,2014-02-23,2015-03-25, 2014-11-04, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
zolter,2014-09-22,2015-02-24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
zues,2014-05-06,2015-06-20, 2014-08-01, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
neeberg,2014-01-01,2015-06-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
krautling,2014-06-19,2015-06-28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
canadianchronic,2015-02-17,2015-05-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cloud9products,2014-11-15,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ukmeds,2014-04-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sereal,2014-01-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
aftershop,2014-10-25,2015-07-07, 2015-02-21, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
cb2013,2014-01-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
snakeoil,2014-04-26,2015-07-07, 2014-11-29, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
