,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,Optus Anon/Activated Sims,0.05094243,,Australia,RagnarLodbrok,nL0oges5ZX,Electronics,2014-08-05
1,1TB Hard Drive Filled! (Internal or External),0.35659704,,USA,wakeside917,nL0oges5ZX,Electronics,2014-08-05
2,A MAC ADRESS CHANGER SOFTWARE FOR MAC OS,0.01696383,,rland,smart666tiger,nL0oges5ZX,Electronics,2014-08-05
3,International Optus Anon/Activated Sims,0.05094243,,Australia,RagnarLodbrok,nL0oges5ZX,Electronics,2014-08-05
4,PAYPAL ACCOUNT WITH 400 USD $ BALANCE,0.13584649,,rland,smart666tiger,nL0oges5ZX,Electronics,2014-08-05
5,VOICE CHANGER PHONE GSM BURNER DUAL SIM 900/1800Mhz,0.22075055,,China,fake,nL0oges5ZX,Electronics,2014-08-05
6,1 CARDING AMAZON **** 100 % WORKING METHOD 2,0.03394464,,rland,smart666tiger,nL0oges5ZX,Electronics,2014-08-05
7,"Beats by dre, solo, blue",0.05943284,,Australia,shoeshunge,nL0oges5ZX,Electronics,2014-08-05
8,1 NEW WAY TO BUY BITCOINS WITH PREPAID VOUCHERS *** 2014**,0.01696383,,rland,smart666tiger,nL0oges5ZX,Electronics,2014-08-05
9,GUIDE TO CREATE UNLIMITED PAYPAL+EBAY ACCOUNTS**2014**,0.05943284,,rland,smart666tiger,nL0oges5ZX,Electronics,2014-08-05
10,50 MAGNETIC CARDS,0.08320597,,China,fake,nL0oges5ZX,Electronics,2014-08-05
11,"500GB USB3 PORT HDD: 2000+ Albums, 200+ Films",0.24622176,,Internet,rage66666,nL0oges5ZX,Electronics,2014-08-05
12,...,169.80811682,,,L0rzo,nL0oges5ZX,Electronics,2014-08-05
13,FRESH EASY CARDABLES WEBSITES LIST ***2014***,0.02545423,,rland,smart666tiger,nL0oges5ZX,Electronics,2014-08-05
14,4TB Hard Drive Filled! (Internal or External),0.76413652,,USA,wakeside917,nL0oges5ZX,Electronics,2014-08-05
15,Bug detector,0.10018678,,Australia,stiffstyles,nL0oges5ZX,Electronics,2014-08-05
16,8GB Tails Incognito Live System. (configure your own persistent storage),0.03565970,,USA,teddyruckspin,nL0oges5ZX,Electronics,2014-08-05
17,HOW TO SET UP A PGP KEY FOR NOOBS,0.01696383,,rland,smart666tiger,nL0oges5ZX,Electronics,2014-08-05
18,A BIG HACKING GUIDE,0.02205807,,rland,smart666tiger,nL0oges5ZX,Electronics,2014-08-05
19,KEYDEMON USB KEYLOGGER 120 CM,0.40753948,,Australia,keydemon,nL0oges5ZX,Electronics,2014-08-05
20,All Agora's and Silk Road's  Money Making Methods & Guides,0.13584649,,,cyberzen,nL0oges5ZX,Electronics,2014-08-05
21,500GB Hard Drive Filled! (Internal or External),0.25471217,,,wakeside917,nL0oges5ZX,Electronics,2014-08-05
22,Dell Ultrasharp 24 Ulta HD Mointor- UP2414Q,0.42450331,,USA,L0rzo,nL0oges5ZX,Electronics,2014-08-05
23,"JAX-121B-5 jammer(CDMA/GSM,DCS,3G,4G1,4G2)",0.54338597,,China,Bigdeal100,nL0oges5ZX,Electronics,2014-08-05
24,"Super strong ""Blue Laser ""with 5 heads ,lights cigarette easily!!",0.33112582,,China,Bigdeal100,nL0oges5ZX,Electronics,2014-08-05
25,NEST Learning Thermostat,0.16979113,,USA,L0rzo,nL0oges5ZX,Electronics,2014-08-05
26,2TB Hard Drive Filled! (Internal or External),0.52640516,,USA,wakeside917,nL0oges5ZX,Electronics,2014-08-05
27,"CDMA/GSM,DCS/PCS,3G,WIFI2.4G,GPS jammer  Up to 20m",0.54338597,,China,Bigdeal100,nL0oges5ZX,Electronics,2014-08-05
28,"Beats by dre, solo, pink",0.05943284,,Australia,shoeshunge,nL0oges5ZX,Electronics,2014-08-05
29,FUCK EBAY + PAYPAL + AVOID PAYPAL RESTRICTIONS*******,0.04243504,,rland,smart666tiger,nL0oges5ZX,Electronics,2014-08-05
30,HPBCD 500g,0.42452029,,Canada,Fappy,evljk7AG11,Other,2014-08-05
31,Mailbox Master key FREE EXPRESS POST,0.07449129,,Australia,~BigBoy,evljk7AG11,Other,2014-08-05
32,Extra Shipping Cost,0.08490405,,,EverythingOnIt,evljk7AG11,Other,2014-08-05
33,Mont Blanc Starwalker Doué Fineliner (Replica),0.06282900,,China,Bigdeal100,evljk7AG11,Other,2014-08-05
34,Pistol cross bow,0.16811003,,rland,stiffstyles,evljk7AG11,Other,2014-08-05
35,300+ Roulette Systems Casino,0.01698081,,rland,casinoking,evljk7AG11,Other,2014-08-05
36,The Morality of Capitalism,0.00713194,,USA,echo,evljk7AG11,Other,2014-08-05
37,HPBCD 100g,0.11037527,,Canada,Fappy,evljk7AG11,Other,2014-08-05
38,Donate to Keno!,0.00169808,,Australia,keno13,evljk7AG11,Other,2014-08-05
39,5 panel drug test,0.08490405,,Australia,PleasureNator,evljk7AG11,Other,2014-08-05
40,Dunny brush stash spot,0.10018678,,Australia,stiffstyles,evljk7AG11,Other,2014-08-05
41,Entropy & Divinity (PHYSICAL COPY),0.02207505,,USA,echo,evljk7AG11,Other,2014-08-05
42,Amphetamine purity test kit,0.03226354,,Australia,stiffstyles,evljk7AG11,Other,2014-08-05
43,Mont Blanc Starwalker Mild Night (Replica),0.06282900,,China,Bigdeal100,evljk7AG11,Other,2014-08-05
44,Steroid syringe pack,0.01358464,,Australia,PleasureNator,evljk7AG11,Other,2014-08-05
45,Bitcoin Miner- usb,0.26999490,,Australia,stiffstyles,evljk7AG11,Other,2014-08-05
46,Carding CC + PAYPAL Tutorial,0.01600000,,Internet,KryptykOG,evljk7AG11,Other,2014-08-05
47,Flight,0.64527084,,,Illadelph,evljk7AG11,Other,2014-08-05
48,Terumo 1ml Syringe,0.00101884,,Australia,PleasureNator,evljk7AG11,Other,2014-08-05
49,HPBCD 1000g (1kg),0.67923246,,Canada,Fappy,evljk7AG11,Other,2014-08-05
