,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,5 regular seeds - Skunk Kush - pain relief,0.06655839,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
1,5 Wreckage Cannabis seeds (Not feminized),0.06655839,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
2,CLASSIC SKUNK (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.05857139,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
3,✌ Nirvana Seeds White Widow ♀♂ Mixed (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.09318175,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
4,10 Chocolate Chunk Cannabis seeds (Not feminized),0.10649343,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
5,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.09318175,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
6,5 Super Glue Cannabis seeds (Not feminized),0.05857139,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
7,10 regular seeds Northern Kush: Northern Lights crossed with Hindu Kush,0.10649343,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
8,Polar Light x 7 seeds -  Autoflowering and Feminized seeds.,0.18636351,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
9,5 Skunkage Cannabis seeds (Not feminized),0.04525971,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
10,10 Taste Bud Cannabis seeds (Not feminized),0.11448044,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
11,100 seeds ten varieties,0.50584382,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
12,50 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.31948031,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
13,10 regular seeds: Liberty Kush: Liberty Haze crossed with Hindu Kush,0.07987007,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
14,10 Heavy Duty Fruity Cannabis seeds (Not feminized),0.15441548,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
15,10 A-Train Cannabis seeds (Not feminized),0.15441548,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
16,Pakistan Ryder x 3 seeds - Autoflowering and Feminized seeds,0.07987007,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
17,Blue Cheese - 15 Seeds Feminized,0.47655813,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
18,10 The Hog Cannabis seeds (Not feminized),0.19967519,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
19,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.05324671,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
20,10 Early Skunk Cannabis seeds (Not feminized),0.07720774,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
21,CBD Critical Mass - 15 Seeds Feminized,0.45744256,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
22,5 S.A.G.E Cannabis seeds (Not feminized),0.06655839,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
23,15 Random WEED Seeds,0.02662335,,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
24,10 Cold Creek Kush Cannabis seeds (Not feminized),0.17837650,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
25,50 Mixed Cannabis Seeds - Only $49,0.13045446,,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
26,Qty#100 - Green House Seeds Auto Northern Lights,1.47759644,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
27,11 Chronic Cannabis seeds ( Not feminized ),0.13311679,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
28,11 Kali Mist Cannabis seeds ( Not feminized),0.14642847,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
29,Buddha Tahoe - 15 Seeds Feminized,0.44080296,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
30,10x Royal Dane,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
31,Bubble Cheese - 15 Seeds Feminized,0.51915550,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
32,CBD Nordle - 15 Seeds Feminized,0.45744256,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
33,Holy Grail Kush - 18 Seeds Feminized,0.63896062,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
34,Smurfberry Hybrid Feminized Autoflower Seeds,0.13311679,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
35,Crimea Blue - 15 Seeds Feminized,0.31948031,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
36,Critical Kush - 15 Seeds Feminized,0.23694789,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-06
