,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,EASY BUD (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.14683509,,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
1,Purple Haze #1 - 15 Seeds Feminized,0.89710017,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
2,High CBD Seeds (5 pk),0.46102069,,USA,HerbalHealer,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
3,Straw Sour Diesel - 15 Seeds Feminized,0.66386980,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
4,WHITE WIDOW FEMINIZED x 5 seeds,0.12083352,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
5,Big Buddha Cheese - 15 Seeds Feminized,0.87593932,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
6,PURPLE PINECONE (SAGARMATHA SEEDS) FEMINIZED x 5 seeds,0.25190171,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
7,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.13208243,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
8,✌ Nirvana Raspberry Cough ♀♂ Mixed  (10 seeds)  US DOMESTIC *NO CUSTOMS WORRY*,0.09220413,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
9,10 Mixed Cannabis Seeds - Only $14.95,0.06892259,,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
10,5x [Strawberry Amnesia x Blue Ox],0.26278179,,Australia,Prestige_Worldwide,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
11,SPECIAL KUSH 1 (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.06680189,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
12,Kuchi - 15 Seeds Feminized,0.67055460,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
13,Sunshine Day Dream Clone/Cutting,0.11525517,,UK,Heath_Robinson,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
14,Buddha Tahoe - 15 Seeds Feminized,0.76331197,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
15,✌ Nirvana ICE ♀♂ Mixed  (10 seeds)   US DOMESTIC *NO CUSTOMS WORRY*,0.09220413,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
16,Amnesia Lemon - 15 Seeds Feminized,0.80678622,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
17,CBD Yummy - 15 Seeds Feminized,0.79212576,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
18,WHITE WIDOW FEMINIZED x 1000 seeds,13.00078373,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
19,WHITE WIDOW FEMINIZED x 100 seeds,2.16679728,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
20,CBD Critical Mass - 15 Seeds Feminized,0.79212576,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
21,Shoreline - 15 Seeds Feminized,0.66386980,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
22,Shaman - 15 Seeds Feminized,0.59932690,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
23,SPECIAL QUEEN 1 (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.06680189,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
24,25x Sour Diesel seeds,0.46102069,,USA,GoombaShop,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
25,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 1 seed,0.04605596,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
26,Bubble Cheese - 15 Seeds Feminized,0.89899036,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
27,2046 Strain (Medical Seeds) - 15 Seeds Feminized,0.80678622,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
28,5 Super Glue Cannabis seeds (Not feminized),0.10142455,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
29,✌ Nirvana Seeds White Widow ♀♂ Mixed (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.09220413,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
30,10 Lambo Cannabis seeds (Not feminized),0.30888386,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
31,10 Mendocino Madness Cannabis seeds (Not feminized),0.15213683,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
32,10 Taste Bud Cannabis seeds (Not feminized),0.19823890,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
33,Acapulco Gold - 15 Seeds Feminized,0.77451477,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
34,10 A-Train Cannabis seeds (Not feminized),0.26739200,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
35,Qty#100 - Green House Seeds Auto Northern Lights,2.55866488,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
36,10 Kushage Cannabis seeds (Not feminized),0.26739200,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
37,10 Skunk XXX Cannabis seeds (Not feminized),0.11525517,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
38,5 x Auto Seeds Fast Growing Ready In 3 Months (Lowryder2 + Hindu Kush Mix),0.13830620,,EU,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
39,5 Autoflowering Cannabis Seeds Fast Growing Ready In 3 Months!,0.13830620,,EU,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
40,MONEY MAKER (STRAIN HUNTERS) FEMINIZED x 3 seeds,0.09354109,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
41,WHITE WIDOW FEMINIZED x 250 seeds,3.66511456,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
42,22x Safari,0.23051034,,Germany,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
43,Moby Dick #2 - 15 Seeds Feminized,0.57627587,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
44,WHITE WIDOW FEMINIZED x 50 seeds,0.94048222,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
45,OG Kush - 15 Seeds Feminized,0.50712276,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
46,17 x Euforia,0.23051034,,Germany,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
47,10x K2 from Nirvana,0.11525517,,Germany,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
48,AK47 Seeds,0.23051034,,Canada,ak47seeds,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
49,WHITE WIDOW FEMINIZED x 15 seeds,0.35493983,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
50,Chernobyl X Da Purps regular seeds,0.23051034,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
51,50 Mixed Cannabis Seeds - Only $49,0.22590014,,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
52,CRITICAL AUTOMATIC (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.12447558,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
53,5x Nevilles Haze!,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
54,Crimea Blue - 15 Seeds Feminized,0.55322483,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
55,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 10 seeds,0.29966345,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
56,Qty#010 - Green House Seeds Auto Northern Lights,0.31118897,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
57,11 Biddy Early Cannabis seeds (Not feminized),0.15213683,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
58,Blue Cheese - 15 Seeds Feminized,0.82522705,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
59,Holy Grail Kush - 18 Seeds Feminized,1.10644967,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
60,5x Hollands Hope Fem,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
61,Casey Jones - 15 Seeds Feminized,0.66386980,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
62,10 Chocolate Chunk Cannabis seeds (Not feminized),0.18440827,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
63,"5 Auto Flowering Cannabis Seeds FASTEST Growing, Ready In Just 3 Months!",0.13830620,,EU,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
64,NORTHERN LIGHT FEMINIZED x 3 seeds,0.08759393,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
65,5 Wreckage Cannabis seeds (Not feminized),0.11525517,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
66,Buddha Haze - 15 Seeds Feminized,0.76331197,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
67,Skywalker - 15 Seeds Feminized,1.03729657,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
68,NORTHERN LIGHT FEMINIZED x 2 seeds ***PROMO PRICE-LIMITED TIME***,0.04347425,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
69,Qty#050 - Green House Seeds Auto Northern Lights,1.38306209,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
70,Purple Haze - 15 Seeds Feminized,1.04979023,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
71,WHITE WIDOW FEMINIZED x 10 seeds,0.23742566,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
72,10  Dark Star Cannabis seeds (Not feminized),0.30888386,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
73,WHITE WIDOW FEMINIZED x 2 seeds ***PROMO PRICE - LIMITED TIME OFFER***,0.04375086,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
74,10 Cold Creek Kush Cannabis seeds (Not feminized),0.30888386,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
75,International Super Stealth,0.09220413,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
76,Williams 60 Day Wonder Hybrid Feminized Autoflower Seeds,0.23051034,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
77,Smurfberry Hybrid Feminized Autoflower Seeds,0.23051034,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
78,Qty#001 - Green House Seeds Auto Northern Lights,0.03457655,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
79,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.16135724,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
80,8 Ball Kush - 15 Seeds Feminized,0.69153104,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
81,✌ Nirvana Aurora Indica♀♂ Mixed  (10 seeds)   US DOMESTIC *NO CUSTOMS WORRY*,0.09220413,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
82,10x Henkes vs Dane,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
83,Brainstorm - 15 Seeds Feminized,0.71458208,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
84,WHITE WIDOW (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.16112673,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
85,AFGHAN KUSH RYDER (WORLD OF SEEDS) FEMINIZED x 3 seeds,0.18348623,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
86,✌ Nirvana Seeds AK48 ♀♂ Mixed (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.09220413,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
87,CLASSIC SKUNK (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.13364990,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
88,WHITE WIDOW FEMINIZED x 3 seeds,0.10626527,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
89,+ BLUE DREAM SEEDS +,0.13830620,,USA,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
90,10x Royal Dane,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
91,ROADRUNNER AUTOFLOWERING 2 (DINAFEM) FEMINIZED x 3 seeds,0.10091743,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
92,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 5 seeds,0.17514176,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
93,10 PG-13 Cannabis seeds (Not feminized),0.18440827,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
94,10 Dutchmen's Royal Orange Cannabis seeds (Not feminized),0.12908579,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
95,Exodus Kush - 18 Seeds Feminized,1.10644967,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
96,Critical Kush - 15 Seeds Feminized,0.41030842,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
97,EASY BUD (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.20183486,,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
98,WHITE WIDOW (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.22105942,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
99,CBD Skunk Haze - 15 Seeds Feminized,0.79212576,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
100,11 Warlock Cannabis seeds (Not feminized),0.23051034,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
101,Santa Sativa - 15 Seeds Feminized,0.48407173,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
102,CBD Shark - 15 Seeds Feminized,0.79212576,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
103,BLUEBERRY AUTOMATIC (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.10875478,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
104,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.11848231,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
105,10 Burmese Kush Cannabis seeds (Not feminized),0.26739200,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
106,10 Jamaican OG Cannabis seeds (Not feminized),0.26739200,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
107,CBD Nordle - 15 Seeds Feminized,0.79212576,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
108,5x Diamond Girl Fem,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-21
109,Flash Powder 20 Grams Vacuum Sealed With a 10 cm Fuse,0.13654126,,Sweden,sweshroom,pbmKV0iowm,Weapons/Fireworks,2015-01-21
110,Potassium chlorate 40g,0.04708319,,EU,TorChem,pbmKV0iowm,Weapons/Fireworks,2015-01-21
111,Any Glock $3500 - FULL ESCROW *NO FE*,16.62944837,,USA,frygirlswirl,RuXVKCci11,Weapons/Lethal firearms,2015-01-21
