,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,Viper 1 (di blasio elio),0.03083421,Netherlands,WorldWide,susples,pbmKV0iowm,Weapons/Fireworks,2014-02-15
1,Glock 19 Gen 3,3.70010637,,,CherryFlavor_2,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
2,Walther P22 22LR & 2 Mags,3.70010637,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
3,Walther PP for D.rugs,2.78000000,,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
4,Glock 17 Gen 4,3.85427747,,,CherryFlavor_2,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
5,Weapons Shipping,0.40084485,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
6,Walther PP lower for (only for T.),2.00000000,,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
7,Glock 26 gen 3 9mm & 2 mags,4.00844857,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
8,Walther P22 22LR & 2 Mags,3.70010637,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
9,Glock 22 3rd gen 40 cal & 2 mags,3.85427747,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
10,Glock 19 Gen 3 9mm & 2 Mags,4.00844857,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
11,Glock 19 Gen 3 9mm & 2 Mags,4.16261967,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
12,Glock 26 Gen 3 9mm & 2 Mags,4.16261967,World,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
13,Ak 47,3.85427747,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
14,45 Carbine,2.77507978,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
15,NEW Smith & Wesson SW40VE Semi-Auto M&P Pistol - LEGIT HONEST BMR SELLER/100% DELIVERY SUCCESS,4.62513297,USA,,PillfirePharmacy,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
16,Custom for Abh,1.69588208,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
17,Ruger P-89/9mm Pistol - TRUSTED BMR SELLER/PROVEN 100% SUCCESS INTERNATIONAL SALES/FAST SHIPPING,3.85427747,USA,,PillfirePharmacy,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
18,Pt.2 Glock 17 9mm New Condition w/2 Mags,1.85005318,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
19,Walther PP clone/Full Escrow,4.20578758,,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
20,Any Gun you want,0.40084485,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
21,*SOLD*Crosman 1377 Pneumatic .177 Cal,1.46462544,Australia,Australia,Tranzcentral,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
22,Pt.2 40 Cal Taurus Millineum w/2 Mags,1.38753989,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
23,Springield XD 9mm,2.31256648,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
24,Pt.1 Glock 17 9mm New Condition w/2 Mags,1.85005318,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
25,9mm Glock 19 2nd or 3rd gen w/2mags pt1,1.23336879,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
26,Part 1/3 XD 9MM,0.77085549,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
27,9mm Glock 19 gen 2 or 3 w/2 mags pt2,2.62090868,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
28,Pt2 Walther P22  New condition w/2 Mags Limited Edition,2.31256648,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
29,Glock 27 part 1/3,0.97898647,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
30,FREE 1/2 OZ with 1 OZ Purchase,0.15417109,USA,USA,SamWalton,RuXVKCci11,Weapons/Lethal firearms,2014-02-15
31,50 EURO COUNTERFEITS NOTES!! 10 PCS,0.32082381,EU,EU,panino,jVzNrGRBi0,Counterfeits/Money,2014-02-15
32,GBP notes £ notes pound notes £20 GBP20 samples,0.02190991,UK,,anonbearzinho,jVzNrGRBi0,Counterfeits/Money,2014-02-15
33,50 EURO COUNTERFEITS NOTES!! 5 PCS,0.17058436,Italy,,panino,jVzNrGRBi0,Counterfeits/Money,2014-02-15
34,"Counterfit $20 USD, 1000$",0.62599768,USA,,cashmonay13,jVzNrGRBi0,Counterfeits/Money,2014-02-15
35,Counterfeit GBP £20 (£200),0.25039907,UK,,pinky,jVzNrGRBi0,Counterfeits/Money,2014-02-15
36,"Counterfit $20 USD, 2,500$",1.95624276,USA,,cashmonay13,jVzNrGRBi0,Counterfeits/Money,2014-02-15
37,"Counterfit $20 USD, 5,000$",3.12998841,USA,,cashmonay13,jVzNrGRBi0,Counterfeits/Money,2014-02-15
38,20 dollars USD counterfeits notes 10 pcs,0.10641960,Italy,,panino,jVzNrGRBi0,Counterfeits/Money,2014-02-15
39,Telefonul anti interceptare,0.62443268,,,fake,vvKMDUoa1L,Counterfeits/Electronics,2014-02-15
40,♫ Ultimate Music box.,0.03129988,World,World,toysoldiers,vvKMDUoa1L,Counterfeits/Electronics,2014-02-15
41,Nintendo 3DS with R4i gold card and  free game,0.15649942,World,,toysoldiers,vvKMDUoa1L,Counterfeits/Electronics,2014-02-15
