,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,CBD Skunk Haze - 15 Seeds Feminized,0.44640166,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
1,Shoreline - 15 Seeds Feminized,0.37412314,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
2,Critical Kush - 15 Seeds Feminized,0.23122889,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
3,10 The Hog Cannabis seeds (Not feminized),0.19485580,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
4,15 Random WEED Seeds,0.02598077,,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
5,10 Jamaican OG Cannabis seeds (Not feminized),0.15068849,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
6,Blue Cheese - 15 Seeds Feminized,0.46505585,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
7,10 Kushage Cannabis seeds (Not feminized),0.15068849,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
8,40x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.08833463,,Austria,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
9,11 Warlock Cannabis seeds (Not feminized),0.12990387,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
10,10 MK-Ultra Cannabis seeds (Not feminized),0.19485580,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
11,Acapulco Gold - 15 Seeds Feminized,0.43647700,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
12,Qty#100 - Green House Seeds Auto Northern Lights,1.44193296,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
13,Santa Sativa - 15 Seeds Feminized,0.27279812,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
14,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.05845674,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
15,Big Buddha Cheese - 15 Seeds Feminized,0.49363471,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
16,10  Dark Star Cannabis seeds (Not feminized),0.17407118,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
17,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 10 seeds,0.11691348,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
18,Qty#001 - Green House Seeds Auto Northern Lights,0.01948558,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
19,10 PG-13 Cannabis seeds (Not feminized),0.10392309,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
20,5 Electric Lemon G Cannabis seeds (Not feminized),0.09612886,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
21,10 Heavy Duty Fruity Cannabis seeds (Not feminized),0.15068849,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
22,10 Skunk XXX Cannabis seeds (Not feminized),0.06495193,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
23,CLASSIC SKUNK (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.05715770,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
24,Qty#050 - Green House Seeds Auto Northern Lights,0.77942322,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
25,CBD Critical Mass - 15 Seeds Feminized,0.44640166,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
26,Bubble Cheese - 15 Seeds Feminized,0.50662509,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
27,Holy Grail Kush - 18 Seeds Feminized,0.62353858,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
28,Pakistan Ryder x 3 seeds - Autoflowering and Feminized seeds,0.07794232,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
29,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.09093270,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
30,7 feminised seeds -  Dutch Passion - Think Different,0.16108080,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
31,10 feminised seeds - Power Africa,0.11691348,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
32,10 regular seeds - Moscaseeds - Cinderella 99 BX-1,0.19225772,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
33,10 feminised seeds -  Barneys Farm - Critical Kush,0.17666926,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
34,17 x Euforia,0.12990387,,Germany,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
35,10 feminised seeds - Dutch Passion - Blue Velvet,0.24162120,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
36,10 feminised seeds -  GrassOmatic - Maxi GOM,0.19225772,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
37,20 feminised seeds - Sensi Seeds - MIX,0.22603273,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
38,7 feminised seeds - Dutch Passion - AutoMazar,0.17666926,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
39,5 feminised seeds -  Sensi Seeds - Northern Lights #5 X Haze,0.25980774,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
40,10 feminised seeds - Barneys Farm - Tangerine Dream,0.18186541,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
41,10 feminised seeds - Barneys Farm - L.S.D.,0.19225772,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
42,10 feminised seeds - Acapulco Gold,0.16108080,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
43,10 feminised seeds - Seedsman Original Skunk #1,0.12990387,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
44,"Afghan Hush, Fenimized Seeds - 5 Pack",0.12990387,,Australia,OzGrow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
45,10 feminised seeds - Seedsman - Auto Kush,0.12990387,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
46,10 feminised seeds - Sensi Seeds - Early Skunk,0.17666926,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
47,10 feminised seeds - Jack Flash #5,0.32475967,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
48,10 feminised seeds -Seedsman - Auto Blue,0.14549233,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
49,10 feminised seeds -  Barneys Farm - Vanilla Kush,0.17666926,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
50,10 feminized seeds - Barneys Farm - Liberty Haze,0.18186541,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
51,10 feminised seeds - Royal Queen Seeds - Amnesia Haze Automatic,0.22603273,,Germany,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
52,7 feminised seeds -Dutch Passion - AutoXtreme,0.17666926,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
53,10 feminised seeds  Barneys Farm - Pineapple Chunk,0.16108080,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
54,10 feminised seeds -Dutch Passion - AutoWhite Widow,0.19485580,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
55,10 Mendocino Madness Cannabis seeds (Not feminized),0.08573655,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
56,+ BLUE DREAM SEEDS +,0.07794232,,USA,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
57,5 Super Glue Cannabis seeds (Not feminized),0.05715770,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
58,10 Burmese Kush Cannabis seeds (Not feminized),0.15068849,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
59,International Super Stealth,0.05196154,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
60,"5 Auto Flowering Cannabis Seeds FASTEST Growing, Ready In Just 3 Months!",0.07794232,,EU,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-19
