,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,Buddha Haze - 15 Seeds Feminized,0.35694728,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
1,Smurfberry Hybrid Feminized Autoflower Seeds,0.10779346,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
2,Skywalker - 15 Seeds Feminized,0.48507060,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
3,5 S.A.G.E Cannabis seeds (Not feminized),0.10779346,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
4,5 Jamaican OG Cannabis seeds (Not feminized),0.12504042,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
5,5 Chronic Cannabis seeds ( Not feminized ),0.10779346,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
6,Acapulco Gold - 15 Seeds Feminized,0.30348172,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
7,3 x Crazy Bud Seeds Autoflowering Feminized (Kera seeds),0.03671445,,Netherlands,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
8,5 regular seeds - Widow Lights - White Widow X Northern Lights,0.06467608,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
9,3x CBD CRITICAL CURE (BARNEY'S FARM),0.12504042,,EU,Gobotal,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
10,Purple Haze - 15 Seeds Feminized,0.49091301,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
11,5 Cold Creek Kush Cannabis seeds (Not feminized),0.14444324,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
12,10 regular seeds: Liberty Kush: Liberty Haze crossed with Hindu Kush,0.08623477,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
13,1 x Crazy Bud Seed Autoflowering Feminized (Kera seeds),0.02330494,,Netherlands,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
14,5 Super Glue Cannabis seeds (Not feminized),0.09270238,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
15,CBD Skunk Haze - 15 Seeds Feminized,0.37042147,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
16,50 x AMNESIA HAZE (BULK SEEDS),0.52732564,,EU,Gobotal,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
17,5 A-Train Cannabis seeds (Not feminized),0.12504042,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
18,Chernobyl X Da Purps regular seeds,0.10779346,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
19,10 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.08623477,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
20,50x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.15069526,,Austria,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
21,Critical Kush - 15 Seeds Feminized,0.19187237,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
22,5 x Crazy Bud Seeds Autoflowering Feminized (Kera seeds),0.05874743,,Netherlands,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
23,5 Milk Cannabis seeds (Not feminized),0.09270238,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
24,+ BLUE DREAM SEEDS +,0.06467608,,USA,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
25,International Super Stealth,0.04311738,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
26,Amnesia Lemon - 15 Seeds Feminized,0.32984801,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
27,3 x African free cannabis seeds,0.02802630,,Netherlands,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
28,20x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.07543386,,Austria,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
29,5 Da Purps Cannabis seeds (Not feminized),0.10779346,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-18
30,Potassium chlorate 40g,0.02132332,,EU,TorChem,pbmKV0iowm,Weapons/Fireworks,2014-08-18
31,Any Pistol YOU WANT full Escrow,5.33083139,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
32,Any Glock You Want FULL ESCROW,5.33083139,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
33,2 Glock 19's Full Escrow,9.38226325,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
34,Weapon Stealth and Express Shipping Fee.,0.63969976,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
35,Juice Monkey,6.29038104,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
36,Jimenez 9MM FULL ESCROW,3.94481523,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
37,Custom for AARONABE,3.62496534,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
38,Keltec PF9 9mm NO FE. Full Escrow,2.02571593,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
39,JA 380 FULL ESCROW,4.26466511,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
40,Suppressor Ready Walther P22 NO FE FULL ESCROW,1.70586604,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
41,Glock 17c FULL ESCROW,2.55879907,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
42,Suppressor + Mosquito package. NO FE. FULL ESCROW,5.75729790,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
43,Custom for Friendly,7.00000000,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
44,"[PRICE DROP]  Glock 26 gen3 + 2 magazines - NO FE, and FULL ESCROW!",2.45218244,,USA,32dxbv!vrwndid,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
45,JA 22 Full ESCROW,4.26466511,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
46,suppressor's bajonet adapter for .22 rimfire pistols.,0.29000000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
47,Walther P38 /P1 - 9x19,3.30511546,,EU,dosensuppe,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
48,Versatile Rifle Package NO FE FULL ESCROW,6.29038104,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
49,Hidden Listing 4 Good Customer,5.33083139,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
50,K98 - 8x57 - LaCoruna-Kontrakt,3.13452886,,EU,dosensuppe,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
51,Suppressor Ready Sig Mosquito 22lr NO FE FULL ESCROW,2.02571593,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
52,.22lfb Revolver,1.59924941,,EU,dosensuppe,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
53,PRICE DROP Taurus PT111 Millennium NO FE Full escrow,1.59924941,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
54,AK47c NO FE FULL ESCROW,3.41173209,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
55,Price Drop!!!! 9mm Jimenez Arms,0.79962470,,USA,cheqdropz,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
56,2.5 Cocaine 85%+ $85/g,0.46911316,,USA,SamWalton,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
57,Reducteur silenceur 22LR rimfire,0.31050000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
58,Kimber 1911 Custom 45 Handgun,3.89000000,,USA,space100...,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
59,custom flight booking,1.68454272,,,livinglarge,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
60,9mm conversion barrel for glock 27/33,0.57359745,,Sweden,sweshroom,RuXVKCci11,Weapons/Lethal firearms,2014-08-18
61,GNUPG : High Level Cryptography,0.01077934,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
62,Secrets of Methamphetamine Manufacture 8th edition,0.01293521,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
63,"Cookies, Flash Cookies, Paypal, eBay Cleaner - Just one click",0.00862347,,,cyberzen,JAmvyj8iBs,Information/eBooks,2014-08-18
64,PROTECTING YOUR IDENTITY AND SECURITY ONLINE AND WHEN USING MOBILE PHONES,0.01509108,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
65,BECOME AN ALPHA MALE - 6 EBOOKS,0.01293521,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
66,SURVIVAL : 1000 EBOOKS,0.06467608,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
67,How To Give A Woman A 'Rush' Just By Looking At Her,0.00862347,,,cyberzen,JAmvyj8iBs,Information/eBooks,2014-08-18
68,Computer Forensics Email Investigations,0.01724695,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
69,What Every BODY is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,0.00213431,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-18
70,underground guide to improvised weapons,0.01077934,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
71,Sneak it Through - Smuggling Made Easier,0.00250000,,rland,KryptykOG,JAmvyj8iBs,Information/eBooks,2014-08-18
72,Bye Bye Big Brother -- The Silk Road Edition,0.06467608,,,echo,JAmvyj8iBs,Information/eBooks,2014-08-18
73,Grandpa Collection of PT books,0.10779346,,Internet,blackhand,JAmvyj8iBs,Information/eBooks,2014-08-18
74,"Artful Persuasion: How to Command Attention, Change Minds, and Influence People",0.00213431,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-18
75,The Complete Idiot's Guide to Organic Chemistry,0.00213431,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-18
76,[Paypal] How to keep your Paypal active and avoid risking closure,0.01724695,,,cyberzen,JAmvyj8iBs,Information/eBooks,2014-08-18
77,National Locksmith Guide to Manipulation,0.01077934,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
78,FOOD PROCUREMENT - SURVIVAL EBOOK,0.01077934,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
79,Essential Underground Handbook,0.01075778,,,passman,JAmvyj8iBs,Information/eBooks,2014-08-18
80,The Art of Deception: Controlling the Human Element of Security,0.00213431,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-18
81,REAL Genuine USA Identity Set Guide,0.17031367,,,starlight,JAmvyj8iBs,Information/eBooks,2014-08-18
82,How the Underground Economy Works,0.01509108,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
83,Hiding from Surveillance – How and why,0.01509108,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
84,All Agora's and Silk Road's  Money Making Methods & Guides,0.17246954,,,cyberzen,JAmvyj8iBs,Information/eBooks,2014-08-18
85,How I Make $25 in 10 Minutes A Day,0.02155869,,,cyberzen,JAmvyj8iBs,Information/eBooks,2014-08-18
86,SHELTER BUNKERS EBOOKS,0.02155869,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
87,Hacking for Profit: Credit Card Fraud A Beginners Guide,0.01077934,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
88,TOP 120 Onion and Underground Websites,0.02155869,,,cyberzen,JAmvyj8iBs,Information/eBooks,2014-08-18
89,14 Illegal Banned Books They Don't Want You to Own!,0.00780000,,rland,KryptykOG,JAmvyj8iBs,Information/eBooks,2014-08-18
90,PAYPAL BUDDY - HOW TO STAY ON THE GOOD SIDE OF PAYPAL,0.01940282,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-18
91,Order Addon - Super Stealth Packing,0.06000000,,UK,globalmethods,K68V21fmvZ,Services/Other,2014-08-18
92,Decoy first class letter - business letter,0.01778592,,USA,DoctorNick,K68V21fmvZ,Services/Other,2014-08-18
93,Decoy first class letter - plain letter mailed from UK,0.01509108,,UK,DoctorNick,K68V21fmvZ,Services/Other,2014-08-18
94,Request Custom Flight Booking,0.04311738,,Internet,livinglarge,K68V21fmvZ,Services/Other,2014-08-18
95,Become an expert in making small talks,0.00862347,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
96,Firefox Setup For Extreme Privacy,0.00862347,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
97,REAL Genuine USA Identity Set Guide,0.17031367,,,starlight,K68V21fmvZ,Services/Other,2014-08-18
98,How to Make Her Want Anal Sex + Anal Sex Guide,0.00862347,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
99,NATURAL MEDICINE CONSULTATION,0.05389673,,,fake,K68V21fmvZ,Services/Other,2014-08-18
100,Car theory test in Holland (CBR),0.10779346,,,businessdude,K68V21fmvZ,Services/Other,2014-08-18
101,"SOCKS5 PROXIES + SOFTWARE, 10 DAYS (90 PROXIES)",0.06467608,,,fake,K68V21fmvZ,Services/Other,2014-08-18
102,PRIORITY MAIL EXPRESS SHIPPING LABEL 11-B,0.05387517,,USA,5588,K68V21fmvZ,Services/Other,2014-08-18
103,"(Must Have For ALL Tor Users) Anonymous VPN Software, 90 Days Subscription",0.21558693,,,passman,K68V21fmvZ,Services/Other,2014-08-18
104,Now Hiring in US/Canada,0.00010779,,Canada,canadasunshine,K68V21fmvZ,Services/Other,2014-08-18
105,Disappear and Live Free Forever,0.00862347,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
106,Videopusher - 50000 FREE views a day for your video !!,0.10779346,,,fake,K68V21fmvZ,Services/Other,2014-08-18
107,Customizable decoy letter or package sent from USA,0.03231648,,USA,DoctorNick,K68V21fmvZ,Services/Other,2014-08-18
108,Money Making ebook Collection,0.10779346,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
109,"Anonymous Instant Messenger Guide [ICQ, Jabber, Torchat]",0.00862347,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
110,TOP USA CREDIT PROFILES SSN DOB PHONE ETC..,0.03233804,,,fake,K68V21fmvZ,Services/Other,2014-08-18
111,[ANDROID] Phone vip72 SOCKS + TOR Tutorial,0.00862347,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
112,✆PRIVATE CONSULTIN: SE~CARDIN~ATO~SECURITY~PTo~WARRANTY FRAUD✆,0.32338040,,World,ucard,K68V21fmvZ,Services/Other,2014-08-18
113,BANK DROP ONLY 20% FEE,0.10779346,,,passman,K68V21fmvZ,Services/Other,2014-08-18
114,Cum on Camera With Hot Chicks,0.00862347,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
115,How to Hide Anything,0.00862347,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
116,"Anonymous Instant Messenger Guide [ICQ, Jabber, Torchat]",0.00862347,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
117,"Cookies, Flash Cookies, Paypal, eBay Cleaner - Just one click",0.00862347,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
118,How I have made 100's of dollars over a week,0.02155869,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
119,WiFi Hacking,0.02155869,,,cyberzen,K68V21fmvZ,Services/Other,2014-08-18
120,Anonymous SIM card,0.03233804,,World,brulz8,K68V21fmvZ,Services/Other,2014-08-18
121,20g Highest Purity Cocaine - Direct From Colombia,3.44939096,,USA,HonestCocaine,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
122,1.75g High Quality fishscale Cocaine,0.56052603,,Canada,blow,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
123,Synthetic Cocaine 25g,1.34526247,,CzechRepublic,HappyDrugs,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
124,7g Good Quality Cocaine NEW,0.70065754,,UK,FerrariBlack1,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
125,3.5 Grams of Cocaine,0.53896733,,USA,RealDope,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
126,3.5G Cocaine AusMate (A+ Grade),2.48787323,,Australia,AusMate,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
127,1G Peruvian Cocaine 83%,0.20911932,,Netherlands,Hollands-Best,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
128,3 g 90% pure HCL cocaine,0.81707448,,France,cocainedealer,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
129,1/2 GRAM OF THE DOCTORS PERUVIAN PARTY COCAINE,0.09054651,,USA,DrJuanBando,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
130,.25G High Quality Fishscale Cocaine - Fire,0.08623477,,USA,PillsAndDrugs,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
131,1 Gram pure Uncut Cocaine (ship to AUSTRALIA) Extra STEALTHY Packaging!,0.43117387,,Netherlands,NouveauEst,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
132,3.5 G | Pure Bolivian Cocaine | FREE Shipping,0.49584995,,Argentina,messi,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
133,2gram High Heat Cocaine,0.45273256,,Canada,CanadianSupply,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
134,3.5g Highest Purity Cocaine - Direct From Colombia,0.79228198,,USA,HonestCocaine,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
135,"14 grams of Pure Cocaine, Connoisseur Quality",1.46599116,,USA,QualityCircle,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
136,14g Highest Purity Cocaine - Direct From Colombia,2.56548453,,USA,HonestCocaine,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
137,1grams - Pure Columbian Fishscale - 83%+,0.29104236,,Denmark,Products4You,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
138,0.5 g 90% pure HCL cocaine,0.14013150,,France,cocainedealer,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
139,10.0 GRAMS HIGH HEAT COCAINE - SCOTT AND PURITY TESTED,1.83248895,,Canada,GoingPostal,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
140,3.5g High Heat Fishscale Cocaine TOP GRADE (90%+ Purity) [SALE],0.68987819,,Canada,buddercup,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
141,High Quality Cocaine 1 gr.,0.19999999,,Netherlands,dutchquality_1256,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
142,0.5gram - Pure Columbian Fishscale - 83%+,0.18130861,,Denmark,Products4You,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
143,0.5g Good Qulaity Cocaine OFFER,0.07114368,,UK,LegalEyez,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
144,"Custom Order 14 Gr ICE 2 Gr. Coke, 1Gr. Heroin",1.10596097,,Mexico,VerdeLimon,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
145,Cocaine - 0.5g,0.51740864,,Australia,Dimercurio,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
146,1 Gramm Cocaine ***highest quality***,0.22421041,,Germany,RedBull,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
147,1 gram High Heat Cocaine - Scott and Purity tested - 92% pure,0.25870432,,Canada,illwun,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
148,High Stakes High Quality Cocaine Lottery - 100g,0.02155869,,USA,HonestCocaine,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
149,28g Cocaine AusMate (S Grade) 92%+ Minimum,17.46469763,,Australia,AusMate,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
150,1g. Freebase Cocaine,0.43591678,,EU,Gobotal,qNh4FhpMVd,Drugs/Stimulants/Cocaine,2014-08-18
151,Sample Pack (2x $20),0.03283909,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-08-18
152,"Counterfeit $20 USA currency. $80 worth. 4 UNCUT bills, Free shipping.",0.04390993,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-08-18
153,500 Counterfeit $20,3.83305875,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-08-18
154,50 Counterfeit $20,0.45030203,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-08-18
155,1 Ounce Fine Gold Counterfeit Bar,0.65897858,,USA,zunidog,jVzNrGRBi0,Counterfeits/Money,2014-08-18
156,Counterfeit $20 USA currency. $800 worth. 40 UNCUT bills.,0.41735310,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-08-18
157,"Counterfeit $20 USA currency. $500 worth. 25 pre cut bills, Free shipping.",0.30532674,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-08-18
