,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,CRITICAL AUTOMATIC (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.11262200,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
1,Amnesia Lemon - 15 Seeds Feminized,0.72995745,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
2,+ BLUE DREAM SEEDS +,0.12513556,,USA,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
3,Crimea Blue - 15 Seeds Feminized,0.50054225,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
4,Amnesia Haze x 3 seeds,0.06069074,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
5,AFGHAN KUSH RYDER (WORLD OF SEEDS) FEMINIZED x 3 seeds,0.16601318,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
6,Skywalker - 15 Seeds Feminized,0.93851672,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
7,10 Kushage Cannabis seeds (Not feminized),0.24192875,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
8,Williams 60 Day Wonder Hybrid Feminized Autoflower Seeds,0.20855927,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
9,CBD Shark - 15 Seeds Feminized,0.71669308,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
10,Amnesia x 3 feminized seeds,0.06069074,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
11,WHITE WIDOW FEMINIZED x 3 seeds,0.09614582,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
12,10 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.12513556,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
13,Straw Sour Diesel - 15 Seeds Feminized,0.60065070,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
14,ROADRUNNER AUTOFLOWERING 2 (DINAFEM) FEMINIZED x 3 seeds,0.09130724,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
15,NORTHERN LIGHT FEMINIZED x 2 seeds ***PROMO PRICE-LIMITED TIME***,0.03933427,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
16,PURPLE PINECONE (SAGARMATHA SEEDS) FEMINIZED x 5 seeds,0.22791357,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
17,Smurfberry Hybrid Feminized Autoflower Seeds,0.20855927,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
18,✌ Nirvana ICE ♀♂ Mixed  (10 seeds)   US DOMESTIC *NO CUSTOMS WORRY*,0.08342370,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
19,Critical Kush - 15 Seeds Feminized,0.79252523,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-02-01
