,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,Counterfeit $20 USA currency. $2400 worth. 120 UNCUT bills.,1.61518582,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-07
1,Sample Pack (2x $20),0.04599433,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-10-07
2,Custom HQ Passport Scan,0.27073590,,Internet,starlight,jVzNrGRBi0,Counterfeits/Money,2014-10-07
3,"Counterfeit $20 USA currency. $80 worth. 4 UNCUT bills, Free shipping.",0.06150012,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-07
4,VISA $100 Traveler Checks,0.07688284,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-07
5,50€uro CouterFeits 15 Note,1.29214865,,EU,AmicoFriz,jVzNrGRBi0,Counterfeits/Money,2014-10-07
6,PAMP Suisse Counterfeit Gold (2.5 grams),0.09226556,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-07
7,Counterfeit $20 USA currency. $800 worth. 40 UNCUT bills.,0.58454344,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-07
8,PAMP Suisse Counterfeit Gold (10 grams),0.30762367,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-07
9,Counterfeit $20 USA currency. Sample 1 note. Free shipping.,0.01999753,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-07
10,20€uro CouterFeits Note Express Delivery 30Notes,1.01525966,,EU,AmicoFriz,jVzNrGRBi0,Counterfeits/Money,2014-10-07
11,5 Counterfeit $20,0.08921978,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-10-07
12,"Counterfeit $20 USA currency. $200 worth. 10 pre cut bills, Free shipping.",0.17690130,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-07
13,"Counterfeit $20 USA currency. $100 worth. 5 pre cut bills, Free shipping.",0.08921978,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-07
14,Counterfeit $20 USA currency. $1000 worth. 50 pre cut bills Free shipping.,0.81528427,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-07
15,American Express Economy Traveler Kit,0.24609278,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-07
16,50 Counterfeit $20,0.84604971,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-10-07
17,1893-S Morgan Dollar AU50 (Counterfeit),2.33801993,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-07
18,PAMP Suisse Novelty Gold 5 grams bars,0.12303101,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-07
19,100 Counterfeit $20,1.53519566,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-10-07
20,500 Counterfeit $20,6.13770612,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-10-07
21,"Counterfeit $20 USA currency. $500 worth. 25 pre cut bills, Free shipping.",0.42763967,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-07
22,(100) $20 American Express Travelers Checks ($2k total),0.92293256,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-07
23,50€uro CouterFeitsStock of 25 Notes,2.03051932,,EU,AmicoFriz,jVzNrGRBi0,Counterfeits/Money,2014-10-07
24,Counterfeit $20 USA currency. $5040 worth. 252 UNCUT bills.,3.07346788,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-07
25,Counterfeit $20 Bills ($5 per bill),0.06153088,,USA,Black_Label,jVzNrGRBi0,Counterfeits/Money,2014-10-07
26,American Express Expert Traveler Kit,0.76910534,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-07
27,5x American Express $100 Traveler Check,0.15367339,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-07
