,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,Counterfeit $20 Bills ($5 per bill),0.05220432,,USA,Black_Label,jVzNrGRBi0,Counterfeits/Money,2014-10-16
1,"Counterfeit $20 USA currency. $100 worth. 5 pre cut bills, Free shipping.",0.07569627,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-16
2,50 EURO counterfeit notes - 10 pcs,0.24797055,,EU,charliebrown1,jVzNrGRBi0,Counterfeits/Money,2014-10-16
3,Counterfeit $20 USA currency. $5040 worth. 252 UNCUT bills.,2.60760617,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-16
4,(100) $20 American Express Travelers Checks ($2k total),0.52201717,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-16
5,Counterfeit $20 USA currency. $2000 worth. 100 precut bills Free shipping.,1.37036360,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-16
6,Counterfeit $20 USA currency. $4000 worth. 200 precut bills Free shipping.,2.60760617,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-16
7,Counterfeit $20 USA currency. $2400 worth. 120 UNCUT bills.,1.37036360,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-16
8,PAMP Suisse Counterfeit Gold (2.5 grams),0.07828038,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-10-16
9,"Counterfeit $20 USA currency. $500 worth. 25 pre cut bills, Free shipping.",0.36282007,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-16
10,100 Counterfeit $20,1.30249797,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-10-16
11,"Counterfeit $20 USA currency. $80 worth. 4 UNCUT bills, Free shipping.",0.04956800,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-16
12,Counterfeit $20 USA currency. $800 worth. 40 UNCUT bills.,0.49594111,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-10-16
