,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,7 feminised seeds -Dutch Passion - AutoXtreme,0.20184030,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
1,WHITE WIDOW FEMINIZED x 250 seeds,2.35975066,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
2,10 regular seeds - Moscaseeds - Cinderella 99 BX-1,0.21964974,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
3,10 feminised seeds - Female Seeds - BubbleGummer,0.14841199,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
4,10 feminised seeds - Seedsman Original Skunk #1,0.14841199,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
5,10 feminised seeds  Barneys Farm - Pineapple Chunk,0.18403086,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
6,Bulk REGULAR cannabis seeds 100 pieces. Choose your strain!,0.54615612,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
7,10 feminised seeds - GrassOmatic - MaxiHaze,0.26714158,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
8,10 feminized seeds - Barneys Farm - Liberty Haze,0.20777678,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
9,10 feminised seeds - Joint Doctor - Lowryder #2,0.27307806,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
10,10 feminised cannabis seeds - Kannabia Seeds - B. Lee,0.20777678,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
11,10 feminised seeds - Jack Flash #5,0.37102997,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
12,10 feminised seeds -  Barneys Farm - Blue Cheese,0.18403086,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
13,22x Safari,0.14841199,,Germany,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
14,10 feminised seeds - Acapulco Gold,0.18403086,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
15,Moby Dick #2 - 15 Seeds Feminized,0.37102997,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
16,10 feminised seeds - Power Africa,0.13357079,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
17,10x K2 from Nirvana,0.07420599,,Germany,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
18,Bulk FEMINISED cannabis seeds 100 pieces. Choose your strain!,1.27634312,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
19,17 x Euforia,0.14841199,,Germany,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
20,5x Nevilles Haze!,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
21,NORTHERN LIGHT FEMINIZED x 3 seeds,0.05639655,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
22,5 Electric Lemon G Cannabis seeds (Not feminized),0.10982487,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
23,50 seeds ten varieties,0.29682398,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
24,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.10388839,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
25,5 Random WEED Seeds,0.02077767,,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
26,WHITE WIDOW FEMINIZED x 1000 seeds,8.37043633,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
27,10 Skunk XXX Cannabis seeds (Not feminized),0.07420599,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
28,Custom for bonza,0.44523597,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
29,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 1 seed,0.02965271,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
30,Kuchi - 15 Seeds Feminized,0.43173048,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
31,8 Ball Kush - 15 Seeds Feminized,0.44523597,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
32,50 Mixed Cannabis Seeds - Only $49,0.14544375,,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
33,10 regular seeds Hindu Kush - land race from the Hindu Kush mountains,0.07420599,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
34,EASY BUD (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.12994953,,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
35,10 Kushage Cannabis seeds (Not feminized),0.17215791,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
36,5 Wreckage Cannabis seeds (Not feminized),0.07420599,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
37,10 Jamaican OG Cannabis seeds (Not feminized),0.17215791,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
38,CRITICAL AUTOMATIC (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.08014247,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
39,11 Warlock Cannabis seeds (Not feminized),0.14841199,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
40,50 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.23745918,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
41,✌ Nirvana Aurora Indica♀♂ Mixed  (10 seeds)   US DOMESTIC *NO CUSTOMS WORRY*,0.05936479,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
42,10 MK-Ultra Cannabis seeds (Not feminized),0.22261798,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
43,10 PG-13 Cannabis seeds (Not feminized),0.11872959,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
44,WHITE WIDOW (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.10373998,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
45,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.08504007,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
46,Purple Haze #1 - 15 Seeds Feminized,0.57758978,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
47,✌ Nirvana Seeds White Widow ♀♂ Mixed (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.05936479,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
48,100 seeds ten varieties,0.56396556,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
49,10 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.08904719,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
50,Qty#100 - Green House Seeds Auto Northern Lights,1.64737310,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
51,Qty#050 - Green House Seeds Auto Northern Lights,0.89047195,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
52,11 Kali Mist Cannabis seeds ( Not feminized),0.16325319,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
53,"5 Auto Flowering Cannabis Seeds FASTEST Growing, Ready In Just 3 Months!",0.08904719,,EU,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
54,CBD Yummy - 15 Seeds Feminized,0.51000296,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
55,Big Buddha Cheese - 15 Seeds Feminized,0.56396556,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
56,International Super Stealth,0.05936479,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
57,CBD Skunk Haze - 15 Seeds Feminized,0.51000296,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
58,Shoreline - 15 Seeds Feminized,0.42742653,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
59,Williams 60 Day Wonder Hybrid Feminized Autoflower Seeds,0.14841199,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
60,Bubble Cheese - 15 Seeds Feminized,0.57880676,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
61,Exodus Kush - 18 Seeds Feminized,0.71237756,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
62,Skywalker - 15 Seeds Feminized,0.66785396,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
63,Acapulco Gold - 15 Seeds Feminized,0.49866429,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
64,Crimea Blue - 15 Seeds Feminized,0.35618878,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
65,Buddha Tahoe - 15 Seeds Feminized,0.49145146,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
66,Brainstorm - 15 Seeds Feminized,0.46007717,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
67,Chernobyl X Da Purps regular seeds,0.14841199,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
68,Amnesia Lemon - 15 Seeds Feminized,0.51944197,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
69,Smurfberry Hybrid Feminized Autoflower Seeds,0.14841199,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
70,High CBD Seeds (5 pk),0.29682398,,USA,HerbalHealer,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
71,10 feminised seeds - Joint Doctor - Ogre,0.36509349,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
72,10 regular seeds - Kaliman Seeds - Marley's Cheese,0.23745918,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
73,10 feminised seeds - Sensi Seeds - Early Skunk,0.20184030,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
74,10 feminised seeds -  Joint Doctor - Chronic Ryder,0.27307806,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
75,10 regular seeds -Kaliman Seeds - Cheese #1,0.29682398,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
76,10 feminised seeds - Dutch Passion - Blue Velvet,0.27604630,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
77,5 feminised seeds -Barneys Farm - Sweet Tooth,0.11279311,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
78,10 feminised seeds -  Barneys Farm - Critical Kush,0.20184030,,EU,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
79,10 feminised seeds - GrassOmatic - HazeGom,0.26714158,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
80,Santa Sativa - 15 Seeds Feminized,0.31166518,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
81,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.05936479,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-24
