,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,10 feminised cannabis seeds - Kannabia Seeds - B. Lee,0.21347971,,UK,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
1,WHITE WIDOW FEMINIZED x 5 seeds,0.07993290,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
2,NORTHERN LIGHT FEMINIZED x 3 seeds,0.05794449,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
3,Smurfberry Hybrid Feminized Autoflower Seeds,0.15248551,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
4,CLASSIC SKUNK (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.08841110,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
5,WHITE WIDOW (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.10658737,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
6,International Super Stealth,0.06099420,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
7,10 A-Train Cannabis seeds (Not feminized),0.17688319,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
8,5x Nevilles Haze!,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
9,10 Kushage Cannabis seeds (Not feminized),0.17688319,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
10,✌ Nirvana Seeds AK48 ♀♂ Mixed (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.06099420,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
11,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.10673985,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
12,10 Lambo Cannabis seeds (Not feminized),0.20433058,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
13,10 Mixed Cannabis Seeds - Only $14.95,0.04559316,,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
14,Buddha Haze - 15 Seeds Feminized,0.50494053,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
15,10  Dark Star Cannabis seeds (Not feminized),0.20433058,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
16,+ BLUE DREAM SEEDS +,0.09149130,,USA,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
17,5 Wreckage Cannabis seeds (Not feminized),0.07624275,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
18,Qty#050 - Green House Seeds Auto Northern Lights,0.91491308,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
19,WHITE WIDOW FEMINIZED x 10 seeds,0.15706007,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
20,WHITE WIDOW FEMINIZED x 100 seeds,1.43336383,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-21
