,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,1000 gr Pure Power Plant ( Shake / Crunch )(1 kilo),11.36883912,,Netherlands,DrEarnhardt,sKep1RudaA,Drugs/Cannabis/Shake/trim,2014-10-10
