,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,Potassium chlorate 40g,0.01695116,,EU,TorChem,pbmKV0iowm,Weapons/Fireworks,2014-08-09
1,JA 22 Full ESCROW,3.39023273,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
2,JA 380 FULL ESCROW,3.39023273,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
3,Juice Monkey,5.00059329,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
4,Jimenez 9MM FULL ESCROW,3.13596528,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
5,Custom for AARONABE,2.88169782,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
6,Weapon Stealth and Express Shipping Fee.,0.50853491,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
7,Any Glock You Want FULL ESCROW,4.23779092,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
8,PRICE DROP Taurus PT111 Millennium NO FE Full escrow,1.27133727,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
9,Hidden Listing 4 Good Customer,4.23779092,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
10,Custom for Friendly,7.00000000,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
11,AK47c NO FE FULL ESCROW,2.71218619,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
12,Suppressor Ready Walther P22 NO FE FULL ESCROW,1.35609309,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
13,2 Glock 19's Full Escrow,7.45851202,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
14,Any Pistol YOU WANT full Escrow,4.23779092,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
15,Suppressor + Mosquito package. NO FE. FULL ESCROW,4.57681419,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
16,Versatile Rifle Package NO FE FULL ESCROW,5.00059329,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
17,Glock 17c FULL ESCROW,2.03413964,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
18,Reducteur silenceur 22LR rimfire,0.31050000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
19,suppressor's bajonet adapter for .22 rimfire pistols.,0.29000000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
20,"Glock 26 gen3 + 2 magazines - NO FE, and FULL ESCROW!",2.54267455,,USA,32dxbv!vrwndid,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
21,Price Drop!!!! 9mm Jimenez Arms,0.63566863,,USA,cheqdropz,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
22,Kimber 1911 Custom 45 Handgun,3.89000000,,USA,space100...,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
23,Gen 3 Glock 23 with 2 magazines,3.05120946,,USA,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
24,Keltec PF9 9mm NO FE. Full Escrow,1.61036055,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
25,Glock 19 gen 3 with 2 mags,3.05120946,,USA,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
26,Suppressor Ready Sig Mosquito 22lr NO FE FULL ESCROW,1.61036055,,USA,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
27,2.5 Cocaine 85%+ $85/g,0.37292560,,USA,SamWalton,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
28,custom flight booking,1.33914193,,,livinglarge,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
29,9mm conversion barrel for glock 27/33,0.45598630,,Sweden,sweshroom,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
30,Ruger P95,2.71218619,,,CherryFlavor_2,RuXVKCci11,Weapons/Lethal firearms,2014-08-09
31,How To Hide Anything,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
32,Dealing with Difficult People: 24 lessons,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
33,A Guidebook To The Psilocybin Mushrooms Of Mexico,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
34,"A Dictionary of Cantonese Slang: Language of Hong Kong Movies, Street Gangs and City Life",0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
35,40 Sleep Hacks – The Geek’s Guide to Optimizing Sleep,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
36,"CC Range List Amex,MC,Visa",0.00168315,,,passman,JAmvyj8iBs,Information/eBooks,2014-08-09
37,Hacking Wireless Networks for Dummies,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
38,Hitler's Flying Saucers: A Guide to German Flying Discs of the Second World War,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
39,Self Sufficiency for the 21st Century,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
40,Silent But Deadly: More Homemade Silencers,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
41,Secrets of Meth Manufacture 8th,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
42,Production vs. Plunder,0.00170015,,,echo,JAmvyj8iBs,Information/eBooks,2014-08-09
43,Complete Book of Home Preserving,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
44,Mindfucking: A Critique of Mental Manipulation,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
45,10 Insider Secrets to a Winning Job Search,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
46,Bromocriptine: An Old Drug With New Uses,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
47,A Clockwork Orange,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
48,How to Dominate Women,0.00170015,,Internet,funnyreeferman,JAmvyj8iBs,Information/eBooks,2014-08-09
49,How To Talk So People Listen: The Real Key to Job Success,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
50,Encyclopedia of Ancient and Forbidden Secrets,0.00850079,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-09
51,Incendiaries Advanced improvised explosives,0.00850079,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-09
52,ESCAPE! - By Grandpa,0.02550239,,Internet,blackhand,JAmvyj8iBs,Information/eBooks,2014-08-09
53,"Zips, Pipes, And Pens: Arsenal Of Improvised Weapons",0.00850079,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-09
54,The World According to Monsanto,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
55,How to Counterfeit $100 USD bill Guide w/ Templates,0.02944676,,Internet,starlight,JAmvyj8iBs,Information/eBooks,2014-08-09
56,GANG INTELLIGENCE MANUAL,0.01190111,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-09
57,Asking the Right Questions: A Guide to Critical Thinking,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
58,God Wants You Dead,0.00170015,,,echo,JAmvyj8iBs,Information/eBooks,2014-08-09
59,How the Underground Economy Works,0.01190111,,,fake,JAmvyj8iBs,Information/eBooks,2014-08-09
60,Edible And Poisonous Mushrooms Of The World,0.00168315,,Internet,captainkirk,JAmvyj8iBs,Information/eBooks,2014-08-09
61,50 Counterfeit $20,0.46625184,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-08-09
62,50€uro CouterFeitsStock of 25 Notes,1.11900442,,EU,AmicoFriz,jVzNrGRBi0,Counterfeits/Money,2014-08-09
63,5 Counterfeit $20,0.04916837,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-08-09
64,12 Counterfeit $20USD bills worth $240. Free international shipping. FE REQUIRED,0.11698682,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-08-09
65,100 Counterfeit $20,0.84603516,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-08-09
66,1 Ounce Fine Gold Counterfeit Bar,0.50863837,,USA,zunidog,jVzNrGRBi0,Counterfeits/Money,2014-08-09
67,20€uro CouterFeits Note Express Delivery 30Notes,0.55950221,,EU,AmicoFriz,jVzNrGRBi0,Counterfeits/Money,2014-08-09
68,WellsFargo Bank Account,0.11868228,,Internet,HellMaker,jVzNrGRBi0,Counterfeits/Money,2014-08-09
69,PART 2/2 Anon AUS/AUD bank account + debit card + phone,1.35636900,,Australia,RagnarLodbrok,jVzNrGRBi0,Counterfeits/Money,2014-08-09
70,50€uro CouterFeits 15 Note,0.71209372,,EU,AmicoFriz,jVzNrGRBi0,Counterfeits/Money,2014-08-09
71,[1¢] Counterfeiting Tutorial + High Quality Templates,0.00000010,,,norman,jVzNrGRBi0,Counterfeits/Money,2014-08-09
72,US BoA Credit Card with $1k+ guaranteed credit available on it,0.42386531,,rland,HellMaker,jVzNrGRBi0,Counterfeits/Money,2014-08-09
73,Counterfeit Guide & HD Templates for $20 USD,0.03499000,,,space100...,jVzNrGRBi0,Counterfeits/Money,2014-08-09
74,Sample Pack (2x $20),0.02543191,,USA,fakeasanything,jVzNrGRBi0,Counterfeits/Money,2014-08-09
75,Custom HQ Passport Scan,0.14920059,,Internet,starlight,jVzNrGRBi0,Counterfeits/Money,2014-08-09
76,"5 Counterfeit $20USD bills worth $100. Free international shipping. FE REQUIRED,",0.04916837,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-08-09
77,Counterfeit $20 Bills ($5 per bill),0.03390922,,USA,Black_Label,jVzNrGRBi0,Counterfeits/Money,2014-08-09
78,Fake Money,0.08475610,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-08-09
79,$100 Traveler Checks x3,0.08475610,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-08-09
80,1893-S Morgan Dollar AU50 (Counterfeit),1.28846577,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-08-09
81,1 Troy Ounce Counterfeit Gold,0.16946135,,USA,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-08-09
82,Editable Assayers Certificate,0.08477306,,rland,ToddtheGuy,jVzNrGRBi0,Counterfeits/Money,2014-08-09
83,Counterfeit $20 USA currency. $800 worth. 40 UNCUT bills.,0.32213763,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-08-09
84,stryk hotel booking,2.82802936,,,livinglarge,jVzNrGRBi0,Counterfeits/Money,2014-08-09
85,"Counterfeit $20 USA currency. $200 worth. 10 pre cut bills, Free shipping.",0.09748902,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-08-09
86,"Counterfeit $20 USA currency. $100 worth. 5 pre cut bills, Free shipping.",0.04916837,,USA,Doritos,jVzNrGRBi0,Counterfeits/Money,2014-08-09
87,50x20 euro bills,0.64427527,,EU,Dutched,jVzNrGRBi0,Counterfeits/Money,2014-08-09
88,50x50 euro bills,1.35636900,,EU,Dutched,jVzNrGRBi0,Counterfeits/Money,2014-08-09
89,100x20 euro bills,1.18682287,,EU,Dutched,jVzNrGRBi0,Counterfeits/Money,2014-08-09
90,***Counterfeit US $20 Bank Note***,0.05934114,,USA,BenjaminButton,jVzNrGRBi0,Counterfeits/Money,2014-08-09
91,Australia  VIC Boat Operator Licence,0.42501827,,,Mike,cM5k9R62Ni,Forgeries/Physical documents,2014-08-09
92,Singapore Drivers Licence,0.42501827,,World,Mike,cM5k9R62Ni,Forgeries/Physical documents,2014-08-09
93,Australia NSW Mobility Parking Scheme,0.42501827,,,Mike,cM5k9R62Ni,Forgeries/Physical documents,2014-08-09
94,Singapore National ID Card,0.42501827,,World,Mike,cM5k9R62Ni,Forgeries/Physical documents,2014-08-09
95,French Drivers Licence,0.52702266,,World,Mike,cM5k9R62Ni,Forgeries/Physical documents,2014-08-09
