,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,10 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.07610929,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
1,10 regular seeds - Skunk Kush - pain relief,0.07610929,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
2,Taiga x 3 seeds - Autoflowering and Feminized seeds.,0.08879417,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
3,CBD Yummy - 15 Seeds Feminized,0.43590329,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
4,12 x Lemon Skunk indoor seeds (F2),0.05581348,,Germany,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
5,100 seeds ten varieties,0.71035340,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
6,Big Buddha Cheese - 15 Seeds Feminized,0.48202552,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
7,100 Mixed Cannabis Seeds - Only $49,0.12431184,,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
8,CBD Skunk Haze - 15 Seeds Feminized,0.43590329,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
9,10 regular seeds Northern Kush: Northern Lights crossed with Hindu Kush,0.07610929,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
10,Casey Jones - 15 Seeds Feminized,0.36532460,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
11,10 regular seeds Hindu Kush - land race from the Hindu Kush mountains,0.07610929,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
12,Pakistan Ryder x 3 seeds - Autoflowering and Feminized seeds,0.07610929,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
13,CBD Nordle - 15 Seeds Feminized,0.43590329,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
14,5x Hollands Hope Fem,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
15,x 3 Aghan Kush Ryder - Autoflowering and Feminized seeds,0.08625719,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
16,10x Henkes vs Dane,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
17,Polar Light x 7 seeds -  Autoflowering and Feminized seeds.,0.17758835,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
18,Exodus Kush - 18 Seeds Feminized,0.60887434,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
19,Straw Sour Diesel - 15 Seeds Feminized,0.36532460,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
20,Purple Haze - 15 Seeds Feminized,0.57769490,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
21,8 Ball Kush - 15 Seeds Feminized,0.38054646,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
22,Acapulco Gold - 15 Seeds Feminized,0.42621204,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
23,10x Royal Dane,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-19
