,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,Pt.1 Glock 22 40 Caliber New condition w/2 Mags,1.32802124,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-01
1,Pt.2 Glock 22 40 cal New Condition w/ 2,1.32802124,USA,Worldwide,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-01
2,Pt2 Walther P22  New condition w/2 Mags Limited Edition,1.32802124,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-01
3,Pt.2 40 Cal Taurus Millineum w/2 Mags,1.19521912,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-01
4,Pt.1 40 Cal Taurus Millineum New Condition w/2 Mags,1.19521912,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-01
5,pt1 22LR Walther P22 New condition w/2 Mags Limited Edition,1.32802124,USA,WorldWide,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-01
6,Pt.1 9mm Glock 19 New Condition w/2 Mags,1.59362549,USA,Worldwide,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-01
7,Pt.2 9mm Glock 19 New Condition w/2 Mags,1.59362549,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-01
8,Pt.2 Glock 17 9mm New Condition w/2 Mags,1.59362549,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-01
9,Pt.1 Glock 17 9mm New Condition w/2 Mags,1.59362549,USA,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-01
10,How to disappear in America without a trace - 96 pages,0.01196872,rland,,realfake,JAmvyj8iBs,Information/eBooks,2014-01-01
11,When a Man Makes Love to a Woman,0.00199478,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-01-01
12,Acid Dreams: The Complete Social History of LSD,0.00199478,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-01-01
13,CRIMINAL PSYCHOLOGY,0.00132985,rland,,realfake,JAmvyj8iBs,Information/eBooks,2014-01-01
14,Psilocybin: Magic Mushroom Grower's Guide: A Handbook for Psilocybin Enthusiasts,0.00199478,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-01-01
15,Ketamine: Dreams and Realities,0.00199478,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-01-01
16,the good in bed guide to orally pleasuring a woman,0.00199478,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-01-01
17,"HACKING EXPOSED WEB APPLICATIONS, 3rd Edition",0.00199478,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-01-01
18,A list of all hidden marketplaces  with Invite Code + Anonymous Guide,0.02659715,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-01-01
19,Hallucinogens and Shamanism,0.00199478,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-01-01
20,Arsenal of Improofed Weapons,0.01196872,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-01-01
21,The Art of Deception: Controlling the Human Element of Security,0.00199478,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-01-01
22,Where God and Science Meet - Volums 1-3,0.00664928,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-01-01
23,Ecstasy : The Complete Guide : A Comprehensive Look at the Risks and Benefits of MDMA,0.00199478,Internet,,blackhand,JAmvyj8iBs,Information/eBooks,2014-01-01
