,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,50 Mixed Cannabis Seeds - Only $49,0.22477064,,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
1,10 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.09174311,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
2,100 seeds ten varieties,0.87155963,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
3,EASY BUD (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.20082568,,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
4,✌ Nirvana Seeds AK48 ♀♂ Mixed (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.09174311,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
5,10 A-Train Cannabis seeds (Not feminized),0.26605504,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
6,Buddha Haze - 15 Seeds Feminized,0.75949541,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
7,Acapulco Gold - 15 Seeds Feminized,0.77064220,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
8,Kuchi - 15 Seeds Feminized,0.66720183,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
9,CBD Nordle - 15 Seeds Feminized,0.78816513,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
10,Critical Kush - 15 Seeds Feminized,0.40825688,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
11,PURPLE PINECONE (SAGARMATHA SEEDS) FEMINIZED x 5 seeds,0.25064220,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
12,11 Biddy Early Cannabis seeds (Not feminized),0.15137614,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
13,CBD Yummy - 15 Seeds Feminized,0.78816513,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
14,10 Dutchmen's Royal Orange Cannabis seeds (Not feminized),0.12844036,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
15,WHITE WIDOW FEMINIZED x 3 seeds,0.10573394,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
16,SPECIAL KUSH 1 (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.06646788,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
17,Qty#100 - Green House Seeds Auto Northern Lights,2.54587155,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
18,Purple Haze - 15 Seeds Feminized,1.04454128,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
19,Crimea Blue - 15 Seeds Feminized,0.55045871,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
20,10 Mendocino Madness Cannabis seeds (Not feminized),0.15137614,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
21,High CBD Seeds (5 pk),0.45871559,,USA,HerbalHealer,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
22,50 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.36697247,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
23,5 regular seeds - Skunk Kush - pain relief,0.11467889,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
24,Big Buddha Cheese - 15 Seeds Feminized,0.87155963,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
25,Custom for mony burns,0.91743119,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
26,+ BLUE DREAM SEEDS +,0.13761467,,USA,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
27,5 Wreckage Cannabis seeds (Not feminized),0.11467889,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
28,10 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.09174311,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
29,Amnesia Lemon - 15 Seeds Feminized,0.80275229,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
30,100 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.68807339,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
31,CBD Shark - 15 Seeds Feminized,0.78816513,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
32,Casey Jones - 15 Seeds Feminized,0.66055045,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-23
