,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,Purple Haze #1 - 15 Seeds Feminized,0.57267724,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
1,100 seeds ten varieties,0.82403837,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
2,Chernobyl X Da Purps regular seeds,0.14714971,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
3,Brainstorm - 15 Seeds Feminized,0.45616410,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
4,Auto Seeds Auto Pounder 5 Seed Pack,0.20306659,,USA,fastseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
5,Critical Kush - 15 Seeds Feminized,0.26192648,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
6,Holy Grail Kush - 18 Seeds Feminized,0.70631860,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
7,Casey Jones - 15 Seeds Feminized,0.42379116,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
8,10 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.07357485,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
9,CBD Nordle - 15 Seeds Feminized,0.50566526,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
10,5 regular seeds - Widow Lights - White Widow X Northern Lights,0.05885988,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
11,Qty#050 - Green House Seeds Auto Northern Lights,0.88289826,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
12,CANNABIS SEED - CHEM DAWG,0.02940051,,USA,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
13,CBD Critical Mass - 15 Seeds Feminized,0.50566526,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
14,5 x Auto Seeds Fast Growing Ready In 3 Months (Lowryder2 + Hindu Kush Mix),0.08828982,,EU,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
15,50 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.35315930,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
16,CBD Yummy - 15 Seeds Feminized,0.50566526,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
17,10 regular seeds Northern Kush: Northern Lights crossed with Hindu Kush,0.08828982,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
18,10 regular seeds: Liberty Kush: Liberty Haze crossed with Hindu Kush,0.08828982,,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
19,Exodus Kush - 18 Seeds Feminized,0.70631860,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-01
