,name,price(BTC),from,to,vendor,cat_hash,cat,date
0,Buddha Tahoe - 15 Seeds Feminized,0.51805381,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
1,11 Kali Mist Cannabis seeds ( Not feminized),0.17209011,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
2,11 Warlock Cannabis seeds (Not feminized),0.15644555,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
3,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 10 seeds,0.20337922,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
4,Cannabis ruderalis seeds (10 seeds).,0.06257822,,World,toysoldiers,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
5,✌ Nirvana Seeds AK48 ♀♂ Mixed (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.06257822,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
6,10 Skunk XXX Cannabis seeds (Not feminized),0.07822277,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
7,✌ Nirvana Seeds White Widow ♀♂ Mixed (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.06257822,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
8,Buddha Haze - 15 Seeds Feminized,0.51805381,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
9,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.08964330,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
10,CLASSIC SKUNK (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.09070713,,EU,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
11,Qty#100 - Green House Seeds Auto Northern Lights,1.73654568,,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
12,10 Kushage Cannabis seeds (Not feminized),0.18147684,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
13,Skywalker - 15 Seeds Feminized,0.70400500,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
14,5 Random WEED Seeds,0.02190237,,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
15,10 Lambo Cannabis seeds (Not feminized),0.20963704,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
16,5x Hollands Hope Fem,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
17,+ BLUE DREAM SEEDS +,0.09386733,,USA,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
18,10 Taste Bud Cannabis seeds (Not feminized),0.13454317,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
19,8 Ball Kush - 15 Seeds Feminized,0.46933667,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
20,10 Burmese Kush Cannabis seeds (Not feminized),0.18147684,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
21,Chernobyl X Da Purps regular seeds,0.15644555,,USA,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
22,10 PG-13 Cannabis seeds (Not feminized),0.12515644,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
23,✌ Nirvana Aurora Indica♀♂ Mixed  (10 seeds)   US DOMESTIC *NO CUSTOMS WORRY*,0.06257822,,USA,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
24,10x Royal Dane,0.05000000,,Netherlands,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
25,11 Biddy Early Cannabis seeds (Not feminized),0.10325406,,UK,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
26,Straw Sour Diesel - 15 Seeds Feminized,0.45056320,,UK,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-18
