,vendor,date_min,date_max, date_evo_min, date_evo_max,exact_Evo,exact_SR,exact_c9,hamming_SR,hamming_evo,hamming_c9,three_mkt,h_three_mkt,two_mkt,h_two_mkt,all_mkt,h_all_mkt,ag_and_dead_market,ag_and_evo_market,h_ag_only
2720,usadderall1,2015-06-13,2015-06-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2721,cheapest_motherfucker,2015-06-11,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2722,projecthustle,2015-07-04,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2723,gilfoyle,2015-06-22,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2724,samspadeagora,2015-03-22,2015-06-22,,,,,,0,0,0,,0,,0,,0,0,0,1
2725,givemesleep,2015-06-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2726,ak47seeds,2015-01-09,2015-02-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2727,engelbert,2014-07-18,2014-10-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2728,italianconnection,2014-09-20,2014-10-14,,,,,,0,0,0,,0,,0,,0,0,0,1
2729,valleybb,2014-05-16,2014-09-29, 2014-06-24, 2014-09-25,1.0,,,0,1,0,,0,,1,,0,0,1,0
2730,crossfire,2014-06-19,2014-09-29,,,,,,0,0,0,,0,,0,,0,0,0,1
2731,xredbullx,2014-04-21,2014-08-14, 2014-07-30, 2014-08-20,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
2732,drchemist2,2014-09-26,2014-10-09,,,,,,0,0,0,,0,,0,,0,0,0,1
2733,fluffypanda,2014-02-28,2014-04-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2734,g_o_d,2014-04-24,2014-07-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2735,maverickdude,2015-06-22,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2736,feelgood_spain,2015-04-03,2015-04-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2737,thcangel,2015-04-13,2015-04-14, 2015-03-26, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2738,iddude,2015-02-26,2015-03-22,,,,,,0,0,0,,0,,0,,0,0,0,1
2739,youonpills,2014-11-08,2015-03-13, 2014-11-08, 2014-12-13,1.0,,,0,1,0,,0,,1,,0,0,1,0
2740,princeofpills,2014-11-08,2014-11-14,,,,,,0,0,0,,0,,0,,0,0,0,1
2741,btclotto,2014-11-19,2014-11-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2742,connoisseurquality,2014-10-17,2014-11-13,,,,,,0,0,0,,0,,0,,0,0,0,1
2743,jgp100000077,2014-07-18,2014-07-26, 2014-07-02, 2014-07-28,1.0,,,0,1,0,,0,,1,,0,0,1,0
2744,ganjafarma,2014-08-30,2014-09-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2745,wietkoning,2014-05-03,2014-05-16,,,,,,0,0,0,,0,,0,,0,0,0,1
2746,breakingravesfave,2014-04-06,2014-08-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2747,coffeeshop,2014-06-01,2014-07-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2748,theweedguru,2014-02-23,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2749,blamecanada,2015-06-07,2015-06-20,,,,,,0,0,0,,0,,0,,0,0,0,1
2750,sosacafe,2015-06-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2751,ioracle,2015-07-04,2015-07-07,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2752,strattonxanax,2015-04-03,2015-04-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2753,squarepeg,2014-11-01,2014-11-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2754,discountdrugs4u,2015-01-16,2015-01-16,,,,,,0,0,0,,0,,0,,0,0,0,1
2755,citizon_1,2014-08-27,2014-09-22,,,,,,0,0,0,,0,,0,,0,0,0,1
2756,greenmustang,2015-01-02,2015-01-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2757,theonlysource,2014-07-21,2014-09-22, 2014-08-29, 2014-10-18,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2758,steroidshoppen,2014-04-24,2014-06-19,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2759,hustledaily,2014-04-21,2014-08-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2760,mmjsb420,2014-06-01,2014-06-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2761,kino,2015-05-11,2015-05-17,,,,,,0,0,0,,0,,0,,0,0,0,1
2762,aussielife,2015-05-21,2015-06-04,,,,,,0,0,0,,0,,0,,0,0,0,1
2763,mega_pharma,2014-01-01,2014-06-22, 2014-06-09, 2014-07-12,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2764,r.i.p.,2014-04-06,2014-07-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2765,baidu,2015-06-20,2015-07-04,,,,,,0,0,0,,0,,0,,0,0,0,1
2766,the_goodfellas,2015-06-28,2015-07-04,,,,,,0,0,0,,0,,0,,0,0,0,1
2767,jeremyclarkson!,2015-04-09,2015-04-14,,,,,,0,0,0,,0,,0,,0,0,0,1
2768,collectionconnection,2015-04-09,2015-05-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2769,codex,2014-11-11,2014-12-10,,,,,,0,1,0,,0,,1,,0,0,1,0
2770,phoebes-touch,2014-11-01,2014-11-19, 2014-09-28, 2014-11-27,1.0,,,0,1,0,,0,,1,,0,0,1,0
2771,friendlyneighborhoodpharmacist,2014-10-04,2014-10-29,,,,,,0,0,0,,0,,0,,0,0,0,1
2772,randy,2014-04-24,2014-06-19,,,,,,0,1,0,,0,,1,,0,0,1,0
2773,fungusprincesss,2014-05-16,2014-06-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2774,xanford.republic,2014-06-11,2014-08-27,,,,,,0,0,0,,0,,0,,0,0,0,1
2775,narcoticsalesaustralia,2014-01-16,2014-11-13,,,,,,0,0,0,,0,,0,,0,0,0,1
2776,jsmithers,2014-03-03,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2777,hmdd,2014-02-23,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2778,counterfeit_king,2014-06-16,2014-07-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2779,geoffreygiraffe,2014-03-18,2014-10-22, 2014-07-14, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2780,iamhustle00,2014-04-26,2014-05-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2781,baroso,2014-07-05,2014-08-27,,,,,,0,0,0,,0,,0,,0,0,0,1
2782,precursor-sultan,2015-06-15,2015-07-01, 2014-09-10, 2015-03-26,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2783,liberiangirl,2015-06-11,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2784,stoertebaker,2014-08-03,2014-09-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2785,bakery1245,2014-10-14,2014-10-22,,,,,,0,0,0,,0,,0,,0,0,0,1
2786,conyaso,2014-08-27,2014-11-03, 2014-06-09, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2787,cashexchangedepot,2014-04-21,2014-06-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2788,focusyn_dealer,2014-05-03,2014-06-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2789,passagesmalibu,2014-02-18,2014-02-23,,,,,,0,0,0,,0,,0,,0,0,0,1
2790,weeeeeed,2015-06-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2791,bitatm,2015-06-26,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2792,trustnstealthy,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2793,expressities,2015-06-26,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2794,lilylotusuk,2015-04-27,2015-07-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2795,lord-of-the-weed,2015-06-20,2015-06-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2796,the.plug,2015-03-22,2015-03-27,,,,,,0,1,0,,0,,1,,0,0,1,0
2797,raisingthebar,2014-10-27,2014-12-23, 2014-10-29, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2798,five_star,2014-09-26,2014-10-25,,,,,,0,0,0,,0,,0,,0,0,0,1
2799,mrandmrssmith,2014-05-24,2014-08-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2800,whiteowl,2014-07-18,2014-08-27, 2014-06-23, 2014-09-03,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2801,a1fbg,2014-03-06,2014-07-21, 2014-07-11, 2014-07-28,1.0,,,0,1,0,,0,,1,,0,0,1,0
2802,boracicsource,2015-01-28,2015-01-29,,,,,,0,0,0,,0,,0,,0,0,0,1
2803,zeus,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2804,strat0sph3r366,2014-09-05,2014-09-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2805,doctormischief,2014-03-03,2014-05-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2806,brucewaynescat11,2014-02-15,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2807,dampkringamsterdam,2014-02-23,2014-03-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2808,godzilla000,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2809,sanosan,2014-01-16,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2810,citizen5,2015-04-03,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2811,uk-kemicals,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2812,nursejackie,2015-04-10,2015-05-21,,,,,,0,0,0,,0,,0,,0,0,0,1
2813,burnbabyburn,2015-03-03,2015-03-29,,,,,,0,0,0,,0,,0,,0,0,0,1
2814,amsterdamliquidxno1,2015-06-07,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2815,plugsister,2015-04-09,2015-06-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2816,newyorkchen,2015-05-11,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2817,honestchronic,2015-04-09,2015-05-13,,,,,,0,0,0,,0,,0,,0,0,0,1
2818,docemmett,2014-05-24,2014-06-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2819,amsterdam,2014-04-06,2014-07-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2820,eastcoastcollective,2014-04-06,2014-04-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2821,takeshi,2014-05-24,2014-06-11,,,,,,0,0,0,,0,,0,,0,0,0,1
2822,clandestine_pharmaceutics,2015-06-30,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2823,yourhealthychoice,2015-06-15,2015-07-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2824,czechairlines,2015-05-21,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2825,wellnesscenter,2015-03-27,2015-04-09,,,,,,0,0,0,,0,,0,,0,0,0,1
2826,dr.ganji,2014-02-28,2014-04-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2827,theweedwharehouse,2014-02-23,2014-03-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2828,glockboyz,2014-09-26,2014-10-12,,,,,,0,0,0,,0,,0,,0,0,0,1
2829,medforthepeople,2015-06-07,2015-07-07, 2014-12-13, 2015-01-06,1.0,,,0,1,0,,0,,1,,0,0,1,0
2830,qantas,2015-07-04,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2831,sleeper77,2015-06-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2832,esthetic,2015-04-10,2015-04-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2833,420greenlife,2015-04-23,2015-05-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2834,uk-counterfeiter,2015-06-12,2015-06-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2835,dexterz-lab,2015-05-04,2015-05-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2836,troy_industry,2015-01-24,2015-02-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2837,masterkushbob,2015-01-26,2015-03-25,,,,,,0,0,0,,0,,0,,0,0,0,1
2838,kilo17,2014-10-25,2014-10-29,,,,,,0,0,0,,0,,0,,0,0,0,1
2839,snow_white,2014-08-03,2014-08-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2840,norcoking776,2015-01-07,2015-01-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2841,mr.pillen,2014-05-06,2014-06-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2842,pharmak1ng,2015-02-16,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2843,edruga,2015-06-01,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2844,ausimports,2015-01-15,2015-01-24,,,,,,0,1,0,,0,,1,,0,0,1,0
2845,theshadowman,2014-05-03,2014-08-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2846,fraudguy,2014-02-02,2014-05-06,,,,,,0,0,1,,0,,1,,0,1,0,0
2847,darry,2014-02-28,2014-04-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2848,charlie-molly,2014-02-23,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2849,andydufresne,2014-01-16,2014-02-28,,,,,,0,0,0,,0,,0,,0,0,0,1
2850,octogram,2014-02-28,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2851,junkie_jesus,2015-06-26,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2852,benzoblotters,2015-06-26,2015-07-07, 2014-12-21, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2853,toyotateam,2015-06-28,2015-07-07,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2854,newkleer,2014-12-17,2015-06-20, 2014-12-21, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2855,matze,2014-07-18,2014-07-18,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
2856,thedarkcircle,2015-01-02,2015-01-08,,,,,,0,0,0,,0,,0,,0,0,0,1
2857,0.19118660,ImportDirect,ImportDirect,,,,,,0,0,0,,0,,0,,0,0,0,1
2858,sweettooth,2014-01-26,2014-04-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2859,skrawal,2014-01-09,2014-02-02,,,,,,0,0,0,,0,,0,,0,0,0,1
2860,germangbl,2015-07-07,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2861,consistency,2015-04-10,2015-06-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2862,themdmatrix,2015-04-25,2015-05-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2863,neighborjohn,2015-01-07,2015-02-17,,,,,,0,0,0,,0,,0,,0,0,0,1
2864,lexisadie,2015-01-04,2015-02-05, 2015-01-03, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2865,kingsaosin,2014-07-29,2014-08-14,,,,,,0,0,0,,0,,0,,0,0,0,1
2866,scidmtsr,2014-02-23,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2867,thedopespot,2014-02-10,2014-03-01,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
2868,thewhiterabit2,2015-06-30,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2869,fulladder,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2870,operator_1,2015-04-03,2015-05-15, 2014-12-13, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2871,chopperread,2015-06-13,2015-06-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2872,naturaldrug,2015-03-22,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2873,duck_royale,2015-06-11,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2874,president_business,2015-06-01,2015-06-28,,,,,,0,0,0,,0,,0,,0,0,0,1
2875,top_vendor1,2014-08-18,2014-11-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2876,uk,Pz5LeFySK1,Pz5LeFySK1,,,,,,1,0,0,,0,,1,,0,1,0,0
2877,dx1,2014-02-28,2014-07-21,,,,,,0,0,0,,0,,0,,0,0,0,1
2878,emerald_organics,2014-05-03,2014-05-24, 2014-06-09, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2879,taobaoteam,2014-04-24,2014-07-26, 2014-06-09, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
2880,tram411,2015-04-12,2015-04-12,,,,,,0,0,0,,0,,0,,0,0,0,1
2881,hamermike,2015-06-15,2015-06-20,,,,,,0,0,0,,0,,0,,0,0,0,1
2882,flyingdutchmann,2015-06-15,2015-07-07, 2014-12-23, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2883,ayersrock,2015-02-11,2015-02-16,,,,,,0,0,0,,0,,0,,0,0,0,1
2884,eastcoasth,2014-10-25,2015-01-21,,,,,,0,0,0,,0,,0,,0,0,0,1
2885,aus_meth_king,2014-06-01,2014-06-19,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2886,shadown1,2014-01-09,2014-02-18,,,,,,0,0,0,,0,,0,,0,0,0,1
2887,quickpharm,2015-07-04,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2888,canna-juice,2015-06-26,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2889,theneworders,2015-05-29,2015-06-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2890,shopkeep,2015-04-30,2015-05-04,,,,,,0,0,0,,0,,0,,0,0,0,1
2891,kalou974,2015-05-29,2015-05-31,,,,,,0,0,0,,0,,0,,0,0,0,1
2892,xtcpassion,2014-05-03,2014-07-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2893,revivalry,2014-02-23,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2894,secretsquirrel2,2014-08-20,2014-09-15,,,,1.0,1.0,1,1,1,,1,,1,,1,0,1,0
2895,drmda,2014-02-23,2014-04-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2896,holierthanthou,2014-03-06,2014-03-18,,,,,,0,0,0,,0,,0,,0,0,0,1
2897,high-times,2015-02-16,2015-03-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2898,mdmates,2015-02-02,2015-02-24,,,,,,1,0,0,,0,,1,,0,1,0,0
2899,sexyladyjane,2014-11-13,2014-12-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2900,happyclouds,2015-04-10,2015-05-21, 2015-03-03, 2015-03-22,1.0,,,0,1,0,,0,,1,,0,0,1,0
2901,buds_buds,2014-07-18,2014-09-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2902,dmtree,2014-04-06,2014-05-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2903,pizza!!!,2014-04-24,2014-04-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2904,agsalesuk,2014-02-02,2014-02-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2905,mr.everything,2015-06-20,2015-06-20,,,,,,0,0,0,,0,,0,,0,0,0,1
2906,discountedelectronics,2015-04-03,2015-04-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2907,cornerman,2015-03-03,2015-03-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2908,bulkbarn,2015-01-24,2015-02-02, 2015-02-21, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2909,purinadogfoodco.,2014-12-06,2015-01-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2910,hydroman,2014-07-21,2014-09-15, 2014-07-05, 2014-09-03,1.0,,,0,1,0,,0,,1,,0,0,1,0
2911,musclerx,2014-02-23,2014-09-20,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2912,mmjconnection,2014-05-24,2014-05-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2913,eurobrutha,2014-07-18,2014-08-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2914,xanaxpharm,2015-05-29,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2915,dr._faded,2015-02-02,2015-03-25,,,,,,0,0,0,,0,,0,,0,0,0,1
2916,trust-in-us,2015-02-02,2015-06-13, 2014-11-07, 2014-11-29,1.0,,,0,1,0,,0,,1,,0,0,1,0
2917,protection,2015-01-24,2015-01-29,,,,,,0,0,0,,0,,0,,0,0,0,1
2918,thatweedguy,2014-12-20,2015-01-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2919,fincen,2014-03-03,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2920,fantasypharmacy,2014-02-23,2014-04-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2921,sugarwand,2014-02-02,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2922,cocainecastle,2015-06-11,2015-06-20,,,,,,0,0,0,,0,,0,,0,0,0,1
2923,bestinaus,2015-04-13,2015-04-27,,,,,,0,0,0,,0,,0,,0,0,0,1
2924,darknetdelboy,2014-07-18,2014-08-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2925,tabarnak,2014-06-01,2014-06-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2926,pharmacypowder,2014-02-28,2014-04-06,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2927,theamericanoutfit,2015-06-26,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2928,londoncity,2015-04-12,2015-05-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2929,businessnobs,2015-03-27,2015-04-23,,,,,,0,0,0,,0,,0,,0,0,0,1
2930,themadshatter,2015-06-02,2015-06-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2931,pinacle,2014-05-06,2015-01-16,,,,,,0,0,0,,0,,0,,0,0,0,1
2932,cvspharmacy,2014-06-16,2014-09-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2933,vashti,2014-04-06,2014-05-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2934,thedesertgem,2015-02-24,2015-02-28,,,,,,0,0,0,,0,,0,,0,0,0,1
2935,mister-mittens,2014-08-30,2014-11-03,,,,,,0,1,0,,0,,1,,0,0,1,0
2936,losagricultores,2014-09-26,2014-10-17,,,,,,0,0,0,,0,,0,,0,0,0,1
2937,emilyb,2014-06-19,2014-06-19,,,,,,0,1,0,,0,,1,,0,0,1,0
2938,budlife,2014-02-23,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2939,undergroundchem,2014-02-23,2014-05-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2940,torcollective,2015-03-25,2015-06-26, 2014-12-04, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2941,aussieimportpills,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2942,doctor_xtc,2015-07-04,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2943,letsbreakbread,2015-06-30,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2944,the-green-robots,2015-03-10,2015-06-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2945,privatehighclub,2015-05-05,2015-05-13,,,,,,0,0,0,,0,,0,,0,0,0,1
2946,musketeersin85,2014-07-29,2014-09-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2947,jardines,2014-07-18,2014-08-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2948,jack_frost,2014-04-06,2014-06-03,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2949,mhahollifield,2014-05-10,2014-05-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2950,vendor1,2014-01-01,2014-01-01,,,,,,1,1,1,,1,,1,,1,0,1,0
2951,cooksfinest,2015-06-15,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2952,clonegarden,2015-03-07,2015-03-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2953,thejteam,2014-11-11,2014-11-18,,,,,,0,0,0,,0,,0,,0,0,0,1
2954,themollyman,2014-07-18,2014-08-14,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
2955,cola_corporation,2014-07-26,2014-10-09,,,,,,0,0,0,,0,,0,,0,0,0,1
2956,fentapharma,2015-06-01,2015-07-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2957,hella_dro710,2015-06-02,2015-06-11,,,,,,0,0,0,,0,,0,,0,0,0,1
2958,dankofamerica,2015-01-21,2015-03-27, 2015-02-21, 2015-03-12,1.0,,,0,1,0,,0,,1,,0,0,1,0
2959,-bigg-balls-,2014-09-20,2014-10-09, 2014-09-08, 2014-11-17,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
2960,skywalker20,2014-03-06,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2961,wwwdrugking,2014-02-23,2014-02-23,,,,,,0,0,0,,0,,0,,0,0,0,1
2962,santashardatwork,2014-02-24,2014-02-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2963,steveohjo,2014-01-26,2014-02-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2964,guyonthecorner,2015-07-01,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2965,xanaphone,2015-03-13,2015-03-13,,,,,,0,0,0,,0,,0,,0,0,0,1
2966,coloradosuppliers,2015-06-01,2015-06-04,,,,,,0,0,0,,0,,0,,0,0,0,1
2967,bestofcali,2015-06-28,2015-07-04,,,,,,0,0,0,,0,,0,,0,0,0,1
2968,acer007,2014-08-14,2014-12-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2969,anabolic,2014-07-18,2014-07-21,,,,,,0,0,0,,0,,0,,0,0,0,1
2970,cannabisrelief,2014-05-24,2014-08-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2971,frankmathews,2014-03-03,2014-03-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2972,xanaxking,2014-02-23,2014-02-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2973,urineluck,2015-01-26,2015-02-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2974,fentanyl,2014-09-05,2014-09-20,,,,,1.0,0,1,1,,1,,1,,0,0,1,0
2975,dickcheneyrx,2014-02-28,2014-06-22,,,,,,0,0,0,,0,,0,,0,0,0,1
2976,annachenwang,2015-06-01,2015-06-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2977,soap,2014-09-22,2014-09-29,,,,,,0,0,1,,0,,1,,0,1,0,0
2978,sexylexi,2014-06-11,2014-06-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2979,souqlord,2014-06-11,2014-06-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2980,soupnazi,2015-04-04,2015-04-20,,,,,,0,0,0,,0,,0,,0,0,0,1
2981,caligirlorganics,2015-02-17,2015-03-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2982,paypaltransfer,2015-06-22,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2983,hashishuk,2015-03-27,2015-04-09, 2014-09-03, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2984,thechemist,2014-03-06,2014-04-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2985,livelong,2014-02-24,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2986,thehamburgconnection,2014-01-26,2014-02-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2987,bc-exotic,2014-01-01,2014-01-26,,,,,,0,0,0,,0,,0,,0,0,0,1
