,name,price,from,to,vendor,cat_hash,cat,date
0,5 Warlock Cannabis seeds (Not feminized),0.10771915,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
1,+ BLUE DREAM SEEDS +,0.06463149,USA,,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
2,10 regular seeds Hindu's Shiva: Hindu Kush crossed with Shiva Skunk,0.08617532,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
3,5 MK-Ultra Cannabis seeds (Not feminized),0.16157873,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
4,5 Early Durban Cannabis seeds (Not feminized),0.05385957,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
5,10 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.08617532,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
6,50 x AMNESIA HAZE (BULK SEEDS),0.52696210,EU,Worldwide,Gobotal,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
7,15 Cheap WEED Seeds,0.02154383,Australia,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
8,12 x Lemon Skunk indoor seeds (F2),0.04739642,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
9,Big Buddha Cheese - 15 Seeds Feminized,0.35670120,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
10,5 PG-13 Cannabis seeds (Not feminized),0.08617532,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
11,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.05385957,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
12,5 Heavy Duty Fruity Cannabis seeds (Not feminized),0.12495421,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
13,5 Chronic Cannabis seeds ( Not feminized ),0.10771915,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
14,12 x k2 indoor seeds (F2),0.04524204,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
15,100x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.21285304,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
16,5 regular seeds - Widow Lights - White Widow X Northern Lights,0.06463149,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
17,50 x JACK HERER AUTOMATIC (BULK SEEDS),0.54419716,EU,Worldwide,Gobotal,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
18,5 Milk Cannabis seeds (Not feminized),0.09263847,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
19,Bubble Cheese - 15 Seeds Feminized,0.35670120,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
20,Buddha Tahoe - 15 Seeds Feminized,0.35670120,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
21,"♔ 1,000 Opium Poppy Seeds - (Papaver Somniferum) ♔",0.21543830,USA,Worldwide,namedeclined,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
22,♔ 100 Opium Poppy Seeds - (Papaver Somniferum) ♔,0.05385957,USA,Worldwide,namedeclined,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
23,10 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.08617532,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
24,Crimea Blue - 15 Seeds Feminized,0.25852597,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
25,5 Fuma con Dios Cannabis seeds (Not feminized),0.06032272,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
26,10 regular seeds Northern Kush: Northern Lights crossed with Hindu Kush,0.08617532,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
27,5 The Hog Cannabis seeds (Not feminized),0.16157873,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
28,20x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.07538186,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
29,5 Skunk XXX Cannabis seeds (Not feminized),0.05385957,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-20
30,eBay Method - 100% Working - NEW - Make Money From eBay FAST!,0.04126604,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-20
31,Amphetamine synthesis from bitter almond oil,0.03094953,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-20
32,Arsenal of Improofed Weapons,0.00825320,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-20
33,1 STEALTH PAYPAL ACCOUNT CREATION GUIDE AND HOW TO WITHDRAW,0.02063302,,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-20
34,Amphetamine sulphate easy to cook with OTC (Over the Counter Products) in German,0.03094953,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-20
35,"Buy Bitcoins With Paypal, Paysafe, Credit- Debit C",0.04126604,rland,worldwide,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-08-20
