,name,price,from,to,vendor,cat_hash,cat,date
0,Amnesia Lemon - 15 Seeds Feminized,0.47695620,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
1,CBD Yummy - 15 Seeds Feminized,0.46828922,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
2,+ BLUE DREAM SEEDS +,0.08176392,USA,,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
3,10x Belladonna Quality Seeds by Paradise Seeds,0.06813660,Germany,Worldwide,Mandala,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
4,Straw Sour Diesel - 15 Seeds Feminized,0.39246681,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
5,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 5 seeds,0.07767572,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
6,Buddha Haze - 15 Seeds Feminized,0.45125507,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
7,10 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.05450928,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
8,Buddha Tahoe - 15 Seeds Feminized,0.45125507,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
9,CLASSIC SKUNK (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.05996020,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
10,10 regular seeds: Liberty Kush: Liberty Haze crossed with Hindu Kush,0.08176392,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
11,Holy Grail Kush - 18 Seeds Feminized,0.65411136,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
12,100 seeds ten varieties,0.51783816,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
13,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.05450928,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
14,Qty#001 - Green House Seeds Auto Northern Lights,0.02044098,USA,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
15,5 Autoflowering Cannabis Seeds Fast Growing Ready In 3 Months!,0.08176392,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
16,10 regular seeds Hindu Kush - land race from the Hindu Kush mountains,0.06813660,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
17,8 Ball Kush - 15 Seeds Feminized,0.40881960,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
18,Polar Light x 7 seeds -  Autoflowering and Feminized seeds.,0.19078248,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
19,Purple Haze - 15 Seeds Feminized,0.62061540,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
20,100 Mixed Cannabis Seeds - Only $49,0.13354773,USA,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
21,Critical Kush - 15 Seeds Feminized,0.24256629,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
22,Acapulco Gold - 15 Seeds Feminized,0.45787795,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
23,Exodus Kush - 18 Seeds Feminized,0.65411136,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
24,Qty#010 - Green House Seeds Auto Northern Lights,0.18396882,USA,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
25,Shaman - 15 Seeds Feminized,0.35431032,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
26,Shoreline - 15 Seeds Feminized,0.39246681,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
27,10 regular seeds Northern Kush: Northern Lights crossed with Hindu Kush,0.10901856,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
28,10 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.08176392,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
29,International Super Stealth,0.05450928,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-27
30,AMAZON HACKS - everthing 50 % off,1.00000000,,,profesorhouse,pbmKV0iowm,Weapons/Fireworks,2014-11-27
31,Flash Powder 20 Grams Vacuum Sealed With a 10 cm Fuse,0.07884934,Sweden,,sweshroom,pbmKV0iowm,Weapons/Fireworks,2014-11-27
32,Incredible Service - ANYTHING FROM AMAZON AT 50% (GET REFUNDED NOW ),1.00000000,,,profesorhouse,pbmKV0iowm,Weapons/Fireworks,2014-11-27
33,Delova Rana 75mm Containing 50 grams flashpowder,0.12779031,Sweden,,sweshroom,pbmKV0iowm,Weapons/Fireworks,2014-11-27
34,"Drawings(ONLY) - ""Sten MKII""",0.02718942,Australia,WorldwideonRequest,AUsTORe,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
35,Weapon Stealth and Express Shipping Fee.,0.81568286,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
36,Any Glock You Want FULL ESCROW,6.79735718,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
37,Juice Monkey,8.02088148,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
38,2 Glock 19's Full Escrow,11.96334865,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
39,JA 380 FULL ESCROW,5.43788575,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
40,Custom for Friendly,7.00000000,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
41,All Firearms - WANTED!!,0.00271894,Australia,,AUsTORe,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
42,Custom for AARONABE,4.62220288,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
43,custom for Snitchkiller,5.16055357,,,dosensuppe,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
44,JA 22 Full ESCROW,5.43788575,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
45,Any Pistol YOU WANT full Escrow,6.79735718,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
46,Jimenez 9MM FULL ESCROW,5.03004431,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
47,Custom for Janissary71,4.75815003,,,dosensuppe,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
48,Reducteur silenceur 22LR rimfire,0.31050000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
49,suppressor's bajonet adapter for .22 rimfire pistols.,0.29000000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
50,Tapco SKS Stock - Black,1.35947143,Canada,,SILENTSUPPLY,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
51,Glock 19,5.43788575,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
52,Custom for BB,1.35947143,World,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
53,custom flight booking,2.14796487,,,livinglarge,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
54,.22 Crosman,2.71894287,Australia,,Tranzcentral,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
55,Beretta Pietro Gardone Cal.22 Lr,5.16327251,Sweden,,sweshroom,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
56,Stron firecracker with 15 grams flashpowder,0.06525462,Sweden,,sweshroom,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
57,9mm conversion barrel for glock 27/33,0.73139563,Sweden,,sweshroom,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
58,Glock Magazine 10-round .45acp + 9mm,0.54378857,Canada,,SILENTSUPPLY,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
59,Tapco 20-round SKS Magazine - Black,0.54378857,Canada,,SILENTSUPPLY,RuXVKCci11,Weapons/Lethal firearms,2014-11-27
60,40 Sleep Hacks - The Geek's Guide to Optimizing Sleep,0.00269175,Internet,Everywhere,captainkirk,JAmvyj8iBs,Information/eBooks,2014-11-27
61,500+ Onion websites: Useful for Darknet newbies,0.02718942,rland,,dotz.vuss,JAmvyj8iBs,Information/eBooks,2014-11-27
62,The Unofficial MacGyver How-To Handbook,0.00269175,Internet,Everywhere,captainkirk,JAmvyj8iBs,Information/eBooks,2014-11-27
63,"Real Monsters, Gruesome Critters, and Beasts from the Darkside",0.00269175,Internet,Everywhere,captainkirk,JAmvyj8iBs,Information/eBooks,2014-11-27
64,Giant Collection of UFO eBooks,0.00269175,Internet,Everywhere,captainkirk,JAmvyj8iBs,Information/eBooks,2014-11-27
65,Almost FREE eBook - DMT The Spirit Molecule - Strassman,0.00081568,USA,Worldwide,optiman,JAmvyj8iBs,Information/eBooks,2014-11-27
66,Fearless Interviewing: How to Win the Job by Communicating with Confidence,0.00269175,Internet,Everywhere,captainkirk,JAmvyj8iBs,Information/eBooks,2014-11-27
67,21 Techniques Of Silent Killing,0.00269175,Internet,Everywhere,captainkirk,JAmvyj8iBs,Information/eBooks,2014-11-27
68,SMUGGLING CACHING - EBOOKS COLLECTION,0.02718942,,,fake,JAmvyj8iBs,Information/eBooks,2014-11-27
69,The Hacker's Underground Handbook,0.02718942,rland,,Aracay,JAmvyj8iBs,Information/eBooks,2014-11-27
70,A Guidebook To The Psilocybin Mushrooms Of Mexico,0.00269175,Internet,Everywhere,captainkirk,JAmvyj8iBs,Information/eBooks,2014-11-27
