,name,price,from,to,vendor,cat_hash,cat,date
0,Purple Haze #1 - 15 Seeds Feminized,0.57416423,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
1,Santa Sativa - 15 Seeds Feminized,0.30981676,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
2,10 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.07376589,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
3,10 The Hog Cannabis seeds (Not feminized),0.22129768,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
4,5 Electric Lemon G Cannabis seeds (Not feminized),0.10917352,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
5,Amnesia Lemon - 15 Seeds Feminized,0.51636127,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
6,10 Burmese Kush Cannabis seeds (Not feminized),0.17113687,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
7,CANNABIS SEED - MASTER KUSH REGUALAR,0.13569974,USA,USA,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
8,International Super Stealth,0.05901271,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
9,10 Heavy Duty Fruity Cannabis seeds (Not feminized),0.17113687,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
10,CBD Critical Mass - 15 Seeds Feminized,0.50697825,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
11,10 Mendocino Madness Cannabis seeds (Not feminized),0.09737098,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
12,10 regular seeds: Liberty Kush: Liberty Haze crossed with Hindu Kush,0.08851907,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
13,10 regular seeds Hindu Kush - land race from the Hindu Kush mountains,0.08851907,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
14,50x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.11507479,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
15,10 regular seeds Hindu's Shiva: Hindu Kush crossed with Shiva Skunk,0.08851907,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
16,10 Kushage Cannabis seeds (Not feminized),0.17113687,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
17,Auto Seeds Auto Pounder 5 Seed Pack,0.20359387,USA,,fastseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
18,3 x African free strain seeds,0.03835826,Netherlands,,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
19,10 PG-13 Cannabis seeds (Not feminized),0.11802543,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
20,Qty#050 - Green House Seeds Auto Northern Lights,0.88519075,USA,,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
21,10 Jamaican OG Cannabis seeds (Not feminized),0.17113687,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
22,CBD Shark - 15 Seeds Feminized,0.50697825,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
23,Purple Haze - 15 Seeds Feminized,0.67188929,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-06
