,name,price,from,to,vendor,cat_hash,cat,date
0,Exodus Kush - 18 Seeds Feminized,0.63071586,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
1,CBD Nordle - 15 Seeds Feminized,0.45153999,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
2,International Super Stealth,0.05255965,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
3,Autobluberry x 3 seeds - Autoflowering and Feminized seeds.,0.09197939,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
4,100 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.52559655,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
5,CANNABIS SEED - CHEM DAWG,0.02625354,USA,USA,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
6,3 x African free cannabis seeds,0.03416377,Netherlands,WorldwideexceptAustralia,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
7,Automazar x 7 seeds - Autoflowering and Feminized seeds.,0.19709870,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
8,CBD Yummy - 15 Seeds Feminized,0.45153999,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
9,Auto Lavender x 3 seeds -  Autoflowering and Feminized seeds.,0.10511931,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
10,Polar Light x 3 seeds -    Autoflowering and Feminized seeds.,0.09197939,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
11,Snowstorm x 3 seeds -   Autoflowering and Feminized seeds.,0.09197939,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
12,5x Hollands Hope Fem,0.05000000,Netherlands,,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
13,100 Mixed Cannabis Seeds - Only $49,0.12877115,USA,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-17
