,name,price,from,to,vendor,cat_hash,cat,date
0,"5 Auto Flowering Cannabis Seeds FASTEST Growing, Ready In Just 3 Months!",0.07672634,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
1,10 A-Train Cannabis seeds (Not feminized),0.14833759,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
2,CBD Yummy - 15 Seeds Feminized,0.43943734,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
3,5 Skunkage Cannabis seeds (Not feminized),0.04347826,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
4,10 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.05115089,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
5,Kuchi - 15 Seeds Feminized,0.37199488,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
6,10 Taste Bud Cannabis seeds (Not feminized),0.10997442,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
7,5 x Auto Seeds Fast Growing Ready In 3 Months (Lowryder2 + Hindu Kush Mix),0.07672634,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
8,10 regular seeds - Skunk Kush - pain relief,0.10230179,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
9,10 Dutchmen's Royal Orange Cannabis seeds (Not feminized),0.07161125,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
10,Straw Sour Diesel - 15 Seeds Feminized,0.36828644,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
11,Acapulco Gold - 15 Seeds Feminized,0.42966751,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
12,10 Burmese Kush Cannabis seeds (Not feminized),0.14833759,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
13,Critical Kush - 15 Seeds Feminized,0.22762148,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
14,11 Kali Mist Cannabis seeds ( Not feminized),0.14066496,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
15,5 Super Glue Cannabis seeds (Not feminized),0.05626598,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
16,Purple Haze - 15 Seeds Feminized,0.58237851,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
17,8 Ball Kush - 15 Seeds Feminized,0.38363171,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
18,Qty#050 - Green House Seeds Auto Northern Lights,0.76726342,USA,,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
19,50 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.30690537,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
20,10 Thai Tanic Cannabis seeds (Not feminized),0.06393861,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
21,10 regular seeds: Liberty Kush: Liberty Haze crossed with Hindu Kush,0.07672634,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
22,10 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.05115089,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
23,Skywalker - 15 Seeds Feminized,0.57544757,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
24,Holy Grail Kush - 18 Seeds Feminized,0.61381074,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
25,Williams 60 Day Wonder Hybrid Feminized Autoflower Seeds,0.12787723,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
26,10 Lambo Cannabis seeds (Not feminized),0.17135549,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
27,40x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.08695652,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-13
