,name,price,from,to,vendor,cat_hash,cat,date
0,10 regular seeds Northern Kush: Northern Lights crossed with Hindu Kush,0.07973368,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
1,5 Milk Cannabis seeds (Not feminized),0.08571371,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
2,5 Heavy Duty Fruity Cannabis seeds (Not feminized),0.11561384,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
3,5 Lambo Cannabis seeds (Not feminized),0.13355392,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
4,10x Belladonna Quality Seeds by Paradise Seeds,0.04983355,Germany,Worldwide,Mandala,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
5,Bubble Cheese - 15 Seeds Feminized,0.33003767,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
6,50 x AMNESIA HAZE (BULK SEEDS),0.48757151,EU,Worldwide,Gobotal,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
7,5 Super Glue Cannabis seeds (Not feminized),0.08571371,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
8,5 x Crazy Bud Seeds Autoflowering Feminized (Kera seeds),0.05431857,Netherlands,,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
9,10 x Crazy Bud Seeds Autoflowering Feminized (Kera seeds),0.09508242,Netherlands,,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
10,7 Random WEED Seeds,0.01295672,Australia,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
11,White Widow Hybrid Feminized Autoflower Seeds,0.09966711,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
12,5 regular seeds - Skunk Kush - pain relief,0.05980026,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
13,+ BLUE DREAM SEEDS +,0.05980026,USA,,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
14,5 Burmese Kush Cannabis seeds (Not feminized),0.11561384,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
15,10 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.07973368,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
16,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.04983355,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
17,5 Chronic Cannabis seeds ( Not feminized ),0.09966711,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
18,5 Skunk XXX Cannabis seeds (Not feminized),0.04983355,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
19,Shaman - 15 Seeds Feminized,0.25913449,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
20,Smurfberry Hybrid Feminized Autoflower Seeds,0.09966711,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
21,10 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.07973368,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
22,5 Warlock Cannabis seeds (Not feminized),0.09966711,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
23,Holy Grail Kush - 18 Seeds Feminized,0.47840213,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
24,100 seeds ten varieties,0.55813582,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
25,CANNABIS SEED mASTER KUSH REGULAR,0.09167380,USA,USA,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
26,5 The Hog Cannabis seeds (Not feminized),0.14950066,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
27,5 MK-Ultra Cannabis seeds (Not feminized),0.14950066,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
28,3 x African free strain seeds,0.02591344,Netherlands,,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
29,3 x Crazy Bud Seeds Autoflowering Feminized (Kera seeds),0.03394661,Netherlands,,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
30,100 regular seeds - Shiva Skunk - Skunk #1 X Northern Lights #5,0.47840213,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
31,50 x CHEESE AUTOMATIC (BULK SEEDS),0.50351824,EU,Worldwide,Gobotal,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
32,Santa Sativa - 15 Seeds Feminized,0.20930093,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
33,5 Dutchmen's Royal Orange Cannabis seeds (Not feminized),0.05581358,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
34,Exodus Kush - 18 Seeds Feminized,0.47840213,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
35,10 regular seeds - Widow Lights - White Widow X Northern Lights,0.07973368,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
36,International Super Stealth,0.03986684,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
37,3x CBD CRITICAL CURE (BARNEY'S FARM),0.11561384,EU,,Gobotal,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
38,Casey Jones - 15 Seeds Feminized,0.28704128,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
39,10 regular seeds Hindu Kush - land race from the Hindu Kush mountains,0.07973368,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
40,12 x k2 indoor seeds (F2),0.04186018,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
41,20 Mixed Cannabis Seeds - Only $14.95,0.02980046,USA,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
42,5 S.A.G.E Cannabis seeds (Not feminized),0.09966711,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
43,Qty#050 - Green House Seeds Auto Northern Lights,0.59800267,USA,,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
44,40x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.11940119,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
45,5 Da Purps Cannabis seeds (Not feminized),0.09966711,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
46,8 Ball Kush - 15 Seeds Feminized,0.25582554,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
47,5 Early Durban Cannabis seeds (Not feminized),0.04983355,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
48,"5 Auto Flowering Cannabis Seeds FASTEST Growing, Ready In Just 3 Months!",0.05980026,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
49,Purple Haze - 15 Seeds Feminized,0.45390396,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
50,5 Early Skunk Cannabis seeds (Not feminized),0.05780692,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
51,5 x Auto Seeds Fast Growing Ready In 3 Months (Lowryder2 + Hindu Kush Mix),0.05980026,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
52,1 kg Moroccan Kiff Weed Seeds Hashish,0.99667111,,,inlovewetrust,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
53,CANNABIS SEED - ak-47,0.01991348,USA,usa,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
54,♔ 100 Opium Poppy Seeds - (Papaver Somniferum) ♔,0.04983355,USA,Worldwide,namedeclined,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
55,"♔ 1,000 Opium Poppy Seeds - (Papaver Somniferum) ♔",0.19933422,USA,Worldwide,namedeclined,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
56,100 Mixed Cannabis Seeds - Only $49,0.09767376,USA,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
57,12 x Lemon Skunk indoor seeds (F2),0.04385352,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
58,Qty#010 - Green House Seeds Auto Northern Lights,0.13455060,USA,,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
59,50 x JACK HERER AUTOMATIC (BULK SEEDS),0.50351824,EU,Worldwide,Gobotal,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
60,5 Kushage Cannabis seeds (Not feminized),0.11561384,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
61,Amnesia Lemon - 15 Seeds Feminized,0.30498136,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
62,CANNABIS SEED - CHEM DAWG,0.01991348,USA,USA,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
63,CBD Critical Mass - 15 Seeds Feminized,0.34249606,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
64,10x Henkes vs Dane,0.05000000,Netherlands,,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
65,Brainstorm - 15 Seeds Feminized,0.23920106,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
66,5 Wreckage Cannabis seeds (Not feminized),0.09966711,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
67,5 Thai Tanic Cannabis seeds (Not feminized),0.04983355,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
68,Chernobyl X Da Purps regular seeds,0.09966711,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-08-27
