,name,price,from,to,vendor,cat_hash,cat,date
0,Weapons Shipping,0.24900398,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
1,22LR Beretta Bobcat New Con dition Pt 1,1.24501992,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
2,45 Carbine,2.24103585,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
3,Pt.1 Glock 22 40 Caliber New condition w/2 Mags,1.24501992,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
4,Pt.1 Glock 17 9mm New Condition w/2 Mags,1.49402390,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
5,1OZHigh Grade  Commercial,0.10582669,USA,,SamWalton,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
6,Walther PP,2.53984063,,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
7,Pt.1 9mm Glock 19 New Condition w/2 Mags,1.49402390,Worldwide,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
8,Ak 47,3.11254980,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
9,Springield XD 9mm,1.86752988,,,edo1900,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
10,Pt.2 Glock 17 9mm New Condition w/2 Mags,1.49402390,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
11,Pt.1 40 Cal Taurus Millineum New Condition w/2 Mags,1.12051792,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
12,Pt.2 40 Cal Taurus Millineum w/2 Mags,1.12051792,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
13,Crosman 1377 Pneumatic .177 Cal,1.49402390,,,Tranzcentral,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
14,22LR Beretta Bobcat New Condition Pt 2,1.24501992,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
15,Pt.2 Glock 22 40 cal New Condition w/ 2,1.24501992,Worldwide,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
16,Walther PP lower for (only for T.),2.00000000,,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
17,Pt.2 9mm Glock 19 New Condition w/2 Mags,1.49402390,,,Guns_Ammo,RuXVKCci11,Weapons/Lethal firearms,2014-01-26
18,ANAL SEX TUTORIAL,0.00621867,,,fake,JAmvyj8iBs,Information/eBooks,2014-01-26
19,HACKING WIRELESS FOR DUMMIES,0.00621867,,,fake,JAmvyj8iBs,Information/eBooks,2014-01-26
20,40 unique ways to make money online,0.00746240,worldwide,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-01-26
21,Amphetamine synthesis from bitter almond oil,0.01119361,worldwide,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-01-26
22,Toolkit Pro 2013 ALL The Secret Information,0.01865602,,,Massive,JAmvyj8iBs,Information/eBooks,2014-01-26
23,How I Stole Someone's Identity,0.00619578,,,fake,JAmvyj8iBs,Information/eBooks,2014-01-26
24,PENIS ENLARGEMENT + CUM INCREASE,0.01239157,,,fake,JAmvyj8iBs,Information/eBooks,2014-01-26
25,Guide to a New EBay Identity,0.00867410,,,fake,JAmvyj8iBs,Information/eBooks,2014-01-26
26,The Art of Deception: Controlling the Human Element of Security,0.00185873,,,blackhand,JAmvyj8iBs,Information/eBooks,2014-01-26
27,Data Exfiltration Techniques,0.00743494,,,fake,JAmvyj8iBs,Information/eBooks,2014-01-26
28,SECRETS OF A SUPER HACKER,0.00743494,,,fake,JAmvyj8iBs,Information/eBooks,2014-01-26
29,"139 Drugrelated Books 1.1GB, sorted - no dupes",0.00254027,Worldwide,,Dandelion,JAmvyj8iBs,Information/eBooks,2014-01-26
30,"HACKING EXPOSED WEB APPLICATIONS, 3rd Edition",0.00185873,,,blackhand,JAmvyj8iBs,Information/eBooks,2014-01-26
31,The Great Big Narcotics Cookbook,0.01486988,worldwide,,freestylerfreak13a,JAmvyj8iBs,Information/eBooks,2014-01-26
