,name,price,from,to,vendor,cat_hash,cat,date
0,10  Dark Star Cannabis seeds (Not feminized),0.18212955,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
1,Custom for KemDawg,1.49509337,Australia,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
2,+ BLUE DREAM SEEDS +,0.08155054,USA,,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
3,Purple Haze - 15 Seeds Feminized,0.61899584,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
4,Straw Sour Diesel - 15 Seeds Feminized,0.39144262,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
5,10 Lambo Cannabis seeds (Not feminized),0.18212955,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
6,10 Thai Tanic Cannabis seeds (Not feminized),0.06795878,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
7,11 Biddy Early Cannabis seeds (Not feminized),0.08970560,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
8,10 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.05436703,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
9,10 Early Skunk Cannabis seeds (Not feminized),0.07883219,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
10,5 Skunkage Cannabis seeds (Not feminized),0.04621197,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
11,Crimea Blue - 15 Seeds Feminized,0.32620219,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
12,Chernobyl X Da Purps regular seeds,0.13591757,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
13,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.05436703,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
14,12 x Lemon Skunk indoor seeds (F2),0.05980373,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
15,Acapulco Gold - 15 Seeds Feminized,0.45668306,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
16,5 Super Glue Cannabis seeds (Not feminized),0.05980373,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
17,5 Electric Lemon G Cannabis seeds (Not feminized),0.10057900,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
18,10 Mendocino Madness Cannabis seeds (Not feminized),0.08970560,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
19,5 Autoflowering Cannabis Seeds Fast Growing Ready In 3 Months!,0.08155054,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
20,10 Heavy Duty Fruity Cannabis seeds (Not feminized),0.15766439,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
21,Skywalker - 15 Seeds Feminized,0.61162910,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
22,Purple Haze #1 - 15 Seeds Feminized,0.52896403,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
23,Critical Kush - 15 Seeds Feminized,0.24193329,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
24,"5 Auto Flowering Cannabis Seeds FASTEST Growing, Ready In Just 3 Months!",0.08155054,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
25,15 Random WEED Seeds,0.02718351,Australia,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
26,5 regular seeds - Skunk Kush - pain relief,0.06795878,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
27,Holy Grail Kush - 18 Seeds Feminized,0.65240438,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
28,11 Kali Mist Cannabis seeds ( Not feminized),0.14950933,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
29,10 regular seeds Hindu Kush - land race from the Hindu Kush mountains,0.06795878,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
30,Williams 60 Day Wonder Hybrid Feminized Autoflower Seeds,0.13591757,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
31,10 Kushage Cannabis seeds (Not feminized),0.15766439,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
32,Qty#010 - Green House Seeds Auto Northern Lights,0.18348873,USA,,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
33,Qty#050 - Green House Seeds Auto Northern Lights,0.81550547,USA,,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
34,3 x African free strain seeds,0.03533857,Netherlands,,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
35,"Afghan Hush, Fenimized Seeds - 5 Pack",0.13591757,Australia,,OzGrow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
36,22x Safari,0.13591757,Germany,EU,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
37,Moby Dick #2 - 15 Seeds Feminized,0.33979394,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-11
