,name,price,from,to,vendor,cat_hash,cat,date
0,10x Royal Dane,0.05000000,Netherlands,Europe,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
1,12 x k2 indoor seeds (F2),0.05089798,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
2,20 Mixed Cannabis Seeds - Only $14.95,0.03623451,USA,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
3,50 x AMNESIA HAZE (BULK SEEDS),0.59284034,EU,Worldwide,Gobotal,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
4,10 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.09694854,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
5,Buddha Tahoe - 15 Seeds Feminized,0.40129426,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
6,12 x Lemon Skunk indoor seeds (F2),0.05332169,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
7,♔ 100 Opium Poppy Seeds - (Papaver Somniferum) ♔,0.06059284,USA,Worldwide,namedeclined,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
8,50 x JACK HERER AUTOMATIC (BULK SEEDS),0.61223005,EU,Worldwide,Gobotal,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
9,10x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.04845003,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
10,5 regular seeds - Skunk Kush - pain relief,0.07271140,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
11,1 x Crazy Bud Seed Autoflowering Feminized (Kera seeds),0.02620034,Netherlands,,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
12,5 regular seeds - Widow Lights - White Widow X Northern Lights,0.06059284,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
13,Skywalker - 15 Seeds Feminized,0.54533556,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
14,Smurfberry Hybrid Feminized Autoflower Seeds,0.12118568,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
15,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.06059284,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-09-22
