,name,price,from,to,vendor,cat_hash,cat,date
0,Potassium chlorate 40g,0.02129471,EU,,TorChem,pbmKV0iowm,Weapons/Fireworks,2014-09-08
1,PRICE DROP Taurus PT111 Millennium NO FE Full escrow,1.59445554,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
2,Versatile Rifle Package NO FE FULL ESCROW,6.27152514,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
3,AK47c NO FE FULL ESCROW,3.40150516,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
4,Keltec PF9 9mm NO FE. Full Escrow,2.01964369,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
5,"[PRICE DROP]  Glock 26 gen3 + 2 magazines - NO FE, and FULL ESCROW!",2.44483183,USA,,32dxbv!vrwndid,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
6,Hidden Listing 4 Good Customer,5.31485182,,,RTBArms,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
7,Reducteur silenceur 22LR rimfire,0.31050000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
8,22lr Suppressor 1/2 x 28 TPI,1.80704961,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
9,Glock 17c FULL ESCROW,2.55112887,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
10,submachine gun sa vz.61 Skorpion,6.70000000,EU,,Victor.But,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
11,Suppressor Ready Walther P22 NO FE FULL ESCROW,1.70075258,USA,,thechaoticneutral,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
12,AK 47 - Typ56,5.31485182,Germany,Germany,dosensuppe,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
13,suppressor's bajonet adapter for .22 rimfire pistols.,0.29000000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
14,JA 380 FULL ESCROW,4.25188145,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
15,Weapon Stealth and Express Shipping Fee.,0.63778221,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
16,Any Pistol YOU WANT full Escrow,5.31485182,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
17,JA 22 Full ESCROW,4.25188145,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
18,2 Glock 19's Full Escrow,9.35413920,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
19,Custom for Friendly,7.00000000,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-09-08
