,name,price,from,to,vendor,cat_hash,cat,date
0,CBD Critical Mass - 15 Seeds Feminized,0.42705174,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
1,5 Super Glue Cannabis seeds (Not feminized),0.05468012,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
2,5 S.A.G.E Cannabis seeds (Not feminized),0.06213650,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
3,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.04970920,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
4,Qty#010 - Green House Seeds Auto Northern Lights,0.16776855,USA,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
5,50x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.09693294,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
6,10 Early Skunk Cannabis seeds (Not feminized),0.07207834,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
7,10 regular seeds Hindu Kush - land race from the Hindu Kush mountains,0.06213650,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
8,10 MK-Ultra Cannabis seeds (Not feminized),0.18640950,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
9,10 Skunk XXX Cannabis seeds (Not feminized),0.06213650,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
10,Exodus Kush - 18 Seeds Feminized,0.59651041,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
11,5 Wreckage Cannabis seeds (Not feminized),0.06213650,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
12,Amnesia Lemon - 15 Seeds Feminized,0.43495551,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
13,15 Random WEED Seeds,0.02485460,Australia,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
14,Qty#001 - Green House Seeds Auto Northern Lights,0.01864095,USA,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
15,Bubble Cheese - 15 Seeds Feminized,0.48466471,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
16,12 x Lemon Skunk indoor seeds (F2),0.05468012,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
17,10  Dark Star Cannabis seeds (Not feminized),0.16652582,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
18,Brainstorm - 15 Seeds Feminized,0.38524630,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
19,10 regular seeds Hindu's Shiva: Hindu Kush crossed with Shiva Skunk,0.06213650,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
20,11 Biddy Early Cannabis seeds (Not feminized),0.08202018,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
21,10 Heavy Duty Fruity Cannabis seeds (Not feminized),0.14415668,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
22,Kuchi - 15 Seeds Feminized,0.36151016,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
23,10 Taste Bud Cannabis seeds (Not feminized),0.10687478,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
24,Shaman - 15 Seeds Feminized,0.32310980,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
25,10 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.07456380,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
26,Critical Kush - 15 Seeds Feminized,0.22120594,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-11-14
