,name,price,from,to,vendor,cat_hash,cat,date
0,12 x Lemon Skunk indoor seeds (F2),0.05805821,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
1,Pakistan Ryder x 3 seeds - Autoflowering and Feminized seeds,0.07917029,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
2,5 Super Glue Cannabis seeds (Not feminized),0.05805821,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
3,Critical Kush - 15 Seeds Feminized,0.23487187,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
4,11 Warlock Cannabis seeds (Not feminized),0.13195049,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
5,5 Wreckage Cannabis seeds (Not feminized),0.06597524,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
6,12 x k2 indoor seeds (F2),0.05541920,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
7,11 Kali Mist Cannabis seeds ( Not feminized),0.14514554,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
8,11 Chronic Cannabis seeds ( Not feminized ),0.13195049,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
9,5 Random WEED Seeds,0.01847306,Australia,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
10,+ BLUE DREAM SEEDS +,0.07917029,USA,,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
11,10 Cold Creek Kush Cannabis seeds (Not feminized),0.17681365,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
12,5 Skunkage Cannabis seeds (Not feminized),0.04486316,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
13,100 seeds ten varieties,0.50141187,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
14,Nirvana Aurora Indica (10 seeds)   US DOMESTIC *NO CUSTOMS WORRY*,0.09236534,USA,,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
15,10 PG-13 Cannabis seeds (Not feminized),0.10556039,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
16,Nirvana Seeds AK48 (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.09236534,USA,,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
17,10 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.05278019,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
18,50 Mixed Cannabis Seeds - Only $49,0.12931148,USA,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
19,10 A-Train Cannabis seeds (Not feminized),0.15306257,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
20,Bubble Cheese - 15 Seeds Feminized,0.51460691,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
21,Straw Sour Diesel - 15 Seeds Feminized,0.38001741,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
22,CBD Yummy - 15 Seeds Feminized,0.45343467,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
23,Amnesia Lemon - 15 Seeds Feminized,0.46182672,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
24,10 Skunk XXX Cannabis seeds (Not feminized),0.06597524,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
25,Smurfberry Hybrid Feminized Autoflower Seeds,0.13195049,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
26,5 Electric Lemon G Cannabis seeds (Not feminized),0.09764336,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
27,Santa Sativa - 15 Seeds Feminized,0.27709603,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
28,5 regular seeds - Widow Lights - White Widow X Northern Lights,0.07917029,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
29,10 Mendocino Madness Cannabis seeds (Not feminized),0.08708732,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-04
30,Incredible Service - ANYTHING FROM AMAZON AT 50% (GET REFUNDED NOW ),1.00000000,,,profesorhouse,pbmKV0iowm,Weapons/Fireworks,2014-12-04
31,AMAZON HACKS - everthing 50 % off,1.00000000,,,profesorhouse,pbmKV0iowm,Weapons/Fireworks,2014-12-04
32,JA 380 FULL ESCROW,5.27370530,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
33,Custom for Friendly,7.00000000,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
34,2 Glock 19's Full Escrow,11.60215167,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
35,custom for Snitchkiller,5.00474633,,,dosensuppe,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
36,Custom for AARONABE,4.48264950,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
37,Jimenez 9MM FULL ESCROW,4.87817740,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
38,Custom for Janissary71,4.61449214,,,dosensuppe,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
39,All Firearms - WANTED!!,0.00263685,Australia,,AUsTORe,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
40,Juice Monkey,7.77871532,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
41,JA 22 Full ESCROW,5.27370530,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
42,"Drawings(ONLY) - ""Sten MKII""",0.02636852,Australia,WorldwideonRequest,AUsTORe,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
43,Weapon Stealth and Express Shipping Fee.,0.79105579,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
44,Any Pistol YOU WANT full Escrow,6.59213163,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
45,Any Glock You Want FULL ESCROW,6.59213163,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
46,AK-47 Full Escrow,6.59213163,USA,USA,lsd24,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
47,suppressor's bajonet adapter for .22 rimfire pistols.,0.29000000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
48,AK-47 Full Escrow EU Only,6.59213163,EU,EU,lsd24,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
49,Reducteur silenceur 22LR rimfire,0.31050000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
50,Glock 19,5.27370530,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
51,Custom for BB,1.31842632,World,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
52,custom flight booking,2.08311359,,,livinglarge,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
53,.22 Crosman,2.63685265,Australia,,Tranzcentral,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
54,Zip Gun Mini Maglite 22 lr,0.73831874,EU,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
55,Tapco SKS Stock - Black,1.31842632,Canada,,SILENTSUPPLY,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
56,"Derringer .22lr,",1.26568927,EU,,nibbler,RuXVKCci11,Weapons/Lethal firearms,2014-12-04
