,name,price,from,to,vendor,cat_hash,cat,date
0,EASY BUD (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.13611692,,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
1,50 Mixed Cannabis Seeds - Only $49,0.20941065,USA,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
2,NORTHERN LIGHT FEMINIZED x 2 seeds ***PROMO PRICE-LIMITED TIME***,0.04030086,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
3,Sunshine Day Dream Clone/Cutting,0.10684217,UK,,Heath_Robinson,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
4,5 Wreckage Cannabis seeds (Not feminized),0.10684217,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
5,MONEY MAKER (STRAIN HUNTERS) FEMINIZED x 3 seeds,0.08671310,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
6,SPECIAL QUEEN 1 (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.06192572,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
7,High CBD Seeds (5 pk),0.42736869,USA,,HerbalHealer,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
8,WHITE WIDOW FEMINIZED x 2 seeds ***PROMO PRICE - LIMITED TIME OFFER***,0.04055728,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
9,10 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.12821060,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
10,✌ Nirvana Seeds AK48 ♀♂ Mixed (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.08547373,USA,,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
11,WHITE WIDOW FEMINIZED x 10 seeds,0.22009487,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
12,AK 47 feminized x 3 seeds,0.06218214,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
13,WHITE WIDOW (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.20492328,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
14,10 Mixed Cannabis Seeds - Only $14.95,0.06389161,USA,USA,My_Private_Garden,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
15,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.10983375,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
16,WHITE WIDOW FEMINIZED x 100 seeds,2.00863284,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
17,50 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.34189495,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
18,BLUEBERRY AUTOMATIC (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.10081627,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
19,10 Mendocino Madness Cannabis seeds (Not feminized),0.14103166,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
20,25x Sour Diesel seeds,0.42736869,USA,,GoombaShop,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
21,10 Dutchmen's Royal Orange Cannabis seeds (Not feminized),0.11966323,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
22,CLASSIC SKUNK (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.12389418,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
23,10 PG-13 Cannabis seeds (Not feminized),0.17094747,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
24,Qty#050 - Green House Seeds Auto Northern Lights,1.28210607,USA,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
25,CBD Critical Mass - 15 Seeds Feminized,0.73430488,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
26,International Super Stealth,0.08547373,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
27,Holy Grail Kush - 18 Seeds Feminized,1.02568485,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
28,WHITE WIDOW FEMINIZED x 5 seeds,0.11201333,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
29,SPECIAL KUSH 1 (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.06192572,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
30,Exodus Kush - 18 Seeds Feminized,1.02568485,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
31,CBD Yummy - 15 Seeds Feminized,0.73430488,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
32,10 Jamaican OG Cannabis seeds (Not feminized),0.24787384,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
33,10 Taste Bud Cannabis seeds (Not feminized),0.18376853,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
34,Big Buddha Cheese - 15 Seeds Feminized,0.81200051,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
35,SnowLAnd - 15 Seeds Feminized,1.00859011,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
36,Custom for 2high2care,0.94021112,Australia,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
37,10 regular seeds Northern Kush: Northern Lights crossed with Hindu Kush,0.12821060,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
38,Smurfberry Hybrid Feminized Autoflower Seeds,0.21368434,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
39,Williams 60 Day Wonder Hybrid Feminized Autoflower Seeds,0.21368434,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
40,Shaman - 15 Seeds Feminized,0.55557929,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
41,Santa Sativa - 15 Seeds Feminized,0.68378990,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
42,✌ Nirvana Seeds White Widow ♀♂ Mixed (10 seeds) US DOMESTIC *NO CUSTOMS WORRY*,0.08547373,USA,,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
43,5 x Auto Seeds Fast Growing Ready In 3 Months (Lowryder2 + Hindu Kush Mix),0.12821060,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
44,Training Day (New Strain) - 15 Seeds Feminized,0.74789520,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
45,5x [Strawberry Amnesia x Blue Ox],0.24360015,Australia,,Prestige_Worldwide,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
46,Qty#100 - Green House Seeds Auto Northern Lights,2.37189623,USA,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
47,Buddha Haze - 15 Seeds Feminized,0.70759434,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
48,5 regular seeds - Skunk Kush - pain relief,0.10684217,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
49,10x Henkes vs Dane,0.05000000,Netherlands,,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
50,Straw Sour Diesel - 15 Seeds Feminized,0.61541091,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
51,Amnesia Lemon - 15 Seeds Feminized,0.74789520,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
52,PURPLE PINECONE (SAGARMATHA SEEDS) FEMINIZED x 5 seeds,0.23351425,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
53,50 seeds ten varieties,0.42736869,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
54,Buddha Tahoe - 15 Seeds Feminized,0.70759434,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
55,The Ultimate - 15 Seeds Feminized,0.89747425,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
56,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.14957904,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
57,5x Diamond Girl Fem,0.05000000,Netherlands,,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
58,"5 Auto Flowering Cannabis Seeds FASTEST Growing, Ready In Just 3 Months!",0.12821060,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
59,10 regular seeds - Skunk Kush - pain relief,0.17094747,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
60,CRITICAL AUTOMATIC (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.11538954,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
61,10 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.08547373,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
62,Qty#001 - Green House Seeds Auto Northern Lights,0.03205265,USA,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
63,Purple Haze - 15 Seeds Feminized,0.97316124,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
64,10  Dark Star Cannabis seeds (Not feminized),0.28633702,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
65,NORTHERN LIGHT FEMINIZED x 3 seeds,0.08120005,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
66,10 Skunk XXX Cannabis seeds (Not feminized),0.10684217,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
67,Critical Kush - 15 Seeds Feminized,0.38035813,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
68,100 regular seeds Power Kush: Pure Power Plant crossed with Hindu Kush,0.64105303,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
69,10 Lambo Cannabis seeds (Not feminized),0.28633702,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
70,CBD Shark - 15 Seeds Feminized,0.73430488,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
71,Ultra Skunk - 15 Seeds Feminized,0.84619000,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
72,Brainstorm - 15 Seeds Feminized,0.66242147,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
73,WHITE WIDOW FEMINIZED x 3 seeds,0.09850848,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
74,10 Burmese Kush Cannabis seeds (Not feminized),0.24787384,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
75,Purple Haze #1 - 15 Seeds Feminized,0.83161673,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
76,Amnesia x 3 feminized seeds,0.06218214,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
77,Rollex OG Kush - 15 Seeds Feminized,0.89747425,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
78,CBD Skunk Haze - 15 Seeds Feminized,0.73430488,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
79,Custom for mony burns,0.85473738,Australia,Australia,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
80,Violator Kush - 15 Seeds Feminized,0.84619000,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
81,ROADRUNNER AUTOFLOWERING 2 (DINAFEM) FEMINIZED x 3 seeds,0.09355100,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
82,10 regular seeds Hindu's Shiva: Hindu Kush crossed with Shiva Skunk,0.10684217,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
83,Blue Cheese - 15 Seeds Feminized,0.76498995,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
84,Shark Shock CBD - 15 Seeds Feminized,0.76498995,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
85,+ BLUE DREAM SEEDS +,0.12821060,USA,,CaliforniaGreenCross,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
86,Skywalker - 15 Seeds Feminized,0.96157955,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
87,11 Warlock Cannabis seeds (Not feminized),0.21368434,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
88,CBD Nordle - 15 Seeds Feminized,0.73430488,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
89,Purple LA - 15 Seeds Feminized,0.81200051,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
90,5x Hollands Hope Fem,0.05000000,Netherlands,,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
91,✌ Nirvana Aurora Indica♀♂ Mixed  (10 seeds)   US DOMESTIC *NO CUSTOMS WORRY*,0.08547373,USA,,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
92,5x Nevilles Haze!,0.05000000,Netherlands,,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-24
