,name,price,from,to,vendor,cat_hash,cat,date
0,"5 Auto Flowering Cannabis Seeds FASTEST Growing, Ready In Just 3 Months!",0.07993392,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
1,40x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.15960139,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
2,20x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.09322959,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
3,Crimea Blue - 15 Seeds Feminized,0.31973568,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
4,Bubble Cheese - 15 Seeds Feminized,0.44115531,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
5,10 regular seeds - Skunk Kush - pain relief,0.07993392,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
6,10 regular seeds - Widow Lights - White Widow X Northern Lights,0.07993392,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
7,12 x k2 indoor seeds (F2),0.05595374,Germany,EU,PeterLustig,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
8,CBD Yummy - 15 Seeds Feminized,0.45780821,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
9,Williams 60 Day Wonder Hybrid Feminized Autoflower Seeds,0.13322320,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
10,10 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.06661160,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
11,CBD Critical Mass - 15 Seeds Feminized,0.45780821,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
12,5 Autoflowering Cannabis Seeds Fast Growing Ready In 3 Months!,0.07993392,EU,Worldwide,Cannaseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
13,Straw Sour Diesel - 15 Seeds Feminized,0.38368282,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
14,Skywalker - 15 Seeds Feminized,0.59950440,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
15,Smurfberry Hybrid Feminized Autoflower Seeds,0.13322320,USA,Worldwide,simonlabond,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
16,5 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.05328928,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
17,Amnesia Lemon - 15 Seeds Feminized,0.40766299,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
18,Shaman - 15 Seeds Feminized,0.34638032,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
19,10 regular seeds - Shiva's OG - Shiva Skunk X OG Kush,0.07993392,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
20,10 regular seeds: Liberty Kush: Liberty Haze crossed with Hindu Kush,0.07993392,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
21,15 Random WEED Seeds,0.02664464,Australia,Australia,HangAbout,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
22,Critical Kush - 15 Seeds Feminized,0.23713729,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
23,Big Buddha Cheese - 15 Seeds Feminized,0.44115531,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
24,Brainstorm - 15 Seeds Feminized,0.31973568,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
25,5 regular seeds - Widow Lights - White Widow X Northern Lights,0.05328928,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
26,100 seeds ten varieties,0.74604993,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
27,5 regular seeds - Skunk Kush - pain relief,0.06661160,Australia,,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
28,CBD Skunk Haze - 15 Seeds Feminized,0.45780821,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
29,Blue Cheese - 15 Seeds Feminized,0.39700514,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
30,Northern Light Blue ***NEW*** x 3 seeds - Autoflowering and Feminized seeds.,0.11990088,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
31,Qty#100 - Green House Seeds Auto Northern Lights,1.47877754,USA,,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
32,Autobluberry x 3 seeds - Autoflowering and Feminized seeds.,0.09325624,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
33,Polar Light x 3 seeds -    Autoflowering and Feminized seeds.,0.09325624,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
34,Qty#001 - Green House Seeds Auto Northern Lights,0.01998348,USA,,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
35,1 kg Moroccan Kiff Weed Seeds Hashish,1.33223202,,,inlovewetrust,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
36,3 x Afghan Kush Seeds,0.09325624,Netherlands,,Seeds_Co,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
37,22x Safari,0.13322320,Germany,EU,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
38,5 Pack Blue Dream Seeds(Feminized),0.29309104,USA,,fastseed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
39,Our Legendary Guerilla ChemDawg Seeds,0.10391409,USA,,BudsBuds1,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
40,10x K2 from Nirvana,0.06661160,Germany,EU,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
41,OG Kush - 15 Seeds Feminized,0.29309104,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
42,Moby Dick #2 - 15 Seeds Feminized,0.33305800,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
43,17 x Euforia,0.13322320,Germany,EU,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
44,10x Big Bud #2 Regular Seeds,0.06661160,Germany,EU,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
45,Sour Diesel Seeds,0.03996696,USA,,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
46,TOP QUALITY CANNABIS SEEDS | AAA nothing better | x3 with simple help guide,0.26644640,USA,,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
47,3 Master Kush Seeds | only 50! | best domestic genetics,0.13322320,USA,usa,Charlie_Bartlett,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
48,8 Ball Kush - 15 Seeds Feminized,0.34195731,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
49,10x Royal Dane,0.05000000,Netherlands,Europe,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
50,50 regular seeds Beyond Kush: Beyond the Brain crossed with Hindu Kush,0.31973568,Australia,worldwide,budbrother,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-10-14
