,name,price,from,to,vendor,cat_hash,cat,date
0,10 feminised seeds - Sensi Seeds - Early Skunk,0.20591708,UK,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
1,22x Safari,0.15140962,Germany,EU,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
2,10 feminised seeds - Female Seeds - BubbleGummer,0.15140962,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
3,10 feminised seeds -Dutch Passion - AutoWhite Widow,0.22711443,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
4,10 feminised seeds - Joint Doctor - Lowryder #2,0.27859370,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
5,10 feminised seeds - Joint Doctor - Easy Ryder,0.27859370,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
6,10 feminized seeds - Barneys Farm - Liberty Haze,0.21197347,EU,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
7,10 feminised seeds -  GrassOmatic - Maxi GOM,0.22408624,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
8,17 x Euforia,0.15140962,Germany,EU,derriese5,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
9,10 regular cannabis seeds - Kaliman Seeds - Rockster's Cheese,0.22711443,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
10,5 feminised seeds -GrassOmatic - Automatic AK-47,0.15140962,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
11,Bulk FEMINISED cannabis seeds 100 pieces. Choose your strain!,1.30212276,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
12,10 regular seeds - Kaliman Seeds - Marley's Cheese,0.24225539,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
13,10 feminised seeds - Seedsman Original Skunk #1,0.15140962,EU,,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
14,10 regular seeds -Kaliman Seeds - Cheese #1,0.30281924,UK,Worldwide,speedNweed,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
15,OG Kush - 15 Seeds Feminized,0.33310117,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2014-12-23
