,name,price,from,to,vendor,cat_hash,cat,date
0,Incredible Service - ANYTHING FROM AMAZON AT 50% (GET REFUNDED NOW ),1.00000000,,,profesorhouse,pbmKV0iowm,Weapons/Fireworks,2014-12-07
1,AMAZON HACKS - everthing 50 % off,1.00000000,,,profesorhouse,pbmKV0iowm,Weapons/Fireworks,2014-12-07
2,Custom for Janissary71,4.64955629,,,dosensuppe,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
3,custom for Snitchkiller,5.04277591,,,dosensuppe,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
4,2 Glock 19's Full Escrow,11.69031298,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
5,JA 380 FULL ESCROW,5.31377862,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
6,Any Glock You Want FULL ESCROW,6.64222328,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
7,Custom for AARONABE,4.51671183,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
8,NEW MODEL GLOCK 17-EU Only,3.98533397,EU,,lsd24,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
9,Custom for Friendly,7.00000000,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
10,"Drawings(ONLY) - ""Sten MKII""",0.02656889,Australia,WorldwideonRequest,AUsTORe,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
11,Any Glock $2200,5.84515649,USA,USA,frygirlswirl,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
12,Juice Monkey,7.83782347,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
13,Any Pistol YOU WANT full Escrow,6.64222328,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
14,Glock 9mm subcompact,5.84515649,Internet,Worldwide,Cop,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
15,Walther P38 - 9mm,4.56984962,,,dosensuppe,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
16,JA 22 Full ESCROW,5.31377862,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
17,"AR-15 .223, Complete Rifle",5.04808969,USA,,TheHappyGuy,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
18,Weapon Stealth and Express Shipping Fee.,0.79706679,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
19,AK-47 Full Escrow EU Only,6.64222328,EU,EU,lsd24,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
20,Ak47 7.62x39mm foldable,9.03342366,Internet,Worldwide,Cop,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
21,AK-47 Full Escrow,6.64222328,USA,USA,lsd24,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
22,Glock .40sw compact,5.31377862,rland,,Cop,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
23,Jimenez 9MM FULL ESCROW,4.91524523,,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
24,NEW Beretta 92FS 9MM,4.78240076,USA,,lsd24,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
25,Short Barrel AR .223/5.56,9.03342366,rland,,Cop,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
26,suppressor's bajonet adapter for .22 rimfire pistols.,0.29000000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
27,Reducteur silenceur 22LR rimfire,0.31050000,,,matthias75015,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
28,Custom for BB,1.32844465,World,,weaponsguy,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
29,custom flight booking,2.09894255,,,livinglarge,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
30,Tapco SKS Stock - Black,1.32844465,Canada,,SILENTSUPPLY,RuXVKCci11,Weapons/Lethal firearms,2014-12-07
