,name,price,from,to,vendor,cat_hash,cat,date
0,5 Wreckage Cannabis seeds (Not feminized),0.11737089,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
1,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.13450704,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
2,WHITE WIDOW (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.22511737,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
3,ROYAL DWARF (ROYAL QUEEN SEEDS) FEMINIZED x 5 seeds,0.16431924,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
4,✌ Nirvana Raspberry Cough ♀♂ Mixed  (10 seeds)  US DOMESTIC *NO CUSTOMS WORRY*,0.09389671,USA,,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
5,SPECIAL KUSH 1 (ROYAL QUEEN SEEDS) FEMINIZED x 3 seeds,0.06802816,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
6,10x Henkes vs Dane,0.05000000,Netherlands,,danman,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
7,WHITE WIDOW FEMINIZED x 1000 seeds,13.23943661,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
8,CHOCO HAZE (ZAMNESIA SEEDS) FEMINIZED x 5 seeds,0.17835680,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
9,NORTHERN LIGHT FEMINIZED x 2 seeds ***PROMO PRICE-LIMITED TIME***,0.04427230,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
10,CBD Yummy - 15 Seeds Feminized,0.80666666,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
11,10 The Hog Cannabis seeds (Not feminized),0.35211267,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
12,WHITE WIDOW FEMINIZED x 2 seeds ***PROMO PRICE - LIMITED TIME OFFER***,0.04455399,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
13,5 Super Glue Cannabis seeds (Not feminized),0.10328638,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
14,NORTHERN LIGHT FEMINIZED x 3 seeds,0.08920187,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
15,5x [Strawberry Amnesia x Blue Ox],0.26760563,Australia,,Prestige_Worldwide,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
16,10 Skunk XXX Cannabis seeds (Not feminized),0.11737089,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
17,Skywalker - 15 Seeds Feminized,1.05633802,UK,,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
18,40x HASH PASSION F1 FREE SHIPPING!!! OUTDOOR TESTED!!!,0.15962441,Austria,Worldwide,Renegade,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
19,10 PG-13 Cannabis seeds (Not feminized),0.18779342,UK,,HappyHippy2.0,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
20,✌ Nirvana Aurora Indica♀♂ Mixed  (10 seeds)   US DOMESTIC *NO CUSTOMS WORRY*,0.09389671,USA,,WhateversAvailable,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
21,CRITICAL AUTOMATIC (ZAMNESIA SEEDS) FEMINIZED x 3 seeds,0.12676056,EU,,klosterbier,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
22,Kuchi - 15 Seeds Feminized,0.68286384,UK,Worldwide,Quantum.Black.Widow,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
23,Qty#100 - Green House Seeds Auto Northern Lights,2.60563380,USA,USA,StrainHunters,rdffTvGkMC,Drugs/Cannabis/Seeds,2015-01-16
