,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5.000,Registered 12 months              0 days,,30,500~1000,2015-02-16
1,brother_satellite,4.73,Registered 2 months              0 days,,10,25~40,2015-02-16
2,HumboldtFarms,4.908,Registered 5 months              0 days,,32,1000~1500,2015-02-16
3,ReDEyE,4.89,Registered 2 months              0 days,,6,55~70,2015-02-16
4,MITAK,5.00,Registered 4 months              4 days,,17,40~55,2015-02-16
5,GrandWizardsLair,4.97,Registered 1 years 0 months              0 days,,6,300~500,2015-02-16
6,littlegoblin,4.92,Registered 11 months              0 days,,14,300~500,2015-02-16
7,Rebel_Alliance,4.991,Registered 1 years 0 months              0 days,,7,500~1000,2015-02-16
8,SeattlesBest,4.973,Registered 1 years 2 months              0 days,,1,500~1000,2015-02-16
9,checkpoint,,,,,,2015-02-16
10,Comebackhaze48,,,,,,2015-02-16
11,Top_Gear_UK,4.911,Registered 12 months              0 days,,60,2000~3000,2015-02-16
12,HappyHippy2.0,4.97,Registered 12 months              0 days,,16,200~300,2015-02-16
13,hogstandard,4.98,Registered 11 months              0 days,,5,100~150,2015-02-16
14,RivendellOrganics,5.00,Registered 1 months              0 days,,3,40~55,2015-02-16
15,xinhai,4.973,Registered 1 years 0 months              0 days,,10,2000~3000,2015-02-16
16,CashCo,5.00,Registered 1 years 0 months              0 days,,17,150~200,2015-02-16
17,indianpilldaddy,5.00,Registered 1 years 0 months              0 days,,156,200~300,2015-02-16
18,RealAidoneus,4.99,Registered 11 months              1 days,,3,200~300,2015-02-16
19,bartard,4.90,Registered 4 months              0 days,,13,70~100,2015-02-16
20,themoneyteam777,4.95,Registered 6 months              0 days,,13,70~100,2015-02-16
21,weed4you,4.998,Registered 1 years 1 months              1 days,,6,500~1000,2015-02-16
22,HumboldtHerbs,5.00,Registered 4 months              0 days,,19,15~25,2015-02-16
23,OzAlpha,4.99,Registered 12 months              0 days,,29,300~500,2015-02-16
24,pharmerjo,4.94,Registered 11 months              1 days,,6,200~300,2015-02-16
25,purebase,4.79,Registered 8 months              0 days,,10,200~300,2015-02-16
26,WALLSTREETx2,5.000,Registered 12 months              0 days,,9,2000~3000,2015-02-16
27,Addies,5,Registered 12 months              2 days,,2,6~10,2015-02-16
28,DonTuriddu,4.63,Registered 10 months              0 days,,14,200~300,2015-02-16
29,OregonTrail,5.00,Registered 2 months              0 days,,6,100~150,2015-02-16
30,knappen,5.00,Registered 3 months              0 days,,5,15~25,2015-02-16
31,TheXFactor,4.92,Registered 8 months              0 days,,10,300~500,2015-02-16
32,hanspoel,,,,,,2015-02-16
33,Weedkingg,5.00,Registered 3 days              0 days,,31,15~25,2015-02-16
34,1dboladay,4.26,Registered 11 months              1 days,,16,25~40,2015-02-16
35,bcndrugs,,,,,,2015-02-16
36,Addyshack,4.967,Registered 1 years 1 months              0 days,,17,1000~2000,2015-02-16
37,AussieExpress,5.00,Registered 9 months              0 days,,3,25~40,2015-02-16
