,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5.00,Registered 10 months              0 days,,33,300~500,2014-12-30
1,brother_satellite,5,Registered 19 days              0 days,,11,6~10,2014-12-30
2,MITAK,5.00,Registered 2 months              0 days,,15,25~40,2014-12-30
3,-TarNation-,5.00,Registered 1 months              0 days,,5,55~70,2014-12-30
4,GrandWizardsLair,4.97,Registered 11 months              0 days,,8,300~500,2014-12-30
5,littlegoblin,4.92,Registered 10 months              0 days,,5,300~500,2014-12-30
6,Rebel_Alliance,4.990,Registered 10 months              0 days,,7,500~1000,2014-12-30
7,SantasTrees,4.96,Registered 25 days              0 days,,18,70~100,2014-12-30
8,reximusmaximus,5.00,Registered 1 months              0 days,,8,150~200,2014-12-30
9,Comebackhaze48,4.89,Registered 7 months              0 days,,30,100~150,2014-12-30
10,Top_Gear_UK,4.879,Registered 10 months              0 days,,64,1000+,2014-12-30
11,RCsupplierAG,4.68,Registered 2 months              1 days,,2,100~150,2014-12-30
12,HappyHippy2.0,4.99,Registered 10 months              0 days,,23,200~300,2014-12-30
13,AmsterdamOnline,4.99,Registered 4 months             On Vacation Mode since 9 hours,,15,100~150,2014-12-30
14,hogstandard,5.00,Registered 9 months              0 days,,9,70~100,2014-12-30
15,xinhai,4.970,Registered 10 months              0 days,,13,1000+,2014-12-30
16,CashCo,5.00,Registered 10 months              0 days,,9,100~150,2014-12-30
17,indianpilldaddy,5.00,Registered 10 months              0 days,,144,150~200,2014-12-30
18,RealAidoneus,5.00,Registered 10 months              5 days,,3,200~300,2014-12-30
19,Perron,5.00,Registered 4 months              0 days,,13,300~500,2014-12-30
20,Dimercurio,5.000,Registered 8 months              0 days,,8,500~1000,2014-12-30
21,themoneyteam777,4.96,Registered 5 months              2 days,,12,70~100,2014-12-30
22,HumboldtHerbs,5,Registered 2 months              0 days,,20,6~10,2014-12-30
23,pharmerjo,4.96,Registered 9 months              0 days,,6,200~300,2014-12-30
24,purebase,4.86,Registered 7 months              1 days,,8,200~300,2014-12-30
25,WALLSTREETx2,4.997,Registered 10 months              0 days,,13,1000+,2014-12-30
26,mollyjohnson,4.61,Registered 10 months              1 days,,3,100~150,2014-12-30
27,OregonTrail,5.00,Registered 1 months              0 days,,3,25~40,2014-12-30
28,knappen,5,Registered 1 months              0 days,,7,6~10,2014-12-30
29,TheXFactor,4.94,Registered 7 months              0 days,,11,200~300,2014-12-30
30,hanspoel,5.00,Registered 11 months              0 days,,2,25~40,2014-12-30
31,CornerApothecary,5.00,Registered 10 months              0 days,,9,55~70,2014-12-30
32,bcndrugs,4.678,Registered 5 months              0 days,,6,500~1000,2014-12-30
33,OrangeHill,5,Registered 1 months              0 days,,1,3~5,2014-12-30
34,Addyshack,4.975,Registered 1 years 0 months              2 days,,8,1000+,2014-12-30
35,AmsterdamExport,4.90,Registered 1 months              0 days,,8,55~70,2014-12-30
36,Mann-Drog,4.96,Registered 3 months              0 days,,1,70~100,2014-12-30
37,tinacmarks,5,Registered 29 days              0 days,,70,3~5,2014-12-30
38,Kiefernzapfen,5.00,Registered 2 months              0 days,,5,70~100,2014-12-30
39,Fire_Fire,4.98,Registered 10 months              0 days,,7,300~500,2014-12-30
40,mampulver,5,Registered 22 days              0 days,,4,3~5,2014-12-30
41,babykale420,4.98,Registered 10 months              0 days,,22,200~300,2014-12-30
42,summertime,4.948,Registered 1 years 0 months              0 days,,4,1000+,2014-12-30
43,WeRoll,4.84,Registered 11 months              0 days,,6,300~500,2014-12-30
44,cocktails,4.97,Registered 1 months              0 days,,17,40~55,2014-12-30
45,bostongeorge14,4.888,Registered 3 months              0 days,,46,500~1000,2014-12-30
46,CrazedChemist,5.00,Registered 2 months              0 days,,11,55~70,2014-12-30
47,sereal,4.98,Registered 1 years 0 months              0 days,,34,150~200,2014-12-30
48,laflamablanca101,4.70,Registered 28 days              0 days,,19,70~100,2014-12-30
