,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,4.985,Registered 1 years 0 months              0 days,,6,1000~1500,2015-03-19
1,HumboldtFarms,4.926,Registered 6 months              0 days,,46,1000~2000,2015-03-19
2,ReDEyE,4.99,Registered 3 months              0 days,,11,100~150,2015-03-19
3,GrandWizardsLair,4.98,Registered 1 years 1 months              0 days,,6,300~500,2015-03-19
4,littlegoblin,4.89,Registered 1 years 0 months              0 days,,15,500~1000,2015-03-19
5,Rebel_Alliance,4.984,Registered 1 years 1 months              0 days,,7,500~1000,2015-03-19
6,reximusmaximus,4.998,Registered 4 months              0 days,,11,500~1000,2015-03-19
7,SeattlesBest,4.975,Registered 1 years 3 months              0 days,,20,500~1000,2015-03-19
8,checkpoint,4.97,Registered 1 years 1 months              0 days,,16,200~300,2015-03-19
9,Comebackhaze48,4.79,Registered 10 months              1 days,,24,150~200,2015-03-19
10,Top_Gear_UK,4.920,Registered 1 years 1 months              0 days,,30,2000~3000,2015-03-19
11,HappyHippy2.0,4.97,Registered 1 years 0 months              0 days,,12,200~300,2015-03-19
12,galaxytreez,5,Registered 17 days              3 days,,9,6~10,2015-03-19
13,dmvnationsupply,,Registered 19 days              2 days,,3,0,2015-03-19
14,AmsterdamOnline,4.99,Registered 6 months              2 days,,3,200~300,2015-03-19
15,hogstandard,4.98,Registered 12 months              0 days,,8,150~200,2015-03-19
16,RivendellOrganics,5.00,Registered 2 months              0 days,,1,70~100,2015-03-19
17,xinhai,4.973,Registered 1 years 1 months              0 days,,13,2000~3000,2015-03-19
18,CashCo,5.00,Registered 1 years 1 months              0 days,,18,150~200,2015-03-19
19,indianpilldaddy,5.00,Registered 1 years 1 months              0 days,,156,200~300,2015-03-19
20,DragonEmperor,,Registered 22 days              2 days,,7,0,2015-03-19
21,RealAidoneus,4.97,Registered 1 years 0 months              0 days,,3,300~500,2015-03-19
22,Perron,4.99,Registered 6 months              0 days,,15,500~1000,2015-03-19
23,GoingPostal,4.963,Registered 1 years 2 months              0 days,,106,3000~4000,2015-03-19
24,Dimercurio,5.000,Registered 11 months              0 days,,13,1000~1500,2015-03-19
25,MrKidX,4.96,Registered 10 months              0 days,,8,150~200,2015-03-19
26,themoneyteam777,4.95,Registered 7 months              0 days,,13,70~100,2015-03-19
