,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,4.992,Registered 1 years 1 months              0 days,,72,1000~1500,2015-04-14
1,HumboldtFarms,4.930,Registered 7 months              1 days,,53,2000~3000,2015-04-14
2,littlegoblin,4.89,Registered 1 years 1 months              0 days,,16,500~1000,2015-04-14
3,Comebackhaze48,4.75,Registered 11 months              0 days,,21,150~200,2015-04-14
4,HappyHippy2.0,4.96,Registered 1 years 1 months              0 days,,12,200~300,2015-04-14
5,galaxytreez,5.00,Registered 1 months              0 days,,9,15~25,2015-04-14
6,hogstandard,4.98,Registered 1 years 0 months              0 days,,5,150~200,2015-04-14
7,CashCo,5.00,Registered 1 years 1 months              0 days,,18,150~200,2015-04-14
8,indianpilldaddy,5.00,Registered 1 years 2 months              0 days,,157,300~500,2015-04-14
9,GoingPostal,4.961,Registered 1 years 3 months              1 days,,105,4000~5000,2015-04-14
10,MrKidX,4.97,Registered 11 months              0 days,,10,200~300,2015-04-14
11,weed4you,4.998,Registered 1 years 3 months              0 days,,6,500~1000,2015-04-14
12,goodfornothing,4.99,Registered 1 years 4 months              0 days,,57,200~300,2015-04-14
13,OzAlpha,4.98,Registered 1 years 1 months              0 days,,24,500~1000,2015-04-14
14,WALLSTREETx2,5.000,Registered 1 years 1 months              0 days,,6,3000~4000,2015-04-14
15,DonTuriddu,,,,,,2015-04-14
16,OregonTrail,5.00,Registered 4 months              0 days,,7,300~500,2015-04-14
17,Addyshack,4.975,Registered 1 years 3 months              0 days,,13,1000~2000,2015-04-14
18,Meds2Buy,4.74,Registered 10 months              0 days,,82,100~150,2015-04-14
19,Kiefernzapfen,4.97,Registered 5 months              0 days,,5,150~200,2015-04-14
20,babykale420,4.98,Registered 1 years 2 months              0 days,,13,300~500,2015-04-14
21,LucyUK,,,,,,2015-04-14
22,summertime,4.943,Registered 1 years 4 months              0 days,,8,1000~1500,2015-04-14
23,salviana,,Registered 24 days              0 days,,6,0,2015-04-14
24,bostongeorge14,4.888,Registered 7 months              0 days,,84,1000~2000,2015-04-14
25,CrazedChemist,,,,,,2015-04-14
26,sereal,,,,,,2015-04-14
27,foxygirl,,Registered 10 days              0 days,,35,0,2015-04-14
28,T5_NBOMe,4.81,Registered 1 years 1 months              0 days,,36,500~1000,2015-04-14
29,Walt-Disney,,,,,,2015-04-14
30,joogman,4.79,Registered 2 months              0 days,,6,100~150,2015-04-14
31,Discounts_R_Us,5,Registered 13 days              0 days,,15,10~15,2015-04-14
32,chipzahoy,4.899,Registered 10 months              1 days,,79,1000~1500,2015-04-14
33,CocaParis,4.99,Registered 1 years 3 months              0 days,,17,200~300,2015-04-14
34,Cocaine_Oxy_Vape_Australia,5.00,Registered 2 months              0 days,,12,40~55,2015-04-14
35,SupplyGuy,5,Registered 1 months              0 days,,7,10~15,2015-04-14
36,theblossom,5.00,Registered 1 years 1 months              0 days,,29,200~300,2015-04-14
37,dgslabz,4.971,Registered 1 years 2 months              0 days,,23,2000~3000,2015-04-14
38,androgenie,4.88,Registered 1 years 1 months              0 days,,3,100~150,2015-04-14
39,Boggalertz2,5,Registered 3 months              0 days,,5,6~10,2015-04-14
40,precurs-shop,5,Registered 7 days              0 days,,33,3~5,2015-04-14
41,diondibra,5.00,Registered 3 months              0 days,,6,70~100,2015-04-14
42,plasticA,,Registered 12 days              0 days,,7,0,2015-04-14
43,craigman,5.00,Registered 11 months              0 days,,12,200~300,2015-04-14
44,InsideTheWhale,4.954,Registered 1 years 0 months              0 days,,82,500~1000,2015-04-14
45,ladyskywalker,4.952,Registered 9 months              0 days,,14,500~1000,2015-04-14
46,shoeshunge,4.99,Registered 11 months              0 days,,5,300~500,2015-04-14
47,Quantum.Black.Widow,4.86,Registered 1 years 1 months              0 days,,50,300~500,2015-04-14
48,thomascheer,4.56,Registered 4 months              0 days,,81,100~150,2015-04-14
49,Pharma-deal,,Registered 24 days              0 days,,72, 1~2,2015-04-14
50,etimbuk,4.826,Registered 5 months              0 days,,306,1000~1500,2015-04-14
51,GreenBlvd,4.837,Registered 12 months              0 days,,2,1000~1500,2015-04-14
52,RealDope,4.876,Registered 10 months              0 days,,7,500~1000,2015-04-14
53,microgirlmonroe,4.87,Registered 3 months              6 days,,12,40~55,2015-04-14
54,CZmadeMan,4.92,Registered 1 years 0 months              0 days,,29,100~150,2015-04-14
55,Cannaseed,4.86,Registered 1 years 2 months              0 days,,4,15~25,2015-04-14
56,Mephman,,,,,,2015-04-14
57,salamalejkum,4.86,Registered 1 years 1 months              0 days,,92,300~500,2015-04-14
58,Angelina,4.915,Registered 1 years 2 months              0 days,,27,1000~2000,2015-04-14
59,blackhand,4.997,Registered 1 years 3 months              0 days,,124,1000~1500,2015-04-14
60,DrEarnhardt,4.818,Registered 1 years 4 months              0 days,,102,2000~3000,2015-04-14
61,TessellatedLSD,4.99,Registered 4 months              0 days,,5,200~300,2015-04-14
62,sayno2drugs,4.989,Registered 1 years 1 months              0 days,,14,500~1000,2015-04-14
63,karmasyndicate,,,,,,2015-04-14
64,whiteyford,,,,,,2015-04-14
65,Customcandy,5.00,Registered 26 days              0 days,,13,55~70,2015-04-14
66,axa,5.00,Registered 1 years 2 months              0 days,,11,300~500,2015-04-14
67,krautling,4.96,Registered 10 months              0 days,,8,200~300,2015-04-14
68,OzJuice,5.00,Registered 5 months              0 days,,55,70~100,2015-04-14
69,CokeMate,,,,,,2015-04-14
70,Thefairtrader,4.64,Registered 1 years 1 months              0 days,,32,500~1000,2015-04-14
71,Praetorian,,,,,,2015-04-14
72,digimon,5.00,Registered 6 months              0 days,,8,100~150,2015-04-14
73,KarmaLab,4.97,Registered 24 days              0 days,,10,55~70,2015-04-14
74,Bamsefar,,,,,,2015-04-14
75,lifecare,4.74,Registered 11 months              0 days,,3,150~200,2015-04-14
76,Noogz,4.72,Registered 2 months              0 days,,16,100~150,2015-04-14
77,stiffstyles,5.000,Registered 1 years 1 months              0 days,,111,500~1000,2015-04-14
78,fulltime,4.79,Registered 1 months              0 days,,17,70~100,2015-04-14
79,canadianforger,,,,,,2015-04-14
80,fakeasanything,4.819,Registered 1 years 1 months              0 days,,6,1000~1500,2015-04-14
81,b1g1mpact,4.83,Registered 1 years 1 months              0 days,,50,300~500,2015-04-14
82,Mike,4.61,Registered 1 years 3 months              0 days,,55,55~70,2015-04-14
83,Goldenman,0,Registered 25 days              0 days,,11,1~2,2015-04-14
84,aftershop,4.93,Registered 5 months              0 days,,8,150~200,2015-04-14
85,Just_Say_Know,4.84,Registered 7 months              0 days,,3,300~500,2015-04-14
86,NorCoKing492,4.83,Registered 3 months              0 days,,2,25~40,2015-04-14
87,sambalam8,4.96,Registered 1 years 1 months              0 days,,12,300~500,2015-04-14
88,GreatGalaxy,4.35,Registered 3 months              0 days,,84,40~55,2015-04-14
89,TheStimGuy,5.00,Registered 24 days              0 days,,44,70~100,2015-04-14
90,Doritos,4.69,Registered 10 months              0 days,,20,500~1000,2015-04-14
91,NextDayValium,5.00,Registered 1 years 0 months              0 days,,6,200~300,2015-04-14
92,batcountry,4.98,Registered 1 years 3 months              0 days,,9,150~200,2015-04-14
93,OZ-TEAM,,,,,,2015-04-14
94,Halaburton,4.98,Registered 1 years 0 months              0 days,,5,100~150,2015-04-14
95,DRmagic,4.98,Registered 1 years 4 months              0 days,,7,300~500,2015-04-14
96,EZTest,4.96,Registered 1 years 2 months              0 days,,54,300~500,2015-04-14
97,europedrugs,4.924,Registered 1 years 0 months              0 days,,27,500~1000,2015-04-14
98,Aseel,5.00,Registered 12 months              3 days,,1,15~25,2015-04-14
99,JenJen,4.99,Registered 5 months              0 days,,12,300~500,2015-04-14
100,HighENDD,4.91,Registered 1 years 3 months              0 days,,18,200~300,2015-04-14
101,psychotropix,4.982,Registered 11 months              0 days,,78,1000~2000,2015-04-14
102,Northwest_Nuggets,5.00,Registered 1 years 4 months              0 days,,9,300~500,2015-04-14
103,moggymoo,4.98,Registered 5 months              0 days,,3,55~70,2015-04-14
104,MrSaturn,,,,,,2015-04-14
105,REALDEAL,4.97,Registered 1 years 1 months              0 days,,18,200~300,2015-04-14
106,citizen5,5.00,Registered 23 days              0 days,,6,15~25,2015-04-14
107,maligan,5.000,Registered 1 years 3 months              0 days,,10,500~1000,2015-04-14
108,GoodieGumDropShop,4.94,Registered 6 months              0 days,,12,500~1000,2015-04-14
109,420DubeUK,4.99,Registered 5 months              0 days,,5,100~150,2015-04-14
110,Psymama,5.00,Registered 4 months              0 days,,5,55~70,2015-04-14
111,mikehamer,4.94,Registered 1 years 2 months              0 days,,32,300~500,2015-04-14
112,KingsHabit,4.90,Registered 1 years 2 months              0 days,,12,200~300,2015-04-14
113,GreenMountainMan,4.94,Registered 7 months              1 days,,12,300~500,2015-04-14
114,huntersthompson,4.882,Registered 1 years 0 months              0 days,,9,500~1000,2015-04-14
115,Panoramix,4.96,Registered 3 months              0 days,,6,200~300,2015-04-14
116,Montfort,,,,,,2015-04-14
