,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,4.991,Registered 1 years 1 months              0 days,,10,1000~1500,2015-03-22
1,HumboldtFarms,4.925,Registered 7 months              0 days,,54,1000~2000,2015-03-22
2,ReDEyE,4.99,Registered 3 months              0 days,,9,150~200,2015-03-22
3,MITAK,5.00,Registered 5 months              2 days,,16,40~55,2015-03-22
4,GrandWizardsLair,4.98,Registered 1 years 1 months              0 days,,5,300~500,2015-03-22
5,littlegoblin,4.88,Registered 1 years 0 months              0 days,,15,500~1000,2015-03-22
6,Rebel_Alliance,4.992,Registered 1 years 1 months              0 days,,7,500~1000,2015-03-22
7,Sir-ACAB,4.98,Registered 1 years 2 months              1 days,,2,100~150,2015-03-22
8,TheImportStore,5,Registered 2 days              0 days,,4,10~15,2015-03-22
9,reximusmaximus,4.998,Registered 4 months             On Vacation Mode since 14 hours,,11,500~1000,2015-03-22
10,SeattlesBest,4.976,Registered 1 years 3 months              0 days,,23,500~1000,2015-03-22
11,checkpoint,4.97,Registered 1 years 1 months              0 days,,17,300~500,2015-03-22
12,Comebackhaze48,4.75,Registered 10 months              2 days,,24,150~200,2015-03-22
13,Top_Gear_UK,4.917,Registered 1 years 1 months              0 days,,26,2000~3000,2015-03-22
14,HappyHippy2.0,4.97,Registered 1 years 1 months              0 days,,12,200~300,2015-03-22
15,galaxytreez,5,Registered 21 days              1 days,,9,10~15,2015-03-22
16,dmvnationsupply,,Registered 23 days              3 days,,3,0,2015-03-22
17,AmsterdamOnline,4.99,Registered 7 months              0 days,,3,200~300,2015-03-22
18,hogstandard,4.98,Registered 12 months              0 days,,8,150~200,2015-03-22
19,RivendellOrganics,5.00,Registered 2 months              0 days,,1,100~150,2015-03-22
20,xinhai,4.976,Registered 1 years 1 months              0 days,,13,2000~3000,2015-03-22
21,Doritos_Doritos,4,Registered 1 months              0 days,,18,10~15,2015-03-22
22,CashCo,5.00,Registered 1 years 1 months              0 days,,18,150~200,2015-03-22
23,indianpilldaddy,5.00,Registered 1 years 1 months              0 days,,157,200~300,2015-03-22
24,DragonEmperor,,Registered 26 days              6 days,,7,0,2015-03-22
25,RealAidoneus,4.99,Registered 1 years 0 months              4 days,,3,300~500,2015-03-22
