,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,4.992,Registered 1 years 2 months              0 days,,73,1000~1500,2015-04-23
1,HumboldtFarms,4.918,Registered 8 months              0 days,,53,2000~3000,2015-04-23
2,ReDEyE,4.99,Registered 4 months              0 days,,9,200~300,2015-04-23
3,littlegoblin,4.90,Registered 1 years 1 months              0 days,,16,500~1000,2015-04-23
4,TheImportStore,5.00,Registered 1 months              1 days,,1,70~100,2015-04-23
5,AlphaOne,5.00,Registered 28 days             On Vacation Mode since 3 hours,,3,15~25,2015-04-23
6,Comebackhaze48,4.76,Registered 11 months              0 days,,21,150~200,2015-04-23
7,HappyHippy2.0,4.96,Registered 1 years 2 months              0 days,,12,300~500,2015-04-23
8,galaxytreez,5.00,Registered 1 months              1 days,,9,15~25,2015-04-23
9,hogstandard,4.98,Registered 1 years 1 months             On Vacation Mode since 2 hours,,5,200~300,2015-04-23
10,xinhai,4.977,Registered 1 years 2 months              0 days,,15,2000~3000,2015-04-23
11,Doritos_Doritos,4.76,Registered 2 months              0 days,,22,40~55,2015-04-23
12,CashCo,5.00,Registered 1 years 2 months              0 days,,18,150~200,2015-04-23
13,Dimercurio,5.000,Registered 1 years 0 months              0 days,,8,1000~1500,2015-04-23
14,themoneyteam777,4.95,Registered 9 months              1 days,,15,100~150,2015-04-23
15,weed4you,4.998,Registered 1 years 4 months              2 days,,6,500~1000,2015-04-23
16,HumboldtHerbs,5.00,Registered 6 months              1 days,,20,40~55,2015-04-23
17,OregonTrail,5.00,Registered 5 months              0 days,,8,300~500,2015-04-23
18,MrMaserati,5,Registered 1 months              0 days,,21,6~10,2015-04-23
19,Addyshack,4.975,Registered 1 years 3 months              0 days,,21,1000~2000,2015-04-23
20,GermanImport,,Registered 9 days              0 days,,15,0,2015-04-23
21,babykale420,4.98,Registered 1 years 2 months              0 days,,12,300~500,2015-04-23
22,LucyUK,4.92,Registered 2 months              0 days,,18,500~1000,2015-04-23
23,summertime,4.943,Registered 1 years 4 months              0 days,,8,1000~2000,2015-04-23
24,WeRoll,4.854,Registered 1 years 3 months              0 days,,7,1000~1500,2015-04-23
25,salviana,5,Registered 1 months              1 days,,6,1~2,2015-04-23
26,cocktails,4.59,Registered 5 months              0 days,,30,300~500,2015-04-23
27,CrazedChemist,5.00,Registered 6 months              0 days,,24,300~500,2015-04-23
28,T5_NBOMe,4.76,Registered 1 years 2 months              0 days,,36,500~1000,2015-04-23
29,Walt-Disney,4.97,Registered 5 months              0 days,,29,150~200,2015-04-23
30,blow,4.78,Registered 9 months              0 days,,26,300~500,2015-04-23
31,joogman,4.98,Registered 3 months              1 days,,6,100~150,2015-04-23
32,cultmadeline,5.000,Registered 1 years 2 months              0 days,,14,2000~3000,2015-04-23
33,Discounts_R_Us,5.00,Registered 22 days              0 days,,9,25~40,2015-04-23
34,SocksRocksLocks,4.92,Registered 1 years 3 months              0 days,,4,150~200,2015-04-23
35,chipzahoy,4.900,Registered 10 months              0 days,,90,1000~1500,2015-04-23
36,CocaParis,4.99,Registered 1 years 4 months              0 days,,17,200~300,2015-04-23
37,AngelEyes,4.99,Registered 1 years 4 months              0 days,,10,300~500,2015-04-23
38,Cocaine_Oxy_Vape_Australia,5.00,Registered 3 months              0 days,,14,40~55,2015-04-23
39,theblossom,5.00,Registered 1 years 1 months              0 days,,29,200~300,2015-04-23
40,HonestChronic,,Registered 16 days              1 days,,2,0,2015-04-23
