,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,4.992,Registered 1 years 2 months              0 days,,81,1000~1500,2015-05-11
1,HumboldtFarms,4.914,Registered 8 months              1 days,,56,2000~3000,2015-05-11
2,GrandWizardsLair,4.98,Registered 1 years 3 months              0 days,,3,300~500,2015-05-11
3,Rebel_Alliance,4.993,Registered 1 years 2 months              2 days,,7,1000~1500,2015-05-11
4,HappyHippy2.0,4.96,Registered 1 years 2 months              1 days,,19,300~500,2015-05-11
5,galaxytreez,5.00,Registered 2 months              2 days,,9,25~40,2015-05-11
6,hogstandard,4.97,Registered 1 years 1 months              0 days,,7,200~300,2015-05-11
7,indianpilldaddy,4.98,Registered 1 years 2 months              0 days,,157,300~500,2015-05-11
8,GoingPostal,4.965,Registered 1 years 4 months              0 days,,116,4000~5000,2015-05-11
9,Dimercurio,5.000,Registered 1 years 1 months              0 days,,7,1000~1500,2015-05-11
10,OzAlpha,4.973,Registered 1 years 2 months              0 days,,26,500~1000,2015-05-11
11,Addyshack,4.964,Registered 1 years 4 months              0 days,,19,1000~2000,2015-05-11
12,tinacmarks,4.69,Registered 5 months              0 days,,64,15~25,2015-05-11
13,MIcasa-SUcasa,5.00,Registered 3 months              0 days,,23,40~55,2015-05-11
14,Premiumgear,5.00,Registered 1 years 1 months              0 days,,13,200~300,2015-05-11
15,CrazedChemist,4.991,Registered 6 months              0 days,,27,500~1000,2015-05-11
16,Walt-Disney,4.98,Registered 6 months              0 days,,24,200~300,2015-05-11
17,Flyfelix,4.99,Registered 1 years 4 months              0 days,,24,200~300,2015-05-11
18,black-kush,5.00,Registered 29 days              0 days,,14,25~40,2015-05-11
19,SocksRocksLocks,4.92,Registered 1 years 4 months              0 days,,11,150~200,2015-05-11
20,chipzahoy,4.892,Registered 11 months              1 days,,82,1000~1500,2015-05-11
21,TheWolfOfDarknet,5,Registered 1 months              0 days,,9,3~5,2015-05-11
22,SupplyGuy,5.00,Registered 1 months              0 days,,7,15~25,2015-05-11
23,dgslabz,4.957,Registered 1 years 3 months              2 days,,27,2000~3000,2015-05-11
24,precurs-shop,5,Registered 1 months              0 days,,33,10~15,2015-05-11
25,diondibra,5.00,Registered 4 months              0 days,,8,100~150,2015-05-11
26,craigman,4.99,Registered 1 years 0 months              1 days,,15,200~300,2015-05-11
27,InsideTheWhale,4.952,Registered 1 years 1 months              0 days,,89,500~1000,2015-05-11
28,shoeshunge,4.99,Registered 1 years 0 months              0 days,,4,500~1000,2015-05-11
29,Quantum.Black.Widow,4.87,Registered 1 years 2 months              2 days,,48,300~500,2015-05-11
30,GoodmedsDK,4.97,Registered 1 years 0 months              0 days,,22,300~500,2015-05-11
31,WestCoastCure,4.86,Registered 11 months              0 days,,5,300~500,2015-05-11
32,thomascheer,4.66,Registered 5 months              1 days,,94,150~200,2015-05-11
33,footstool,4.92,Registered 1 months              2 days,,10,55~70,2015-05-11
34,Pharma-deal,5,Registered 1 months              2 days,,72,6~10,2015-05-11
35,etimbuk,4.832,Registered 6 months              0 days,,339,1000~2000,2015-05-11
36,CZmadeMan,4.95,Registered 1 years 1 months              1 days,,29,150~200,2015-05-11
37,Cannaseed,4.87,Registered 1 years 3 months              1 days,,6,25~40,2015-05-11
38,Angelina,4.911,Registered 1 years 3 months              2 days,,23,1000~2000,2015-05-11
39,sayno2drugs,4.987,Registered 1 years 2 months              0 days,,16,1000~1500,2015-05-11
40,karmasyndicate,4.955,Registered 7 months              1 days,,34,1000~1500,2015-05-11
41,Customcandy,4.94,Registered 1 months              0 days,,12,100~150,2015-05-11
42,krautling,4.96,Registered 11 months              0 days,,12,300~500,2015-05-11
43,Thefairtrader,4.66,Registered 1 years 2 months              0 days,,35,500~1000,2015-05-11
44,lifecare,4.77,Registered 11 months              0 days,,7,200~300,2015-05-11
45,stiffstyles,5.000,Registered 1 years 2 months              0 days,,101,500~1000,2015-05-11
46,canadianforger,4.980,Registered 1 years 4 months              0 days,,52,2000~3000,2015-05-11
47,b1g1mpact,4.84,Registered 1 years 2 months              0 days,,51,300~500,2015-05-11
48,ProGear,4.940,Registered 7 months              0 days,,19,1000~1500,2015-05-11
49,Kino,4.97,Registered 1 months              0 days,,7,55~70,2015-05-11
50,NextDayValium,5.00,Registered 1 years 1 months              0 days,,9,200~300,2015-05-11
51,OZ-TEAM,4.998,Registered 1 years 1 months              0 days,,20,500~1000,2015-05-11
52,theRoadLessToxic,4.97,Registered 5 months              1 days,,18,200~300,2015-05-11
53,EZTest,4.96,Registered 1 years 3 months              2 days,,56,300~500,2015-05-11
54,psychotropix,4.984,Registered 11 months              0 days,,83,1000~2000,2015-05-11
55,Northwest_Nuggets,5.00,Registered 1 years 5 months              0 days,,11,300~500,2015-05-11
56,ickysticky,5.00,Registered 3 months              1 days,,16,200~300,2015-05-11
57,bionik,4.97,Registered 1 years 2 months              0 days,,11,200~300,2015-05-11
58,maligan,5.000,Registered 1 years 4 months              0 days,,11,500~1000,2015-05-11
59,cannabisrailroad,4.99,Registered 6 months              1 days,,5,300~500,2015-05-11
60,HurryUpandBuy,4.61,Registered 3 months              0 days,,12,100~150,2015-05-11
61,Dr-Lude,4.95,Registered 3 months              0 days,,5,55~70,2015-05-11
62,TheEntity,4.94,Registered 1 years 2 months              0 days,,4,300~500,2015-05-11
63,Mrweed,5.00,Registered 1 months              2 days,,6,40~55,2015-05-11
64,Montfort,4.909,Registered 9 months              0 days,,99,1000~1500,2015-05-11
65,MrSunshine,4.696,Registered 1 years 5 months              0 days,,66,1000~1500,2015-05-11
66,CQDX,4.99,Registered 5 months             On Vacation Mode since 1 days 1 hours,,9,500~1000,2015-05-11
67,budgetstoreUK,4.846,Registered 5 months              0 days,,18,500~1000,2015-05-11
68,AusMate,4.965,Registered 1 years 3 months              0 days,,29,1000~1500,2015-05-11
69,MerckKGaA,4.909,Registered 2 months              0 days,,70,1000~2000,2015-05-11
70,Caslava,4.958,Registered 1 years 2 months              0 days,,17,500~1000,2015-05-11
71,Croix,4.99,Registered 5 months              0 days,,9,100~150,2015-05-11
72,fastandsafe1234,4.726,Registered 1 years 1 months              0 days,,9,500~1000,2015-05-11
73,Mr.Lewis,4.864,Registered 1 years 2 months              0 days,,43,1000~1500,2015-05-11
74,The_Free_Marketeer,4.97,Registered 4 months              1 days,,4,100~150,2015-05-11
75,StudyDrugsUK,4.83,Registered 5 months              0 days,,28,300~500,2015-05-11
76,oliver201,4.93,Registered 1 years 1 months              0 days,,18,300~500,2015-05-11
77,TheBestCannabis,4.958,Registered 1 years 2 months              0 days,,158,1000~1500,2015-05-11
78,METHod_Man,4.95,Registered 3 months              0 days,,21,200~300,2015-05-11
79,LustigeZeit,,Registered 4 days              0 days,,2,0,2015-05-11
80,SKPDrugs,5.00,Registered 1 months              0 days,,42,15~25,2015-05-11
81,VladdyRS,4.97,Registered 1 years 0 months              0 days,,16,300~500,2015-05-11
82,OzoneArmor,,Registered 1 months              0 days,,2,0,2015-05-11
83,topdelivery,4.69,Registered 4 months              1 days,,10,15~25,2015-05-11
84,MrNiceGuy007,4.82,Registered 1 years 4 months              3 days,,13,300~500,2015-05-11
85,simonlabond,5.00,Registered 1 years 4 months              0 days,,4,200~300,2015-05-11
86,SolidSupply,5.00,Registered 1 months              0 days,,15,70~100,2015-05-11
87,GoodCitizensAU,4.77,Registered 1 months              0 days,,20,25~40,2015-05-11
88,NXTLEVEL,4.40,Registered 2 months              1 days,,16,15~25,2015-05-11
89,junglebunny318,5.00,Registered 9 months              1 days,,18,70~100,2015-05-11
90,HederalExpress,4.946,Registered 6 months              0 days,,108,500~1000,2015-05-11
91,TeamLotus,5.00,Registered 5 months              0 days,,46,200~300,2015-05-11
92,The_Drug_Store,4.99,Registered 17 days              0 days,,11,150~200,2015-05-11
93,AmishMafia,5.00,Registered 1 years 2 months              0 days,,10,300~500,2015-05-11
94,fromustou,4.73,Registered 1 years 2 months              0 days,,163,500~1000,2015-05-11
95,yaoming-ukevolution,4.88,Registered 1 months              0 days,,69,200~300,2015-05-11
96,ROCKETCHEM,5,Registered 3 months              0 days,,104,10~15,2015-05-11
97,AusKing,4.85,Registered 8 months              0 days,,15,150~200,2015-05-11
98,kramer_cosmo,5.00,Registered 1 months              1 days,,1,10~15,2015-05-11
99,IsolatedWarrior,4.99,Registered 1 years 3 months              1 days,,1,150~200,2015-05-11
100,AUsTORe,4.973,Registered 6 months              0 days,,66,500~1000,2015-05-11
101,StarburstCandy,5.00,Registered 2 months              0 days,,7,25~40,2015-05-11
102,CarlBildt,4.74,Registered 1 years 3 months              0 days,,25,150~200,2015-05-11
103,SusnaSmith,4.992,Registered 1 years 4 months              0 days,,12,1000~2000,2015-05-11
104,MeyerLansky2,4.95,Registered 1 years 0 months              0 days,,30,200~300,2015-05-11
105,Trapstar.,5,Registered 1 months              0 days,,24,10~15,2015-05-11
106,QuikConnect,4.97,Registered 1 years 2 months              0 days,,11,300~500,2015-05-11
107,ConcentratesKing,4.986,Registered 1 years 1 months              0 days,,24,2000~3000,2015-05-11
108,dubntuff,4.98,Registered 5 months              0 days,,49,300~500,2015-05-11
109,Adventure_Time!,4.95,Registered 1 years 2 months              0 days,,1,70~100,2015-05-11
110,pablo-ijscobar,4.90,Registered 5 months              1 days,,15,150~200,2015-05-11
111,High-Society,4.862,Registered 7 months              1 days,,44,500~1000,2015-05-11
112,Petch,4.989,Registered 1 years 2 months              1 days,,18,2000~3000,2015-05-11
113,CanadaLabSupply,5.00,Registered 1 months              0 days,,26,100~150,2015-05-11
114,BreezeTheGnome,4.92,Registered 5 months              0 days,,18,200~300,2015-05-11
115,cosmicbites,4.94,Registered 1 years 4 months              0 days,,28,300~500,2015-05-11
116,EdWestwick,4.97,Registered 8 months              0 days,,9,500~1000,2015-05-11
117,DankBoss101,4.965,Registered 1 years 2 months              0 days,,7,500~1000,2015-05-11
118,UnitedNations,4.98,Registered 10 months              0 days,,4,300~500,2015-05-11
119,preview-of-freedom,4.96,Registered 12 months              0 days,,12,500~1000,2015-05-11
120,medibuds,4.981,Registered 1 years 5 months              0 days,,61,5000+,2015-05-11
121,Aplus,5.00,Registered 1 months              0 days,,6,70~100,2015-05-11
122,Xtremenutrition,5,Registered 1 months              0 days,,22,3~5,2015-05-11
123,Roxtar,5,Registered 1 years 2 months              0 days,,9,3~5,2015-05-11
124,L0rzo,4.98,Registered 1 years 2 months              4 days,,11,100~150,2015-05-11
125,RICHARD_KUKLINSKI,4.75,Registered 10 months              0 days,,36,300~500,2015-05-11
126,Barterer,5.00,Registered 2 months              1 days,,21,15~25,2015-05-11
127,EvanderHolyfield,4.950,Registered 1 years 0 months              0 days,,11,500~1000,2015-05-11
128,DrRx,4.998,Registered 9 months              0 days,,7,2000~3000,2015-05-11
129,ArmyOfThePharaohs,,Registered 29 days              5 days,,9,0,2015-05-11
130,zunidog,4.88,Registered 1 years 2 months              0 days,,129,500~1000,2015-05-11
131,cerberus,4.87,Registered 1 years 4 months              0 days,,105,500~1000,2015-05-11
132,DeepMeds,4,Registered 1 months              2 days,,50,6~10,2015-05-11
133,dutchquality_1256,4.950,Registered 11 months              1 days,,26,1000~2000,2015-05-11
134,EuroRX,5.00,Registered 2 months              0 days,,56,25~40,2015-05-11
135,kriminale1,4.98,Registered 1 years 2 months              0 days,,33,200~300,2015-05-11
136,SAGreat,4.96,Registered 6 months              0 days,,42,300~500,2015-05-11
137,DrWhite,4.96,Registered 1 years 3 months              0 days,,38,200~300,2015-05-11
138,Supersolid,4.970,Registered 9 months              0 days,,15,1000~1500,2015-05-11
139,StealthPharmacy,4.99,Registered 1 months              0 days,,19,200~300,2015-05-11
140,Remedyplus,5,Registered 1 months              0 days,,83,10~15,2015-05-11
141,MysteryBox,4,Registered 1 months              0 days,,5,6~10,2015-05-11
142,Straightbiz,5.00,Registered 1 years 1 months              0 days,,25,150~200,2015-05-11
143,aussiegear,5.00,Registered 1 years 4 months              0 days,,6,40~55,2015-05-11
144,lostheaven,4.929,Registered 1 years 4 months              1 days,,85,2000~3000,2015-05-11
145,shadok,5,Registered 5 months              0 days,,9,3~5,2015-05-11
146,Drdouglas,5.00,Registered 5 months              0 days,,20,15~25,2015-05-11
147,Lucid_Gentleman,4.82,Registered 1 years 3 months              0 days,,81,500~1000,2015-05-11
148,stussy,5.00,Registered 11 months              0 days,,2,300~500,2015-05-11
149,NORWEGIANcom,4.98,Registered 1 years 1 months              0 days,,25,300~500,2015-05-11
150,VanillaSky,4.986,Registered 1 years 5 months              0 days,,4,500~1000,2015-05-11
151,420express,4.94,Registered 7 months              0 days,,2,200~300,2015-05-11
152,TheLeanZebra,4.89,Registered 3 months              0 days,,36,300~500,2015-05-11
153,ChinaChem,4.99,Registered 1 years 1 months              0 days,,67,150~200,2015-05-11
154,listonishere,4.901,Registered 11 months              1 days,,71,1000~1500,2015-05-11
155,RXChemist,4.793,Registered 11 months              1 days,,518,1000~2000,2015-05-11
156,soni_mathers,4.72,Registered 1 years 2 months              0 days,,4,40~55,2015-05-11
157,ingos-pharma,,Registered 3 months              0 days,,9, 1~2,2015-05-11
