,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5,Registered 7 months 17 days              0 hours,,29,3~5,2014-10-04
1,aneaglemum,5.00,Registered 8 months 5 days              20 hours,,1,15~25,2014-10-04
2,GrandWizardsLair,4.97,Registered 8 months 6 days              0 hours,,4,150~200,2014-10-04
3,littlegoblin,4.91,Registered 7 months 4 days              7 hours,,14,150~200,2014-10-04
4,Rebel_Alliance,4.99,Registered 7 months 21 days              17 hours,,7,300~500,2014-10-04
5,_drugs.inc_,,,,,,2014-10-04
6,cossacks,,,,,,2014-10-04
7,checkpoint,4.86,Registered 8 months 13 days              20 hours,,31,55~70,2014-10-04
8,GermanTerminal,4.990,Registered 8 months 14 days              9 days,,35,500~1000,2014-10-04
9,Comebackhaze48,4.96,Registered 4 months 23 days              0 hours,,28,40~55,2014-10-04
10,AGP,4.91,Registered 6 months 21 days              16 hours,,3,100~150,2014-10-04
11,Top_Gear_UK,,,,,,2014-10-04
12,xinhai,4.966,Registered 7 months 24 days              15 hours,,15,1000+,2014-10-04
13,indianpilldaddy,5.00,Registered 7 months 23 days              20 hours,,88,70~100,2014-10-04
14,mob-wives,5,Registered 10 days              1 hours,,5,1~2,2014-10-04
15,Perron,5.00,Registered 1 months 10 days              0 hours,,23,70~100,2014-10-04
16,GoingPostal,4.968,Registered 9 months 17 days              3 hours,,92,1000+,2014-10-04
17,Dimercurio,5.00,Registered 6 months 2 days              8 hours,,5,200~300,2014-10-04
18,themoneyteam777,5.00,Registered 2 months 10 days              8 hours,,7,55~70,2014-10-04
19,OzAlpha,5.00,Registered 7 months 20 days              20 hours,,15,200~300,2014-10-04
20,pharmerjo,4.96,Registered 6 months 20 days              1 days 5 hours,,6,150~200,2014-10-04
21,replicator,,Registered 6 months 11 days              1 months 2 days,,14,0,2014-10-04
22,WALLSTREETx2,5.000,Registered 7 months 19 days              0 hours,,14,1000+,2014-10-04
23,Addies,5,Registered 7 months 20 days              15 days,,2,3~5,2014-10-04
24,topdeals,4.50,Registered 7 months 12 days              6 months 23 days,,14,25~40,2014-10-04
25,DonTuriddu,4.53,Registered 5 months 19 days              7 hours,,13,100~150,2014-10-04
26,TOPSHOP,5,Registered 1 months 17 days              0 hours,,18,6~10,2014-10-04
27,Meds2Buy,5.00,Registered 3 months 29 days              12 hours,,62,15~25,2014-10-04
28,Fire_Fire,4.97,Registered 7 months 3 days              17 hours,,6,200~300,2014-10-04
29,tripledip,5,Registered 7 days              1 days 1 hours,,5,10~15,2014-10-04
30,summertime,4.948,Registered 10 months 1 days              0 hours,,9,500~1000,2014-10-04
31,WeRoll,4.78,Registered 8 months 21 days              2 hours,,11,300~500,2014-10-04
32,Premiumgear,5.00,Registered 6 months 16 days              0 hours,,16,150~200,2014-10-04
33,bostongeorge14,4.95,Registered 23 days              9 hours,,18,40~55,2014-10-04
34,sereal,4.98,Registered 10 months 0 days              0 hours,,39,100~150,2014-10-04
35,HARRODS,4.50,Registered 6 months 12 days              2 days 7 hours,,20,100~150,2014-10-04
36,tomsmith0626,4.88,Registered 8 months 3 days              23 hours,,7,150~200,2014-10-04
37,T5_NBOMe,3.73,Registered 7 months 21 days              8 days,,28,25~40,2014-10-04
38,Flyfelix,,,,,,2014-10-04
39,Mpower,,Registered 18 days              5 hours,,13,0,2014-10-04
40,Eos,4.99,Registered 8 months 22 days              21 hours,,9,200~300,2014-10-04
41,SocksRocksLocks,,,,,,2014-10-04
42,AngelEyes,4.99,Registered 10 months 2 days              3 hours,,8,150~200,2014-10-04
43,rx4cheap,5.00,Registered 4 months 26 days              9 hours,,6,70~100,2014-10-04
44,rockyroad88,5,Registered 3 months 16 days              2 months 20 days,,4,6~10,2014-10-04
45,alphadweller,5,Registered 22 days              3 hours,,16,1~2,2014-10-04
46,dgslabz,4.970,Registered 8 months 3 days              5 days,,17,1000+,2014-10-04
47,androgenie,4.98,Registered 7 months 21 days              16 hours,,3,70~100,2014-10-04
48,PhoenixRises74,,Registered 5 months 18 days              1 days 15 hours,,1,0,2014-10-04
49,cashmonay13,3.56,Registered 9 months 10 days              5 months 7 days,,8,15~25,2014-10-04
50,craigman,5,Registered 5 months 0 days              19 hours,,8,3~5,2014-10-04
51,Febbraio2468,4.81,Registered 9 months 28 days              1 months 12 days,,7,70~100,2014-10-04
52,ladyskywalker,5.00,Registered 3 months 2 days              22 hours,,5,150~200,2014-10-04
53,shoeshunge,4.98,Registered 5 months 12 days              2 hours,,9,200~300,2014-10-04
54,GoodmedsDK,4.99,Registered 4 months 26 days              9 hours,,18,100~150,2014-10-04
55,Hesh!,4.45,Registered 7 months 19 days              4 days,,6,10~15,2014-10-04
56,sweshroom,,,,,,2014-10-04
57,Hollands-Best,4.97,Registered 4 months 28 days              9 hours,,38,200~300,2014-10-04
58,RealDope,4.88,Registered 3 months 27 days              1 hours,,6,200~300,2014-10-04
59,LionwareTradingCo,,Registered 7 months 11 days              4 days,,1,0,2014-10-04
