,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,HumboldtFarms,4.925,Registered 6 months              1 days,,46,1000~2000,2015-03-16
1,ReDEyE,4.99,Registered 3 months              1 days,,11,100~150,2015-03-16
2,GrandWizardsLair,4.98,Registered 1 years 1 months              0 days,,6,300~500,2015-03-16
3,littlegoblin,4.88,Registered 1 years 0 months              2 days,,15,500~1000,2015-03-16
4,SeattlesBest,4.975,Registered 1 years 3 months              1 days,,21,500~1000,2015-03-16
5,Top_Gear_UK,4.919,Registered 1 years 0 months              0 days,,30,2000~3000,2015-03-16
6,HappyHippy2.0,4.97,Registered 1 years 0 months              0 days,,12,200~300,2015-03-16
7,AmsterdamOnline,4.99,Registered 6 months              2 days,,3,200~300,2015-03-16
8,xinhai,4.972,Registered 1 years 1 months              0 days,,13,2000~3000,2015-03-16
9,CashCo,5.00,Registered 1 years 0 months              0 days,,18,150~200,2015-03-16
10,indianpilldaddy,5.00,Registered 1 years 1 months              0 days,,156,200~300,2015-03-16
11,Perron,4.99,Registered 6 months              0 days,,15,500~1000,2015-03-16
12,GoingPostal,4.962,Registered 1 years 2 months              1 days,,106,3000~4000,2015-03-16
13,Dimercurio,5.000,Registered 11 months              0 days,,13,1000~1500,2015-03-16
14,MrKidX,4.96,Registered 10 months              0 days,,10,150~200,2015-03-16
15,themoneyteam777,4.95,Registered 7 months              1 days,,13,70~100,2015-03-16
16,WALLSTREETx2,5.000,Registered 1 years 0 months              1 days,,5,3000~4000,2015-03-16
17,OregonTrail,5.00,Registered 3 months              0 days,,6,200~300,2015-03-16
18,hanspoel,4.98,Registered 1 years 1 months              0 days,,8,100~150,2015-03-16
19,t3h_fonz,4.95,Registered 4 months              0 days,,17,55~70,2015-03-16
20,1dboladay,4.32,Registered 12 months              0 days,,16,25~40,2015-03-16
21,Meds2Buy,4.75,Registered 9 months              1 days,,82,100~150,2015-03-16
22,Kiefernzapfen,4.96,Registered 4 months              1 days,,14,150~200,2015-03-16
23,MIcasa-SUcasa,5.00,Registered 1 months              2 days,,18,15~25,2015-03-16
24,Fire_Fire,4.94,Registered 1 years 0 months              0 days,,14,500~1000,2015-03-16
25,BlackRhinoLabs,,Registered 12 days              3 days,,13,0,2015-03-16
26,bostongeorge14,4.872,Registered 6 months              0 days,,74,1000~1500,2015-03-16
27,CrazedChemist,5.00,Registered 4 months              0 days,,12,300~500,2015-03-16
28,T5_NBOMe,4.81,Registered 1 years 1 months              0 days,,28,300~500,2015-03-16
29,Flyfelix,4.99,Registered 1 years 2 months              2 days,,6,200~300,2015-03-16
30,Eos,4.98,Registered 1 years 2 months              5 days,,6,300~500,2015-03-16
31,SocksRocksLocks,4.96,Registered 1 years 2 months              0 days,,7,150~200,2015-03-16
32,chipzahoy,4.909,Registered 9 months              0 days,,75,500~1000,2015-03-16
33,CocaParis,4.98,Registered 1 years 2 months              0 days,,18,150~200,2015-03-16
34,Cocaine_Oxy_Vape_Australia,5.00,Registered 1 months              0 days,,16,25~40,2015-03-16
35,theblossom,5.00,Registered 1 years 0 months              0 days,,28,200~300,2015-03-16
36,androgenie,4.88,Registered 1 years 1 months              2 days,,5,100~150,2015-03-16
37,Boggalertz2,5,Registered 2 months              0 days,,5,3~5,2015-03-16
38,dirt_cheap_china,4,Registered 4 months              0 days,,36,15~25,2015-03-16
39,JimmytheGent,4.987,Registered 8 months              0 days,,10,500~1000,2015-03-16
40,craigman,5.00,Registered 10 months              0 days,,17,100~150,2015-03-16
41,InsideTheWhale,4.96,Registered 11 months              0 days,,88,500~1000,2015-03-16
42,ladyskywalker,4.93,Registered 8 months              0 days,,11,300~500,2015-03-16
43,AL-LADin,5.00,Registered 8 months              5 days,,8,70~100,2015-03-16
44,shoeshunge,4.99,Registered 10 months              0 days,,4,300~500,2015-03-16
45,Quantum.Black.Widow,4.86,Registered 1 years 0 months              2 days,,50,300~500,2015-03-16
46,GoodmedsDK,4.97,Registered 10 months              0 days,,22,200~300,2015-03-16
47,thomascheer,4.52,Registered 3 months              1 days,,48,100~150,2015-03-16
48,CDARWIN,4.98,Registered 4 months              0 days,,14,200~300,2015-03-16
49,etimbuk,4.832,Registered 4 months              0 days,,253,500~1000,2015-03-16
50,GreenBlvd,4.834,Registered 11 months              0 days,,4,1000~1500,2015-03-16
51,AtomicLove,5.00,Registered 5 months              0 days,,12,300~500,2015-03-16
52,PremiumSpores,5,Registered 29 days              0 days,,4,10~15,2015-03-16
53,CZmadeMan,4.90,Registered 11 months              0 days,,29,70~100,2015-03-16
54,ImportDirect,4.91,Registered 1 years 0 months              3 days,,22,300~500,2015-03-16
55,salamalejkum,4.86,Registered 1 years 0 months              0 days,,92,200~300,2015-03-16
56,Team_Alpha,,Registered 6 days              0 days,,2,0,2015-03-16
57,Angelina,4.909,Registered 1 years 1 months              0 days,,21,1000~1500,2015-03-16
58,rainbowbear,4.97,Registered 1 years 1 months              0 days,,18,200~300,2015-03-16
59,ProStudioEtLabore,5.00,Registered 1 years 0 months              1 days,,4,70~100,2015-03-16
60,cokeman,5,Registered 10 days              0 days,,8,3~5,2015-03-16
61,blackhand,4.996,Registered 1 years 3 months              0 days,,119,500~1000,2015-03-16
62,Pleatherette,5.00,Registered 4 months              0 days,,2,25~40,2015-03-16
63,DrEarnhardt,4.810,Registered 1 years 3 months              2 days,,32,2000~3000,2015-03-16
64,AustralianHash,4.99,Registered 1 years 0 months              0 days,,4,200~300,2015-03-16
65,TessellatedLSD,4.98,Registered 3 months              3 days,,5,150~200,2015-03-16
66,sayno2drugs,4.985,Registered 1 years 0 months              0 days,,13,500~1000,2015-03-16
67,Bisto,4.933,Registered 1 years 0 months              0 days,,16,1000~1500,2015-03-16
68,karmasyndicate,4.950,Registered 5 months              0 days,,33,500~1000,2015-03-16
69,subzero!!,5,Registered 1 months              0 days,,13,10~15,2015-03-16
70,RichPorter,4.90,Registered 1 years 3 months              0 days,,6,150~200,2015-03-16
71,SomeonewhoISme,5.00,Registered 4 months              0 days,,9,200~300,2015-03-16
72,axa,5.00,Registered 1 years 1 months              0 days,,11,300~500,2015-03-16
73,goku420,4.94,Registered 2 months              0 days,,1,15~25,2015-03-16
74,krautling,4.96,Registered 9 months              0 days,,1,200~300,2015-03-16
75,OzJuice,5.00,Registered 4 months              0 days,,38,25~40,2015-03-16
76,Thefairtrader,4.59,Registered 1 years 0 months              0 days,,29,300~500,2015-03-16
77,digimon,5.00,Registered 5 months              0 days,,6,100~150,2015-03-16
78,DEXTERS_LABORATORY,4.93,Registered 26 days              0 days,,2,15~25,2015-03-16
79,lifecare,4.73,Registered 10 months              0 days,,2,150~200,2015-03-16
80,Noogz,4.60,Registered 1 months              0 days,,11,25~40,2015-03-16
81,stiffstyles,5.00,Registered 1 years 0 months              0 days,,112,500~1000,2015-03-16
82,UKChemicals,4.97,Registered 4 months              0 days,,6,70~100,2015-03-16
83,canadianforger,4.979,Registered 1 years 2 months              0 days,,48,1000~1500,2015-03-16
84,fakeasanything,4.826,Registered 1 years 0 months              0 days,,6,1000~1500,2015-03-16
85,QualityWeed,4.996,Registered 1 years 0 months              0 days,,10,500~1000,2015-03-16
86,b1g1mpact,4.85,Registered 1 years 0 months              0 days,,50,300~500,2015-03-16
87,Mike,4.61,Registered 1 years 2 months              0 days,,73,55~70,2015-03-16
88,Adderall,4.66,Registered 1 years 3 months              1 days,,7,55~70,2015-03-16
89,aftershop,4.96,Registered 4 months              0 days,,6,100~150,2015-03-16
90,MagicMan,5.00,Registered 4 months              0 days,,6,70~100,2015-03-16
91,Just_Say_Know,4.84,Registered 6 months              0 days,,1,300~500,2015-03-16
92,GetBTC,4.83,Registered 9 months              2 days,,29,200~300,2015-03-16
93,ProGear,4.97,Registered 6 months              0 days,,15,500~1000,2015-03-16
94,sambalam8,4.96,Registered 1 years 0 months              0 days,,7,300~500,2015-03-16
95,GreatGalaxy,4.28,Registered 2 months              0 days,,84,25~40,2015-03-16
96,Renegade,4.93,Registered 1 years 1 months              0 days,,30,100~150,2015-03-16
97,GnarlyGnome,4.98,Registered 8 months              0 days,,12,70~100,2015-03-16
98,Talking_Tom,5.00,Registered 4 months              0 days,,17,40~55,2015-03-16
99,ONAXKing,4.94,Registered 1 months              0 days,,1,55~70,2015-03-16
100,Doritos,4.69,Registered 9 months              1 days,,13,500~1000,2015-03-16
101,NextDayValium,5.00,Registered 12 months              0 days,,9,200~300,2015-03-16
102,OZ-TEAM,4.998,Registered 11 months              0 days,,21,500~1000,2015-03-16
103,Halaburton,4.97,Registered 12 months              0 days,,4,100~150,2015-03-16
104,theRoadLessToxic,4.92,Registered 3 months              0 days,,20,100~150,2015-03-16
105,jacobslvr,5.00,Registered 1 months              2 days,,13,40~55,2015-03-16
106,rumpelstilzzen,4.91,Registered 2 months              0 days,,15,150~200,2015-03-16
107,EZTest,4.96,Registered 1 years 1 months              0 days,,54,300~500,2015-03-16
108,europedrugs,4.92,Registered 11 months              0 days,,40,500~1000,2015-03-16
109,Aseel,5.00,Registered 11 months              1 days,,6,15~25,2015-03-16
110,Righteous,4.980,Registered 1 years 2 months              0 days,,17,1000~1500,2015-03-16
111,I_dont_know,5.00,Registered 1 years 2 months              0 days,,7,200~300,2015-03-16
112,FullEscrow,,Registered 1 days              0 days,,14,0,2015-03-16
113,psychotropix,4.985,Registered 10 months              0 days,,66,1000~1500,2015-03-16
