,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,4.991,Registered 1 years 1 months              0 days,,9,1000~1500,2015-03-27
1,HumboldtFarms,4.924,Registered 7 months              0 days,,49,1000~2000,2015-03-27
2,GrandWizardsLair,4.98,Registered 1 years 1 months              0 days,,6,300~500,2015-03-27
3,littlegoblin,4.90,Registered 1 years 0 months              0 days,,16,500~1000,2015-03-27
4,Rebel_Alliance,4.992,Registered 1 years 1 months              0 days,,7,500~1000,2015-03-27
5,Sir-ACAB,4.94,Registered 1 years 2 months              4 days,,2,100~150,2015-03-27
6,reximusmaximus,4.998,Registered 4 months             On Vacation Mode since 5 hours,,11,500~1000,2015-03-27
7,Top_Gear_UK,4.918,Registered 1 years 1 months              0 days,,29,2000~3000,2015-03-27
8,xinhai,4.977,Registered 1 years 1 months              0 days,,13,2000~3000,2015-03-27
9,GoingPostal,4.963,Registered 1 years 3 months              0 days,,107,3000~4000,2015-03-27
10,MrKidX,4.97,Registered 10 months              0 days,,8,200~300,2015-03-27
11,MitchHedberg,,Registered 4 days              0 days,,4, 3~5,2015-03-27
12,HumboldtHerbs,5.00,Registered 5 months              3 days,,20,25~40,2015-03-27
13,OzAlpha,4.98,Registered 1 years 1 months              3 days,,18,500~1000,2015-03-27
14,pharmerjo,4.94,Registered 1 years 0 months              4 days,,6,300~500,2015-03-27
15,WALLSTREETx2,5.000,Registered 1 years 1 months              0 days,,6,3000~4000,2015-03-27
16,OregonTrail,5.00,Registered 4 months              0 days,,7,200~300,2015-03-27
17,1dboladay,4.32,Registered 1 years 0 months              1 days,,16,25~40,2015-03-27
18,Addyshack,4.973,Registered 1 years 2 months              0 days,,9,1000~2000,2015-03-27
19,Plumsauce,5.00,Registered 8 days              0 days,,8,100~150,2015-03-27
20,Meds2Buy,4.91,Registered 9 months              5 days,,82,100~150,2015-03-27
21,Kiefernzapfen,4.97,Registered 5 months              0 days,,5,150~200,2015-03-27
22,MIcasa-SUcasa,5.00,Registered 2 months              3 days,,18,15~25,2015-03-27
23,babykale420,4.98,Registered 1 years 1 months              0 days,,15,300~500,2015-03-27
24,summertime,4.942,Registered 1 years 3 months              0 days,,9,1000~1500,2015-03-27
25,BlackRhinoLabs,,Registered 23 days              0 days,,13,0,2015-03-27
26,bostongeorge14,4.878,Registered 6 months              0 days,,84,1000~2000,2015-03-27
27,CrazedChemist,5.00,Registered 5 months              0 days,,17,300~500,2015-03-27
28,eurodrugs,,Registered 10 days              0 days,,14,0,2015-03-27
29,blow,4.86,Registered 9 months              0 days,,25,200~300,2015-03-27
30,tzzht,5.00,Registered 8 months              3 days,,6,25~40,2015-03-27
31,joogman,4.98,Registered 2 months              0 days,,8,55~70,2015-03-27
32,brownjames,4.95,Registered 1 years 1 months              0 days,,6,300~500,2015-03-27
33,SocksRocksLocks,4.96,Registered 1 years 2 months              4 days,,6,150~200,2015-03-27
34,chipzahoy,4.893,Registered 9 months              3 days,,78,500~1000,2015-03-27
35,CocaParis,4.98,Registered 1 years 3 months              0 days,,20,150~200,2015-03-27
36,theblossom,5.00,Registered 1 years 0 months              0 days,,29,200~300,2015-03-27
37,androgenie,4.88,Registered 1 years 1 months              6 days,,5,100~150,2015-03-27
38,Overdos3d,5,Registered 5 days              0 days,,47,1~2,2015-03-27
39,diondibra,5.00,Registered 2 months              0 days,,6,70~100,2015-03-27
40,JimmytheGent,4.989,Registered 9 months              0 days,,11,500~1000,2015-03-27
41,craigman,5.00,Registered 10 months              0 days,,15,150~200,2015-03-27
42,thomascheer,4.53,Registered 3 months              3 days,,79,100~150,2015-03-27
43,footstool,,Registered 5 days              0 days,,14, 1~2,2015-03-27
44,Pharma-deal,,Registered 6 days              3 days,,7,0,2015-03-27
45,AtomicLove,4.99,Registered 5 months             On Vacation Mode since 2 hours,,9,500~1000,2015-03-27
46,salamalejkum,4.84,Registered 1 years 1 months              0 days,,93,300~500,2015-03-27
47,Team_Alpha,0,Registered 17 days              0 days,,2,6~10,2015-03-27
48,OpenSource,5.00,Registered 1 years 3 months              1 days,,3,100~150,2015-03-27
49,Angelina,4.910,Registered 1 years 1 months              0 days,,27,1000~1500,2015-03-27
50,gallo666,4,Registered 1 years 1 months              3 days,,15,6~10,2015-03-27
51,cokeman,4.90,Registered 22 days              3 days,,5,70~100,2015-03-27
52,blackhand,4.996,Registered 1 years 3 months              0 days,,119,500~1000,2015-03-27
53,DrEarnhardt,4.813,Registered 1 years 3 months              0 days,,39,2000~3000,2015-03-27
54,karmasyndicate,4.944,Registered 5 months              0 days,,33,500~1000,2015-03-27
55,subzero!!,5,Registered 2 months              0 days,,12,15~25,2015-03-27
56,whiteyford,4.946,Registered 1 years 3 months              3 days,,26,500~1000,2015-03-27
57,RichPorter,4.93,Registered 1 years 3 months              3 days,,6,150~200,2015-03-27
58,SomeonewhoISme,5.00,Registered 4 months              0 days,,5,300~500,2015-03-27
59,axa,5.00,Registered 1 years 1 months              0 days,,12,300~500,2015-03-27
60,krautling,4.96,Registered 9 months              0 days,,11,200~300,2015-03-27
61,OzJuice,5.00,Registered 4 months              0 days,,41,40~55,2015-03-27
62,Republic,5.00,Registered 1 years 1 months              0 days,,2,100~150,2015-03-27
63,Thefairtrader,4.61,Registered 1 years 0 months              3 days,,31,300~500,2015-03-27
64,KarmaLab,5,Registered 6 days              0 days,,15,6~10,2015-03-27
65,stiffstyles,5.00,Registered 1 years 1 months              0 days,,106,500~1000,2015-03-27
66,b1g1mpact,4.82,Registered 1 years 1 months              3 days,,50,300~500,2015-03-27
67,Mike,4.61,Registered 1 years 3 months              0 days,,73,55~70,2015-03-27
68,Adderall,4.66,Registered 1 years 3 months              0 days,,7,55~70,2015-03-27
69,sambalam8,4.96,Registered 1 years 1 months              0 days,,7,300~500,2015-03-27
70,Renegade,4.93,Registered 1 years 1 months              0 days,,34,200~300,2015-03-27
71,GnarlyGnome,4.96,Registered 8 months              0 days,,11,100~150,2015-03-27
72,Talking_Tom,5.00,Registered 4 months              3 days,,17,40~55,2015-03-27
73,ONAXKing,4.88,Registered 1 months              3 days,,4,70~100,2015-03-27
74,NextDayValium,5.00,Registered 1 years 0 months              3 days,,6,200~300,2015-03-27
75,OZ-TEAM,4.998,Registered 11 months              0 days,,21,500~1000,2015-03-27
76,Halaburton,4.98,Registered 1 years 0 months              0 days,,4,100~150,2015-03-27
77,theRoadLessToxic,4.95,Registered 3 months              0 days,,26,100~150,2015-03-27
78,jacobslvr,5.00,Registered 1 months              4 days,,12,70~100,2015-03-27
79,rumpelstilzzen,4.91,Registered 3 months              0 days,,13,150~200,2015-03-27
80,DRmagic,4.98,Registered 1 years 3 months              0 days,,6,300~500,2015-03-27
81,EZTest,4.96,Registered 1 years 1 months              3 days,,53,300~500,2015-03-27
82,europedrugs,4.930,Registered 1 years 0 months              0 days,,36,500~1000,2015-03-27
83,Aseel,5.00,Registered 11 months              0 days,,1,15~25,2015-03-27
84,I_dont_know,5.00,Registered 1 years 2 months              0 days,,14,300~500,2015-03-27
85,JenJen,4.99,Registered 4 months              0 days,,9,300~500,2015-03-27
86,A1CRACK,5,Registered 3 days              0 days,,7,1~2,2015-03-27
87,psychotropix,4.986,Registered 10 months              0 days,,90,1000~1500,2015-03-27
88,Quixotic,5.00,Registered 1 years 3 months              7 days,,11,40~55,2015-03-27
89,ickysticky,5.00,Registered 1 months              0 days,,8,70~100,2015-03-27
90,MrSaturn,4.99,Registered 1 years 0 months              0 days,,26,200~300,2015-03-27
91,bionik,4.97,Registered 1 years 1 months              0 days,,11,200~300,2015-03-27
92,maligan,5.000,Registered 1 years 3 months              0 days,,8,500~1000,2015-03-27
93,Martin-de,5,Registered 2 months              0 days,,1,3~5,2015-03-27
94,PharmacyNorway,4,Registered 3 months              0 days,,4,3~5,2015-03-27
95,Bernadotte,5.00,Registered 3 months              0 days,,6,25~40,2015-03-27
96,nextdaydope,5,Registered 1 months              0 days,,3,10~15,2015-03-27
97,Dr-Lude,4.91,Registered 2 months              0 days,,7,25~40,2015-03-27
98,TrustedFOX,5,Registered 1 months              0 days,,6,1~2,2015-03-27
99,fakeITA,,Registered 7 months              3 days,,9, 1~2,2015-03-27
100,TheEntity,4.94,Registered 1 years 0 months              3 days,,5,300~500,2015-03-27
101,GreenMountainMan,4.93,Registered 7 months              0 days,,18,300~500,2015-03-27
102,MILF,,Registered 9 days              3 days,,8,0,2015-03-27
103,MrSunshine,4.688,Registered 1 years 3 months              4 days,,69,1000~1500,2015-03-27
104,bestaussiegear,4.940,Registered 9 months              0 days,,22,500~1000,2015-03-27
105,painfree,4.70,Registered 1 years 0 months              0 days,,17,100~150,2015-03-27
106,AusMate,4.961,Registered 1 years 2 months              0 days,,33,500~1000,2015-03-27
107,DoctorNick,4.94,Registered 1 years 1 months              0 days,,28,300~500,2015-03-27
108,KittenHuffer,4.993,Registered 1 years 0 months              0 days,,32,500~1000,2015-03-27
109,Iwearnopants,5,Registered 5 days              0 days,,13,1~2,2015-03-27
110,OneKing,4.40,Registered 6 months              0 days,,25,100~150,2015-03-27
111,GreenStreet,4.94,Registered 8 months              0 days,,8,150~200,2015-03-27
112,Apotheke,4.956,Registered 9 months              4 days,,22,500~1000,2015-03-27
113,StudyDrugsUK,4.89,Registered 4 months              0 days,,7,200~300,2015-03-27
114,cyanspore,4.97,Registered 1 years 1 months              0 days,,1,200~300,2015-03-27
115,insta_grams,4.88,Registered 1 years 1 months              0 days,,10,200~300,2015-03-27
116,ferrisbueller,4.939,Registered 1 years 3 months              0 days,,4,500~1000,2015-03-27
117,xdoc,5.00,Registered 1 years 2 months              0 days,,10,100~150,2015-03-27
118,ogbryan,4.972,Registered 1 years 1 months              0 days,,12,500~1000,2015-03-27
119,TheBestCannabis,4.959,Registered 1 years 1 months              0 days,,128,500~1000,2015-03-27
120,METHod_Man,4.98,Registered 1 months              0 days,,9,70~100,2015-03-27
121,SKPDrugs,,Registered 3 days              3 days,,1,0,2015-03-27
122,vicious86,4.994,Registered 1 years 3 months              0 days,,11,1000~1500,2015-03-27
123,Saralea,4.99,Registered 1 years 3 months              0 days,,9,300~500,2015-03-27
124,StrayasFinest,4.57,Registered 3 months              0 days,,28,70~100,2015-03-27
125,DutchDeal,4.95,Registered 1 years 2 months              0 days,,23,150~200,2015-03-27
126,RCS4YOU,4.94,Registered 7 months              0 days,,20,40~55,2015-03-27
127,Dogkingdom,4.98,Registered 3 months              0 days,,11,70~100,2015-03-27
128,JustSmuggledN!,4.840,Registered 1 years 0 months              0 days,,27,1000~2000,2015-03-27
129,HederalExpress,4.95,Registered 4 months              3 days,,14,300~500,2015-03-27
130,The_L,4.88,Registered 3 months              0 days,,28,500~1000,2015-03-27
131,TheRoyalOil,4.78,Registered 1 years 1 months              0 days,,13,150~200,2015-03-27
132,the_xodna,4.85,Registered 4 months              3 days,,7,150~200,2015-03-27
133,AmishMafia,5.00,Registered 1 years 1 months              0 days,,10,200~300,2015-03-27
134,fromustou,4.70,Registered 1 years 0 months              3 days,,19,300~500,2015-03-27
135,lambdapharma,5.00,Registered 5 months              3 days,,1,25~40,2015-03-27
136,budwax,5,Registered 1 months              0 days,,15,10~15,2015-03-27
137,HollyMolly,5.00,Registered 1 years 3 months              0 days,,19,100~150,2015-03-27
138,yaoming-ukevolution,,Registered 4 days              0 days,,45, 1~2,2015-03-27
139,Markovich,4.967,Registered 1 years 3 months              0 days,,19,1000~2000,2015-03-27
140,gammagoblin,4.978,Registered 1 years 2 months              0 days,,13,1000~2000,2015-03-27
141,the-backbone,5.00,Registered 1 years 1 months              0 days,,2,15~25,2015-03-27
142,Dr.Clean,5.00,Registered 1 months              0 days,,7,40~55,2015-03-27
143,Citra-EVO,5,Registered 7 days              0 days,,122,6~10,2015-03-27
144,Sandoz1943,4.63,Registered 1 years 3 months              0 days,,14,70~100,2015-03-27
145,IsolatedWarrior,4.99,Registered 1 years 1 months              3 days,,1,150~200,2015-03-27
146,Lion,4.800,Registered 1 years 2 months              0 days,,67,1000~1500,2015-03-27
147,USA-To-USA-DrugStore,5.00,Registered 26 days              0 days,,10,40~55,2015-03-27
148,MRUKSBEST,4.83,Registered 11 months              0 days,,26,500~1000,2015-03-27
149,StarburstCandy,5.00,Registered 1 months              4 days,,7,10~15,2015-03-27
150,cashflow,4.90,Registered 1 years 1 months              0 days,,2,150~200,2015-03-27
151,trillixer,4.76,Registered 3 months              0 days,,14,150~200,2015-03-27
152,CarlBildt,4.73,Registered 1 years 1 months              3 days,,28,150~200,2015-03-27
