,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5.00,Registered 8 months              0 days,,31,70~100,2014-11-08
1,HumboldtFarms,4.92,Registered 2 months              0 days,,32,200~300,2014-11-08
2,DeWeed,4.90,Registered 6 months              0 days,,3,70~100,2014-11-08
3,MITAK,5,Registered 1 months              1 days,,14,6~10,2014-11-08
4,GrandWizardsLair,4.98,Registered 9 months              0 days,,6,200~300,2014-11-08
5,littlegoblin,4.89,Registered 8 months              0 days,,14,200~300,2014-11-08
6,Rebel_Alliance,4.99,Registered 8 months              0 days,,7,300~500,2014-11-08
7,ThePartyDepot,5.00,Registered 5 months              0 days,,5,100~150,2014-11-08
8,cossacks,4.98,Registered 8 months              0 days,,3,300~500,2014-11-08
9,SeattlesBest,4.97,Registered 11 months              0 days,,14,300~500,2014-11-08
10,checkpoint,4.88,Registered 9 months              0 days,,31,70~100,2014-11-08
11,Comebackhaze48,4.89,Registered 5 months              1 days,,30,70~100,2014-11-08
12,AGP,4.91,Registered 7 months              0 days,,5,100~150,2014-11-08
13,Top_Gear_UK,4.841,Registered 8 months              1 days,,18,500~1000,2014-11-08
14,RCsupplierAG,4,Registered 16 days              0 days,,3,10~15,2014-11-08
15,HappyHippy2.0,4.98,Registered 8 months              0 days,,29,150~200,2014-11-08
16,AmsterdamOnline,4.94,Registered 2 months              0 days,,8,15~25,2014-11-08
17,xinhai,4.969,Registered 8 months              0 days,,12,1000+,2014-11-08
18,CashCo,5.00,Registered 8 months              0 days,,9,100~150,2014-11-08
19,indianpilldaddy,5.00,Registered 8 months              0 days,,96,100~150,2014-11-08
20,RealAidoneus,5.00,Registered 8 months              2 days,,3,150~200,2014-11-08
21,Perron,5.00,Registered 2 months              0 days,,17,200~300,2014-11-08
22,GoingPostal,4.972,Registered 10 months              0 days,,95,1000+,2014-11-08
23,Dimercurio,5.00,Registered 7 months              0 days,,9,300~500,2014-11-08
24,MrKidX,5.00,Registered 6 months              0 days,,3,15~25,2014-11-08
25,bartard,5,Registered 1 months              0 days,,13,10~15,2014-11-08
26,weed4you,5.00,Registered 10 months              0 days,,5,300~500,2014-11-08
27,HumboldtHerbs,5,Registered 1 months              0 days,,24,1~2,2014-11-08
28,OzAlpha,5.00,Registered 8 months              0 days,,34,200~300,2014-11-08
29,pharmerjo,4.96,Registered 7 months              0 days,,7,150~200,2014-11-08
30,Narcolepsy,5.00,Registered 8 months              0 days,,5,70~100,2014-11-08
31,purebase,4.85,Registered 5 months              0 days,,9,150~200,2014-11-08
