,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5.00,Registered 8 months 10 days              1 days 20 hours,,29,25~40,2014-10-27
1,HumboldtFarms,4.85,Registered 2 months 5 days              21 hours,,38,100~150,2014-10-27
2,DeWeed,,,,,,2014-10-27
3,ProxyKing,,Registered 1 months 0 days              27 days,,3,0,2014-10-27
4,MITAK,5,Registered 21 days              12 hours,,14,6~10,2014-10-27
5,Rebel_Alliance,4.99,Registered 8 months 14 days              1 hours,,7,300~500,2014-10-27
6,_drugs.inc_,5,Registered 9 months 16 days              9 months 11 days,,18,1~2,2014-10-27
7,SeattlesBest,4.96,Registered 10 months 19 days              2 hours,,18,300~500,2014-10-27
8,GermanTerminal,4.975,Registered 9 months 7 days              14 days,,35,500~1000,2014-10-27
9,Comebackhaze48,4.88,Registered 5 months 16 days              10 hours,,30,55~70,2014-10-27
10,RCsupplierAG,,Registered 5 days              1 hours,,4, 1~2,2014-10-27
11,AmsterdamOnline,5,Registered 2 months 6 days              0 hours,,6,6~10,2014-10-27
12,xinhai,4.968,Registered 8 months 16 days              7 hours,,10,1000+,2014-10-27
13,CashCo,5.00,Registered 8 months 14 days              1 hours,,9,100~150,2014-10-27
14,420TwentyFourSeven,4.94,Registered 9 months 13 days              6 days,,6,150~200,2014-10-27
15,indianpilldaddy,5.00,Registered 8 months 15 days              3 hours,,88,100~150,2014-10-27
16,RealAidoneus,5.00,Registered 7 months 25 days              1 hours,,3,150~200,2014-10-27
17,Perron,5.00,Registered 2 months 2 days              1 hours,,35,150~200,2014-10-27
18,GoingPostal,4.969,Registered 10 months 10 days              0 hours,,94,1000+,2014-10-27
19,Dimercurio,5.00,Registered 6 months 24 days              4 hours,,9,300~500,2014-10-27
20,weed4you,5.00,Registered 10 months 7 days              1 days 19 hours,,6,300~500,2014-10-27
21,HumboldtHerbs,5,Registered 26 days              4 days,,24,1~2,2014-10-27
22,earthworld777,5,Registered 5 months 16 days              4 months 20 days,,6,1~2,2014-10-27
23,pharmerjo,4.96,Registered 7 months 12 days              4 days,,7,150~200,2014-10-27
