,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,4.992,Registered 1 years 3 months              0 days,,76,1000~1500,2015-05-31
1,HumboldtFarms,4.910,Registered 9 months              0 days,,57,3000~4000,2015-05-31
2,GrandWizardsLair,4.98,Registered 1 years 4 months              0 days,,5,500~1000,2015-05-31
3,checkpoint,4.99,Registered 1 years 4 months              0 days,,19,500~1000,2015-05-31
4,Kleo,5,Registered 1 days              0 days,,3,1~2,2015-05-31
5,indianpilldaddy,5.00,Registered 1 years 3 months              0 days,,166,300~500,2015-05-31
6,GoingPostal,4.965,Registered 1 years 5 months              0 days,,116,4000~5000,2015-05-31
7,Dimercurio,5.000,Registered 1 years 1 months              0 days,,8,1000~1500,2015-05-31
8,MrKidX,4.97,Registered 1 years 0 months              0 days,,1,200~300,2015-05-31
9,OzAlpha,4.920,Registered 1 years 3 months              0 days,,19,500~1000,2015-05-31
10,DonTuriddu,4.72,Registered 1 years 1 months              0 days,,14,500~1000,2015-05-31
11,Meds2Buy,4.76,Registered 11 months              1 days,,82,150~200,2015-05-31
12,Kiefernzapfen,4.97,Registered 7 months              0 days,,7,200~300,2015-05-31
13,krytocratic_tyranny,5,Registered 1 months              2 days,,5,10~15,2015-05-31
14,MIcasa-SUcasa,5.00,Registered 4 months              0 days,,23,40~55,2015-05-31
15,Fire_Fire,4.864,Registered 1 years 2 months              1 days,,14,500~1000,2015-05-31
16,summertime,4.939,Registered 1 years 5 months              0 days,,9,1000~2000,2015-05-31
17,salviana,5,Registered 2 months              1 days,,2,1~2,2015-05-31
18,mossman,5.00,Registered 1 years 0 months              0 days,,4,15~25,2015-05-31
19,Premiumgear,5.00,Registered 1 years 2 months              0 days,,12,200~300,2015-05-31
20,CrystalBurns,4.89,Registered 9 months              0 days,,4,100~150,2015-05-31
21,sereal,4.99,Registered 1 years 5 months              0 days,,37,200~300,2015-05-31
22,foxygirl,5,Registered 1 months              0 days,,123,6~10,2015-05-31
23,T5_NBOMe,4.780,Registered 1 years 3 months              0 days,,34,500~1000,2015-05-31
24,Underground_God,4.80,Registered 20 days              0 days,,30,100~150,2015-05-31
25,Flyfelix,5.00,Registered 1 years 5 months              0 days,,24,200~300,2015-05-31
26,Discounts_R_Us,4.96,Registered 2 months              0 days,,13,100~150,2015-05-31
27,TheWolfOfDarknet,5,Registered 2 months              0 days,,9,6~10,2015-05-31
28,SupplyGuy,5.00,Registered 2 months              0 days,,8,40~55,2015-05-31
29,dgslabz,4.946,Registered 1 years 3 months              2 days,,24,2000~3000,2015-05-31
30,precurs-shop,4.55,Registered 1 months              2 days,,39,15~25,2015-05-31
31,Overdos3d,5.00,Registered 2 months              0 days,,65,55~70,2015-05-31
32,diondibra,5.00,Registered 4 months              0 days,,12,100~150,2015-05-31
33,drugswings,5.00,Registered 11 days              0 days,,51,40~55,2015-05-31
34,InsideTheWhale,4.947,Registered 1 years 2 months              0 days,,89,1000~1500,2015-05-31
35,GoodmedsDK,4.97,Registered 1 years 0 months              0 days,,19,300~500,2015-05-31
36,thomascheer,4.71,Registered 5 months              1 days,,94,200~300,2015-05-31
37,footstool,4.94,Registered 2 months              0 days,,12,70~100,2015-05-31
38,CDARWIN,4.99,Registered 6 months              0 days,,14,300~500,2015-05-31
39,Pharma-deal,5,Registered 2 months              1 days,,72,10~15,2015-05-31
40,etimbuk,4.849,Registered 6 months              0 days,,361,1000~2000,2015-05-31
41,microgirlmonroe,4.93,Registered 4 months              0 days,,15,100~150,2015-05-31
42,jimmi1010,4.84,Registered 4 months              1 days,,8,25~40,2015-05-31
43,easilydone,4.74,Registered 1 years 3 months              0 days,,13,25~40,2015-05-31
44,rainbowbear,4.97,Registered 1 years 3 months              0 days,,22,200~300,2015-05-31
45,ProStudioEtLabore,5.00,Registered 1 years 3 months              1 days,,5,100~150,2015-05-31
46,blackhand,4.997,Registered 1 years 5 months              0 days,,120,1000~1500,2015-05-31
47,ozgreen,4.97,Registered 1 months              0 days,,8,40~55,2015-05-31
48,Coca-Droga,4.98,Registered 5 months              0 days,,75,500~1000,2015-05-31
49,OzJuice,5.00,Registered 6 months              0 days,,56,200~300,2015-05-31
50,Thefairtrader,4.665,Registered 1 years 3 months              0 days,,35,500~1000,2015-05-31
51,Praetorian,4.972,Registered 1 years 4 months              0 days,,4,500~1000,2015-05-31
52,KarmaLab,4.83,Registered 2 months              0 days,,10,70~100,2015-05-31
53,lifecare,4.78,Registered 1 years 0 months              0 days,,7,200~300,2015-05-31
54,Noogz,4.81,Registered 4 months              0 days,,25,300~500,2015-05-31
55,stiffstyles,5.000,Registered 1 years 3 months              1 days,,104,500~1000,2015-05-31
56,UKChemicals,5.00,Registered 7 months              0 days,,7,200~300,2015-05-31
57,fulltime,4.86,Registered 2 months              0 days,,21,300~500,2015-05-31
58,canadianforger,4.980,Registered 1 years 5 months              0 days,,52,2000~3000,2015-05-31
59,fakeasanything,4.811,Registered 1 years 3 months              0 days,,6,1000~1500,2015-05-31
60,b1g1mpact,4.84,Registered 1 years 3 months              4 days,,51,300~500,2015-05-31
61,Mike,4.64,Registered 1 years 5 months              0 days,,44,70~100,2015-05-31
62,Adderall,4.72,Registered 1 years 5 months              0 days,,12,70~100,2015-05-31
63,aftershop,4.84,Registered 7 months              0 days,,10,200~300,2015-05-31
64,ProGear,4.948,Registered 8 months              0 days,,22,1000~1500,2015-05-31
65,GreatGalaxy,4.31,Registered 5 months              0 days,,86,55~70,2015-05-31
66,Doritos,4.68,Registered 12 months              0 days,,13,500~1000,2015-05-31
67,MrGuapo,,Registered 1 months              0 days,,30,0,2015-05-31
68,NextDayValium,5.00,Registered 1 years 2 months              1 days,,7,200~300,2015-05-31
69,batcountry,4.99,Registered 1 years 5 months              3 days,,12,200~300,2015-05-31
70,Halaburton,4.87,Registered 1 years 2 months              0 days,,4,100~150,2015-05-31
71,HEIZZENBERG,5.00,Registered 1 months              0 days,,34,150~200,2015-05-31
72,jacobslvr,4.90,Registered 4 months              0 days,,25,200~300,2015-05-31
73,DRmagic,4.98,Registered 1 years 5 months              0 days,,4,300~500,2015-05-31
74,EZTest,4.96,Registered 1 years 3 months              3 days,,55,300~500,2015-05-31
75,A1CRACK,4.77,Registered 2 months              0 days,,9,100~150,2015-05-31
76,psychotropix,4.984,Registered 1 years 0 months              0 days,,75,2000~3000,2015-05-31
77,moggymoo,4.98,Registered 6 months              5 days,,2,70~100,2015-05-31
78,MrSaturn,4.976,Registered 1 years 2 months              0 days,,13,500~1000,2015-05-31
79,bionik,4.97,Registered 1 years 3 months              0 days,,11,300~500,2015-05-31
80,maligan,5.000,Registered 1 years 5 months              0 days,,10,500~1000,2015-05-31
81,HurryUpandBuy,4.62,Registered 4 months              0 days,,12,100~150,2015-05-31
82,Dr-Lude,4.95,Registered 4 months              0 days,,4,70~100,2015-05-31
83,re1oad,3,Registered 1 years 3 months              2 days,,6,3~5,2015-05-31
84,TrustedFOX,5,Registered 3 months              0 days,,6,6~10,2015-05-31
85,Psymama,5.00,Registered 5 months              0 days,,8,200~300,2015-05-31
86,FoxyRoxy,5.00,Registered 1 months              0 days,,5,15~25,2015-05-31
87,Thehater90,,Registered 1 months              0 days,,7, 1~2,2015-05-31
88,Panoramix,4.97,Registered 5 months              0 days,,10,300~500,2015-05-31
89,Montfort,4.921,Registered 10 months              0 days,,105,1000~1500,2015-05-31
90,MrSunshine,4.685,Registered 1 years 5 months              0 days,,73,1000~1500,2015-05-31
91,Datgurlgo,4.61,Registered 1 years 2 months              0 days,,8,300~500,2015-05-31
92,bestaussiegear,4.955,Registered 11 months              0 days,,24,1000~2000,2015-05-31
93,2cbking,5.00,Registered 2 months              0 days,,2,40~55,2015-05-31
94,AusMate,4.967,Registered 1 years 4 months              1 days,,29,1000~1500,2015-05-31
95,MerckKGaA,4.922,Registered 3 months              0 days,,103,2000~3000,2015-05-31
96,KittenHuffer,4.981,Registered 1 years 2 months              0 days,,11,500~1000,2015-05-31
97,Caslava,4.961,Registered 1 years 3 months              0 days,,17,500~1000,2015-05-31
98,passman,4.939,Registered 1 years 5 months              0 days,,153,2000~3000,2015-05-31
99,cannabis-king,4.898,Registered 1 years 0 months              0 days,,64,2000~3000,2015-05-31
100,Croix,4.99,Registered 6 months              0 days,,9,100~150,2015-05-31
101,fastandsafe1234,4.747,Registered 1 years 1 months              0 days,,8,500~1000,2015-05-31
102,ChinatownChemist,4.95,Registered 6 months              1 days,,10,300~500,2015-05-31
103,accept,4.95,Registered 6 months              0 days,,31,300~500,2015-05-31
104,Svnslick,4.60,Registered 2 months              0 days,,6,15~25,2015-05-31
105,Apotheke,4.936,Registered 11 months              0 days,,49,500~1000,2015-05-31
106,Mr.Lewis,4.873,Registered 1 years 3 months              2 days,,46,1000~1500,2015-05-31
107,The_Free_Marketeer,4.98,Registered 5 months              1 days,,5,100~150,2015-05-31
108,swisshound78,4.93,Registered 1 years 2 months              2 days,,7,100~150,2015-05-31
109,cyanspore,4.98,Registered 1 years 3 months              0 days,,1,300~500,2015-05-31
110,ferrisbueller,4.926,Registered 1 years 5 months              0 days,,12,500~1000,2015-05-31
111,xdoc,5.00,Registered 1 years 5 months              0 days,,16,100~150,2015-05-31
112,TheBestCannabis,4.969,Registered 1 years 3 months              0 days,,158,1000~1500,2015-05-31
113,METHod_Man,4.97,Registered 4 months              0 days,,22,300~500,2015-05-31
114,vicious86,4.994,Registered 1 years 5 months              0 days,,11,1000~2000,2015-05-31
115,VladdyRS,4.96,Registered 1 years 1 months              0 days,,16,500~1000,2015-05-31
116,OzoneArmor,5,Registered 1 months              0 days,,2,1~2,2015-05-31
117,topdelivery,4.65,Registered 5 months              3 days,,10,15~25,2015-05-31
