,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5.00,Registered 11 months              0 days,,32,500~1000,2015-02-01
1,HumboldtFarms,4.931,Registered 5 months              0 days,,28,1000~1500,2015-02-01
2,ReDEyE,5.00,Registered 1 months              0 days,,7,15~25,2015-02-01
3,MITAK,5.00,Registered 3 months              3 days,,18,25~40,2015-02-01
4,littlegoblin,4.91,Registered 11 months              0 days,,19,300~500,2015-02-01
5,Rebel_Alliance,4.982,Registered 11 months              0 days,,7,500~1000,2015-02-01
6,reximusmaximus,5.00,Registered 2 months              0 days,,5,300~500,2015-02-01
7,checkpoint,4.96,Registered 1 years 0 months              0 days,,12,200~300,2015-02-01
8,Comebackhaze48,4.80,Registered 8 months              0 days,,31,150~200,2015-02-01
9,Top_Gear_UK,4.899,Registered 11 months              0 days,,66,1000~2000,2015-02-01
10,HappyHippy2.0,4.97,Registered 11 months              0 days,,17,200~300,2015-02-01
11,CoolStoryBabe,,Registered 1 days              0 days,,1,0,2015-02-01
12,hogstandard,4.98,Registered 10 months              0 days,,5,100~150,2015-02-01
13,RivendellOrganics,5.00,Registered 23 days              0 days,,0,40~55,2015-02-01
14,xinhai,4.972,Registered 11 months              0 days,,12,1000~2000,2015-02-01
15,moderationiskey,5.00,Registered 1 months              0 days,,4,15~25,2015-02-01
16,Doritos_Doritos,,Registered 1 days              0 days,,5,0,2015-02-01
17,CashCo,4.98,Registered 11 months              0 days,,17,150~200,2015-02-01
18,indianpilldaddy,5.00,Registered 11 months              0 days,,156,200~300,2015-02-01
19,RealAidoneus,4.99,Registered 11 months              4 days,,3,200~300,2015-02-01
20,Perron,4.99,Registered 5 months              1 days,,16,300~500,2015-02-01
21,Dimercurio,5.000,Registered 10 months              0 days,,10,500~1000,2015-02-01
22,MrKidX,4.95,Registered 9 months              0 days,,12,100~150,2015-02-01
23,bartard,4.88,Registered 4 months              1 days,,13,55~70,2015-02-01
24,themoneyteam777,4.96,Registered 6 months              0 days,,13,70~100,2015-02-01
25,weed4you,4.998,Registered 1 years 1 months              1 days,,6,500~1000,2015-02-01
26,HumboldtHerbs,5.00,Registered 4 months              0 days,,20,10~15,2015-02-01
27,OzAlpha,4.99,Registered 11 months              0 days,,23,300~500,2015-02-01
28,pharmerjo,4.94,Registered 10 months              0 days,,6,200~300,2015-02-01
29,purebase,4.86,Registered 8 months              0 days,,11,200~300,2015-02-01
30,WALLSTREETx2,5.000,Registered 11 months              0 days,,14,2000~3000,2015-02-01
31,Addies,5,Registered 11 months              1 days,,2,6~10,2015-02-01
32,DonTuriddu,,,,,,2015-02-01
33,mollyjohnson,4.72,Registered 11 months              2 days,,2,150~200,2015-02-01
34,OregonTrail,5.00,Registered 2 months              0 days,,8,70~100,2015-02-01
35,knappen,5.00,Registered 2 months              0 days,,7,15~25,2015-02-01
36,DevilWeedSeeds,4.82,Registered 1 years 1 months              0 days,,4,100~150,2015-02-01
