,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5.00,Registered 10 months              0 days,,34,500~1000,2015-01-10
1,brother_satellite,4.94,Registered 1 months              0 days,,11,25~40,2015-01-10
2,HumboldtFarms,4.953,Registered 4 months              0 days,,31,500~1000,2015-01-10
3,GrandWizardsLair,4.97,Registered 11 months              0 days,,8,300~500,2015-01-10
4,littlegoblin,4.90,Registered 10 months              1 days,,14,300~500,2015-01-10
5,Comebackhaze48,4.86,Registered 8 months              0 days,,31,100~150,2015-01-10
6,Top_Gear_UK,4.889,Registered 10 months              0 days,,64,1000~2000,2015-01-10
7,HappyHippy2.0,4.99,Registered 10 months              0 days,,21,200~300,2015-01-10
8,AmsterdamOnline,4.99,Registered 4 months              0 days,,20,100~150,2015-01-10
9,indianpilldaddy,5.00,Registered 11 months              0 days,,151,150~200,2015-01-10
10,Herbe,,Registered 0 days              0 days,,14,0,2015-01-10
11,Perron,4.99,Registered 4 months              0 days,,22,300~500,2015-01-10
12,GoingPostal,4.967,Registered 1 years 0 months              0 days,,92,3000~4000,2015-01-10
13,Dimercurio,5.000,Registered 9 months              0 days,,10,500~1000,2015-01-10
14,Meds2Buy,4.93,Registered 7 months              0 days,,82,40~55,2015-01-10
15,Kiefernzapfen,4.93,Registered 2 months              0 days,,6,70~100,2015-01-10
16,Fire_Fire,4.97,Registered 10 months              0 days,,9,300~500,2015-01-10
17,tripledip,4.93,Registered 3 months              0 days,,8,15~25,2015-01-10
18,babykale420,4.98,Registered 11 months              0 days,,24,200~300,2015-01-10
19,summertime,4.949,Registered 1 years 1 months              0 days,,10,1000~1500,2015-01-10
20,cocktails,4.82,Registered 1 months              0 days,,17,70~100,2015-01-10
21,bostongeorge14,4.825,Registered 4 months              0 days,,58,500~1000,2015-01-10
22,CrazedChemist,5.00,Registered 2 months              0 days,,24,70~100,2015-01-10
23,tomsmith0626,4.88,Registered 11 months              0 days,,33,150~200,2015-01-10
24,T5_NBOMe,4.68,Registered 11 months              0 days,,29,150~200,2015-01-10
25,Flyfelix,4.99,Registered 1 years 0 months              0 days,,6,150~200,2015-01-10
26,blow,4.78,Registered 6 months              1 days,,19,150~200,2015-01-10
27,SocksRocksLocks,4.95,Registered 1 years 0 months              0 days,,6,100~150,2015-01-10
28,chipzahoy,4.948,Registered 7 months              1 days,,58,500~1000,2015-01-10
29,rx4cheap,5.00,Registered 8 months              0 days,,7,150~200,2015-01-10
30,theblossom,4.99,Registered 10 months              0 days,,28,200~300,2015-01-10
