,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,4.984,Registered 1 years 0 months              6 days,,31,1000~1500,2015-03-05
1,HumboldtFarms,4.897,Registered 6 months              0 days,,38,1000~2000,2015-03-05
2,ReDEyE,4.99,Registered 2 months              0 days,,5,100~150,2015-03-05
3,GrandWizardsLair,4.97,Registered 1 years 1 months              0 days,,4,300~500,2015-03-05
4,littlegoblin,4.91,Registered 1 years 0 months              0 days,,14,300~500,2015-03-05
5,SeattlesBest,4.974,Registered 1 years 2 months              1 days,,23,500~1000,2015-03-05
6,Top_Gear_UK,4.922,Registered 1 years 0 months              0 days,,61,2000~3000,2015-03-05
7,HappyHippy2.0,4.97,Registered 1 years 0 months              0 days,,15,200~300,2015-03-05
8,AmsterdamOnline,4.99,Registered 6 months              0 days,,3,200~300,2015-03-05
9,hogstandard,4.98,Registered 11 months              0 days,,6,150~200,2015-03-05
10,CashCo,5.00,Registered 1 years 0 months              0 days,,17,150~200,2015-03-05
11,indianpilldaddy,5.00,Registered 1 years 0 months              0 days,,156,200~300,2015-03-05
12,DragonEmperor,,Registered 9 days              2 days,,7,0,2015-03-05
13,TestSubject,5.00,Registered 1 years 0 months              0 days,,1,100~150,2015-03-05
14,Perron,4.99,Registered 6 months              0 days,,14,300~500,2015-03-05
15,GoingPostal,4.962,Registered 1 years 2 months              0 days,,98,3000~4000,2015-03-05
16,Dimercurio,5.000,Registered 11 months              0 days,,11,500~1000,2015-03-05
17,themoneyteam777,4.95,Registered 7 months              0 days,,13,70~100,2015-03-05
18,WALLSTREETx2,5.000,Registered 1 years 0 months              0 days,,10,2000~3000,2015-03-05
19,Addies,5,Registered 1 years 0 months              0 days,,2,6~10,2015-03-05
20,DonTuriddu,4.70,Registered 10 months              0 days,,14,300~500,2015-03-05
21,OregonTrail,5.00,Registered 3 months              0 days,,9,150~200,2015-03-05
22,1dboladay,4.29,Registered 11 months              2 days,,16,25~40,2015-03-05
23,Addyshack,4.975,Registered 1 years 2 months              0 days,,12,1000~2000,2015-03-05
24,Meds2Buy,4.78,Registered 9 months              0 days,,82,70~100,2015-03-05
25,Kiefernzapfen,4.96,Registered 4 months              1 days,,13,150~200,2015-03-05
26,710HookUp,4.96,Registered 1 years 0 months              0 days,,9,300~500,2015-03-05
27,MIcasa-SUcasa,5.00,Registered 1 months              0 days,,18,15~25,2015-03-05
28,Fire_Fire,4.95,Registered 1 years 0 months              0 days,,14,300~500,2015-03-05
29,tripledip,4.96,Registered 5 months              0 days,,8,70~100,2015-03-05
30,LucyUK,5.00,Registered 16 days              0 days,,6,100~150,2015-03-05
31,summertime,4.940,Registered 1 years 2 months              0 days,,7,1000~1500,2015-03-05
32,WeRoll,4.843,Registered 1 years 1 months              0 days,,6,500~1000,2015-03-05
33,BlackRhinoLabs,,Registered 0 days              0 days,,13,0,2015-03-05
34,bostongeorge14,4.869,Registered 5 months              0 days,,74,1000~1500,2015-03-05
35,CrazedChemist,5.00,Registered 4 months              0 days,,12,200~300,2015-03-05
36,CrystalBurns,4.86,Registered 6 months             On Vacation Mode since 15 hours,,4,40~55,2015-03-05
37,sereal,4.98,Registered 1 years 2 months              0 days,,39,150~200,2015-03-05
38,ShopAgent,4.78,Registered 11 months              0 days,,58,150~200,2015-03-05
39,T5_NBOMe,4.80,Registered 1 years 0 months              0 days,,28,300~500,2015-03-05
40,Flyfelix,4.99,Registered 1 years 2 months              0 days,,6,200~300,2015-03-05
41,blow,4.83,Registered 8 months              0 days,,28,150~200,2015-03-05
42,Eos,4.98,Registered 1 years 1 months              2 days,,6,300~500,2015-03-05
43,SocksRocksLocks,4.96,Registered 1 years 2 months              1 days,,1,150~200,2015-03-05
44,Cocaine_Oxy_Vape_Australia,5.00,Registered 1 months              0 days,,18,25~40,2015-03-05
45,theblossom,5.00,Registered 1 years 0 months              0 days,,28,200~300,2015-03-05
46,androgenie,4.87,Registered 1 years 0 months              0 days,,6,100~150,2015-03-05
47,NordicShrooms,4.96,Registered 1 years 0 months              1 days,,2,100~150,2015-03-05
48,Boggalertz2,5,Registered 2 months              1 days,,5,3~5,2015-03-05
49,aussie,5.00,Registered 1 months              0 days,,8,25~40,2015-03-05
50,dirt_cheap_china,4,Registered 4 months              4 days,,36,15~25,2015-03-05
51,JimmytheGent,4.986,Registered 8 months              0 days,,10,500~1000,2015-03-05
52,craigman,5.00,Registered 10 months              0 days,,15,100~150,2015-03-05
53,InsideTheWhale,4.96,Registered 11 months              0 days,,91,500~1000,2015-03-05
54,ladyskywalker,4.93,Registered 8 months              0 days,,10,300~500,2015-03-05
55,AL-LADin,5.00,Registered 8 months              0 days,,8,70~100,2015-03-05
56,shoeshunge,4.99,Registered 10 months              0 days,,3,300~500,2015-03-05
57,GoodmedsDK,4.98,Registered 9 months              0 days,,19,200~300,2015-03-05
58,thomascheer,4.67,Registered 2 months              0 days,,150,70~100,2015-03-05
59,CDARWIN,4.98,Registered 3 months              0 days,,14,200~300,2015-03-05
60,MoodyMayhem,4.86,Registered 1 years 2 months              0 days,,35,300~500,2015-03-05
61,etimbuk,4.826,Registered 3 months              0 days,,253,500~1000,2015-03-05
62,GreenBlvd,4.844,Registered 10 months              0 days,,4,500~1000,2015-03-05
