,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,checkpoint,4.99,Registered 1 years 4 months              0 days,,19,500~1000,2015-05-28
1,indianpilldaddy,5.00,Registered 1 years 3 months              0 days,,166,300~500,2015-05-28
2,GoingPostal,4.963,Registered 1 years 5 months              0 days,,116,4000~5000,2015-05-28
3,MrKidX,4.97,Registered 1 years 0 months              1 days,,9,200~300,2015-05-28
4,MitchHedberg,5.00,Registered 2 months              0 days,,6,40~55,2015-05-28
5,pharmerjo,4.94,Registered 1 years 2 months              0 days,,6,300~500,2015-05-28
6,WALLSTREETx2,5.000,Registered 1 years 3 months              0 days,,4,3000~4000,2015-05-28
7,OregonTrail,5.00,Registered 6 months              0 days,,7,500~1000,2015-05-28
8,TheXFactor,4.87,Registered 11 months              0 days,,5,300~500,2015-05-28
9,MIcasa-SUcasa,5.00,Registered 4 months              0 days,,23,40~55,2015-05-28
10,WeRoll,4.848,Registered 1 years 4 months              0 days,,7,1000~1500,2015-05-28
11,Walt-Disney,4.98,Registered 6 months              0 days,,20,300~500,2015-05-28
12,Dutchmen,,Registered 6 days              0 days,,15,0,2015-05-28
13,SmileyPostman,4.94,Registered 2 months              0 days,,7,100~150,2015-05-28
14,theblossom,5.00,Registered 1 years 3 months              1 days,,30,200~300,2015-05-28
15,precurs-shop,4.50,Registered 1 months              0 days,,39,15~25,2015-05-28
16,diondibra,5.00,Registered 4 months              0 days,,12,100~150,2015-05-28
17,etimbuk,4.843,Registered 6 months              0 days,,353,1000~2000,2015-05-28
18,ProStudioEtLabore,5.00,Registered 1 years 2 months              0 days,,5,100~150,2015-05-28
19,sayno2drugs,4.987,Registered 1 years 3 months              0 days,,16,1000~1500,2015-05-28
20,Coca-Droga,4.98,Registered 5 months              0 days,,74,300~500,2015-05-28
21,SomeonewhoISme,5.00,Registered 6 months              0 days,,5,300~500,2015-05-28
22,Thefairtrader,4.663,Registered 1 years 3 months              0 days,,35,500~1000,2015-05-28
23,CzechAirlines,5,Registered 7 days              0 days,,15,6~10,2015-05-28
24,lifecare,4.77,Registered 1 years 0 months              0 days,,7,200~300,2015-05-28
25,stiffstyles,5.000,Registered 1 years 3 months              0 days,,104,500~1000,2015-05-28
26,Goldenman,4,Registered 2 months              0 days,,33,10~15,2015-05-28
27,Adderall,4.71,Registered 1 years 5 months              0 days,,12,70~100,2015-05-28
28,aftershop,4.84,Registered 7 months              0 days,,8,200~300,2015-05-28
29,GreatGalaxy,4.31,Registered 5 months              6 days,,86,55~70,2015-05-28
30,TheStimGuy,4.99,Registered 2 months              0 days,,28,300~500,2015-05-28
31,theRoadLessToxic,4.97,Registered 5 months              0 days,,18,200~300,2015-05-28
32,EZTest,4.96,Registered 1 years 3 months              0 days,,55,300~500,2015-05-28
33,Fanta_King,5.00,Registered 2 months              0 days,,5,40~55,2015-05-28
34,psychotropix,4.983,Registered 1 years 0 months              0 days,,81,1000~2000,2015-05-28
35,DrugsINC,5,Registered 3 months              0 days,,6,3~5,2015-05-28
36,litescape,5.00,Registered 1 years 3 months              0 days,,2,25~40,2015-05-28
37,rayray26,3,Registered 4 months              6 days,,2,10~15,2015-05-28
38,KingsHabit,4.88,Registered 1 years 3 months              0 days,,12,300~500,2015-05-28
39,blueberriepie,5.00,Registered 5 months              0 days,,0,25~40,2015-05-28
40,MrSunshine,4.683,Registered 1 years 5 months              0 days,,71,1000~1500,2015-05-28
41,2cbking,4.95,Registered 2 months              0 days,,2,25~40,2015-05-28
42,MerckKGaA,4.915,Registered 3 months              0 days,,103,1000~2000,2015-05-28
43,accept,4.95,Registered 6 months              0 days,,34,300~500,2015-05-28
44,ferrisbueller,4.924,Registered 1 years 5 months              0 days,,12,500~1000,2015-05-28
45,Deeko,4.97,Registered 2 months              0 days,,30,300~500,2015-05-28
46,vicious86,4.994,Registered 1 years 5 months              0 days,,12,1000~2000,2015-05-28
47,topdelivery,4.69,Registered 5 months              0 days,,10,15~25,2015-05-28
48,Dr.FeelGoodMeds,5.00,Registered 1 months              0 days,,16,70~100,2015-05-28
49,OnePiece,4.92,Registered 4 months              0 days,,344,500~1000,2015-05-28
50,The_Drug_Store,4.98,Registered 1 months              0 days,,10,200~300,2015-05-28
51,yaoming-ukevolution,4.88,Registered 2 months              0 days,,69,300~500,2015-05-28
52,AusKing,4.84,Registered 8 months              0 days,,15,200~300,2015-05-28
53,Wizard.of.Oz,5,Registered 1 months              1 days,,2,3~5,2015-05-28
54,Citra-EVO,4.90,Registered 2 months              0 days,,150,300~500,2015-05-28
55,Lord_Of_Weed,5.00,Registered 8 months              0 days,,15,200~300,2015-05-28
56,cashflow,4.90,Registered 1 years 3 months              0 days,,2,200~300,2015-05-28
57,CarlBildt,4.74,Registered 1 years 3 months              1 days,,25,200~300,2015-05-28
58,MeyerLansky2,4.95,Registered 1 years 1 months              0 days,,30,200~300,2015-05-28
59,ProfWeed,5,Registered 15 days              0 days,,15,10~15,2015-05-28
60,Agent-X,4.99,Registered 8 months              0 days,,0,200~300,2015-05-28
61,omooq,5.00,Registered 1 years 3 months              0 days,,2,150~200,2015-05-28
62,technohippy,4.930,Registered 1 years 4 months              1 days,,23,1000~1500,2015-05-28
63,NextGeneration,5.00,Registered 2 months              0 days,,10,100~150,2015-05-28
64,FromAmsterdam,4.93,Registered 2 months              0 days,,11,100~150,2015-05-28
65,fastseed,4.77,Registered 1 years 3 months              6 days,,6,150~200,2015-05-28
66,XTandMD,4.93,Registered 1 years 3 months              0 days,,48,70~100,2015-05-28
67,RICHARD_KUKLINSKI,4.66,Registered 11 months              0 days,,38,300~500,2015-05-28
68,DrRx,4.999,Registered 10 months              0 days,,5,3000~4000,2015-05-28
69,cerberus,4.87,Registered 1 years 5 months              0 days,,109,500~1000,2015-05-28
