,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5,Registered 7 months 20 days              1 hours,,29,6~10,2014-10-06
1,HumboldtFarms,4.74,Registered 1 months 16 days              2 days 7 hours,,19,70~100,2014-10-06
2,DeWeed,4.89,Registered 5 months 10 days              0 hours,,7,70~100,2014-10-06
3,ProxyKing,,Registered 11 days              7 days,,3,0,2014-10-06
4,aneaglemum,5.00,Registered 8 months 7 days              11 hours,,1,15~25,2014-10-06
5,GrandWizardsLair,4.97,Registered 8 months 9 days              1 hours,,4,150~200,2014-10-06
6,littlegoblin,4.91,Registered 7 months 7 days              15 hours,,14,150~200,2014-10-06
7,_drugs.inc_,5,Registered 8 months 25 days              8 months 20 days,,18,1~2,2014-10-06
8,cossacks,,,,,,2014-10-06
9,SeattlesBest,4.96,Registered 10 months 0 days              5 hours,,4,200~300,2014-10-06
10,checkpoint,4.86,Registered 8 months 16 days              5 hours,,31,55~70,2014-10-06
11,GermanTerminal,4.990,Registered 8 months 16 days              8 hours,,35,500~1000,2014-10-06
12,Comebackhaze48,4.96,Registered 4 months 26 days              10 hours,,28,40~55,2014-10-06
13,AGP,4.91,Registered 6 months 24 days              3 hours,,3,100~150,2014-10-06
14,Top_Gear_UK,4.833,Registered 7 months 23 days              15 hours,,17,500~1000,2014-10-06
15,xinhai,4.966,Registered 7 months 26 days              0 hours,,15,1000+,2014-10-06
16,CashCo,5.00,Registered 7 months 24 days              18 hours,,9,70~100,2014-10-06
17,420TwentyFourSeven,4.98,Registered 8 months 22 days              18 hours,,6,150~200,2014-10-06
18,indianpilldaddy,5.00,Registered 7 months 26 days              1 days 16 hours,,88,70~100,2014-10-06
19,mob-wives,5,Registered 12 days              15 hours,,5,1~2,2014-10-06
20,Perron,5.00,Registered 1 months 12 days              3 hours,,24,70~100,2014-10-06
21,GoingPostal,4.969,Registered 9 months 20 days              1 days 1 hours,,92,1000+,2014-10-06
22,Dimercurio,5.00,Registered 6 months 4 days              5 hours,,5,200~300,2014-10-06
23,MrKidX,5.00,Registered 5 months 7 days              0 hours,,1,15~25,2014-10-06
24,themoneyteam777,5.00,Registered 2 months 12 days              11 hours,,7,55~70,2014-10-06
25,weed4you,,,,,,2014-10-06
26,HumboldtHerbs,,Registered 5 days              5 hours,,16,0,2014-10-06
27,DopeMan,4.975,Registered 7 months 22 days              2 days 2 hours,,3,1000+,2014-10-06
28,OzAlpha,5.00,Registered 7 months 23 days              13 hours,,16,200~300,2014-10-06
29,earthworld777,5,Registered 4 months 27 days              4 months 0 days,,6,1~2,2014-10-06
30,pharmerjo,4.96,Registered 6 months 22 days              4 days,,6,150~200,2014-10-06
31,replicator,,,,,,2014-10-06
32,purebase,4.86,Registered 4 months 7 days              0 hours,,6,100~150,2014-10-06
33,WALLSTREETx2,5.000,Registered 7 months 22 days              0 hours,,12,1000+,2014-10-06
34,Addies,5,Registered 7 months 22 days              17 days,,2,3~5,2014-10-06
35,topdeals,4.50,Registered 7 months 15 days              6 months 25 days,,14,25~40,2014-10-06
36,DonTuriddu,4.54,Registered 5 months 21 days              10 hours,,13,100~150,2014-10-06
37,VoucherExpress,4.83,Registered 4 months 17 days              3 hours,,19,100~150,2014-10-06
38,hanspoel,5.00,Registered 8 months 11 days              22 hours,,2,25~40,2014-10-06
39,TOPSHOP,5,Registered 1 months 19 days              3 hours,,18,6~10,2014-10-06
40,bcndrugs,4.61,Registered 2 months 24 days              1 days 1 hours,,9,200~300,2014-10-06
41,Addyshack,4.974,Registered 9 months 12 days              14 hours,,8,500~1000,2014-10-06
42,Meds2Buy,5.00,Registered 4 months 2 days              2 days 15 hours,,62,15~25,2014-10-06
43,Fire_Fire,4.97,Registered 7 months 6 days              2 hours,,6,200~300,2014-10-06
44,tripledip,4.90,Registered 10 days              0 hours,,5,10~15,2014-10-06
45,babykale420,,,,,,2014-10-06
46,summertime,4.949,Registered 10 months 4 days              0 hours,,7,500~1000,2014-10-06
47,WeRoll,4.78,Registered 8 months 24 days              5 hours,,11,300~500,2014-10-06
48,Premiumgear,5.00,Registered 6 months 19 days              1 days 18 hours,,15,150~200,2014-10-06
49,bostongeorge14,4.96,Registered 25 days              0 hours,,18,40~55,2014-10-06
50,sereal,4.98,Registered 10 months 3 days              2 hours,,39,100~150,2014-10-06
51,tomsmith0626,4.88,Registered 8 months 6 days              4 days,,7,150~200,2014-10-06
52,ShopAgent,5.00,Registered 6 months 6 days              16 hours,,61,100~150,2014-10-06
53,T5_NBOMe,3.73,Registered 7 months 24 days              11 days,,28,25~40,2014-10-06
54,Flyfelix,4.99,Registered 9 months 17 days              1 days 8 hours,,9,150~200,2014-10-06
55,blow,,,,,,2014-10-06
56,Mpower,5,Registered 20 days              7 hours,,15,1~2,2014-10-06
57,cultmadeline,5.000,Registered 7 months 20 days              4 hours,,12,1000+,2014-10-06
58,diamonddealer,,Registered 5 months 1 days              10 days,,3,0,2014-10-06
59,Eos,4.99,Registered 8 months 25 days              8 hours,,9,200~300,2014-10-06
60,Illadelph,5,Registered 3 months 25 days              20 days,,6,1~2,2014-10-06
61,SocksRocksLocks,4.95,Registered 9 months 12 days              2 hours,,10,100~150,2014-10-06
62,chipzahoy,4.96,Registered 3 months 24 days              5 hours,,15,150~200,2014-10-06
63,AngelEyes,4.99,Registered 10 months 5 days              1 hours,,7,150~200,2014-10-06
64,rx4cheap,5.00,Registered 4 months 28 days              2 days 18 hours,,6,70~100,2014-10-06
65,zable,4.977,Registered 7 months 23 days              2 hours,,19,500~1000,2014-10-06
66,rockyroad88,5,Registered 3 months 19 days              2 months 23 days,,4,6~10,2014-10-06
67,alphadweller,5,Registered 24 days              8 hours,,16,1~2,2014-10-06
68,theblossom,5.00,Registered 7 months 11 days              2 hours,,21,100~150,2014-10-06
