,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,4.992,Registered 1 years 3 months              1 days,,76,1000~1500,2015-06-01
1,HumboldtFarms,4.911,Registered 9 months              0 days,,57,3000~4000,2015-06-01
2,GrandWizardsLair,4.98,Registered 1 years 4 months              0 days,,4,500~1000,2015-06-01
3,Sir-ACAB,5.00,Registered 1 years 4 months              1 days,,4,150~200,2015-06-01
4,galaxytreez,5.00,Registered 3 months              2 days,,9,40~55,2015-06-01
5,indianpilldaddy,5.00,Registered 1 years 3 months              0 days,,166,300~500,2015-06-01
6,TestSubject,5.00,Registered 1 years 3 months              0 days,,1,150~200,2015-06-01
7,GoingPostal,4.965,Registered 1 years 5 months              0 days,,117,4000~5000,2015-06-01
8,Dimercurio,5.000,Registered 1 years 1 months              0 days,,8,1000~1500,2015-06-01
9,OzAlpha,4.923,Registered 1 years 3 months              0 days,,19,500~1000,2015-06-01
10,WALLSTREETx2,5.000,Registered 1 years 3 months              1 days,,7,3000~4000,2015-06-01
11,OregonTrail,5.00,Registered 6 months              0 days,,9,500~1000,2015-06-01
12,Meds2Buy,4.76,Registered 12 months              2 days,,82,150~200,2015-06-01
13,Kiefernzapfen,4.97,Registered 7 months              0 days,,7,200~300,2015-06-01
14,krytocratic_tyranny,5,Registered 1 months              3 days,,5,10~15,2015-06-01
15,MIcasa-SUcasa,5.00,Registered 4 months              1 days,,23,55~70,2015-06-01
16,babykale420,4.97,Registered 1 years 3 months              0 days,,14,300~500,2015-06-01
17,WeRoll,4.846,Registered 1 years 4 months              0 days,,7,1000~1500,2015-06-01
18,salviana,5,Registered 2 months              0 days,,2,1~2,2015-06-01
19,mossman,5.00,Registered 1 years 0 months              0 days,,4,15~25,2015-06-01
20,Premiumgear,5.00,Registered 1 years 2 months              0 days,,12,200~300,2015-06-01
21,sereal,4.99,Registered 1 years 5 months              0 days,,37,200~300,2015-06-01
22,T5_NBOMe,4.782,Registered 1 years 3 months              0 days,,34,500~1000,2015-06-01
23,Underground_God,4.82,Registered 20 days              0 days,,30,100~150,2015-06-01
24,Flyfelix,5.00,Registered 1 years 5 months              0 days,,24,200~300,2015-06-01
25,blow,4.83,Registered 11 months              0 days,,32,300~500,2015-06-01
26,Dutchmen,,Registered 10 days              0 days,,15,0,2015-06-01
27,brownjames,4.95,Registered 1 years 3 months              0 days,,6,300~500,2015-06-01
