,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5.00,Registered 9 months              0 days,,33,150~200,2014-11-19
1,HumboldtFarms,4.93,Registered 2 months              0 days,,35,300~500,2014-11-19
2,DeWeed,4.91,Registered 6 months              0 days,,3,70~100,2014-11-19
3,oxyking,5.00,Registered 5 months              0 days,,1,70~100,2014-11-19
4,MITAK,5.00,Registered 1 months              0 days,,14,10~15,2014-11-19
5,Rebel_Alliance,4.99,Registered 9 months              0 days,,7,500~1000,2014-11-19
6,Top_Gear_UK,4.843,Registered 9 months              0 days,,37,1000+,2014-11-19
7,HappyHippy2.0,4.98,Registered 9 months              0 days,,28,150~200,2014-11-19
8,xinhai,4.970,Registered 9 months              0 days,,11,1000+,2014-11-19
9,CashCo,5.00,Registered 9 months              0 days,,9,100~150,2014-11-19
10,GoingPostal,4.971,Registered 11 months              0 days,,97,1000+,2014-11-19
11,MrKidX,5.00,Registered 6 months              0 days,,15,25~40,2014-11-19
12,OzAlpha,5.00,Registered 9 months              0 days,,36,200~300,2014-11-19
13,purebase,4.85,Registered 5 months              0 days,,14,200~300,2014-11-19
14,mollyjohnson,4.68,Registered 9 months              0 days,,2,100~150,2014-11-19
15,TheXFactor,4.93,Registered 5 months              0 days,,11,100~150,2014-11-19
16,Meds2Buy,5.00,Registered 5 months              0 days,,82,25~40,2014-11-19
17,Kiefernzapfen,5.00,Registered 1 months              0 days,,4,10~15,2014-11-19
18,HighGirl,,Registered 8 days              1 days,,1,0,2014-11-19
19,babykale420,4.97,Registered 9 months              0 days,,7,150~200,2014-11-19
20,summertime,4.960,Registered 11 months              0 days,,7,500~1000,2014-11-19
21,bostongeorge14,4.96,Registered 2 months              0 days,,29,300~500,2014-11-19
22,sereal,4.98,Registered 11 months              0 days,,35,100~150,2014-11-19
23,ShopAgent,4.95,Registered 7 months              1 days,,58,100~150,2014-11-19
24,T5_NBOMe,3.88,Registered 9 months              0 days,,29,25~40,2014-11-19
25,Mpower,4.78,Registered 2 months              0 days,,54,100~150,2014-11-19
26,Eos,4.98,Registered 10 months              3 days,,11,300~500,2014-11-19
27,chipzahoy,4.99,Registered 5 months              0 days,,42,300~500,2014-11-19
28,theblossom,5.00,Registered 8 months              0 days,,25,150~200,2014-11-19
29,BurmaImports,4.96,Registered 29 days              0 days,,6,55~70,2014-11-19
30,dgslabz,4.975,Registered 9 months              0 days,,21,1000+,2014-11-19
31,NordicShrooms,4.99,Registered 9 months              0 days,,1,100~150,2014-11-19
32,dirt_cheap_china,5,Registered 1 months              0 days,,34,1~2,2014-11-19
33,InsideTheWhale,4.99,Registered 7 months              0 days,,107,200~300,2014-11-19
34,ladyskywalker,5.00,Registered 4 months              0 days,,6,200~300,2014-11-19
35,Quantum.Black.Widow,4.93,Registered 8 months              0 days,,35,300~500,2014-11-19
36,WestCoastCure,4.78,Registered 5 months              0 days,,15,100~150,2014-11-19
37,OISG,4.95,Registered 2 months              1 days,,11,40~55,2014-11-19
38,CDARWIN,5.00,Registered 11 days              0 days,,8,15~25,2014-11-19
39,sweshroom,4.96,Registered 9 months              0 days,,26,70~100,2014-11-19
