,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5.00,Registered 10 months              0 days,,34,500~1000,2015-01-15
1,brother_satellite,4.94,Registered 1 months              1 days,,11,25~40,2015-01-15
2,HumboldtFarms,4.955,Registered 4 months              2 days,,30,500~1000,2015-01-15
3,ReDEyE,,Registered 1 months              0 days,,5,0,2015-01-15
4,NorCoKing776,,Registered 7 days             On Vacation Mode since 3 hours,,1,0,2015-01-15
5,MITAK,5.00,Registered 3 months              0 days,,17,25~40,2015-01-15
6,-TarNation-,4.74,Registered 1 months              1 days,,11,70~100,2015-01-15
7,GrandWizardsLair,4.97,Registered 11 months              0 days,,8,300~500,2015-01-15
8,littlegoblin,4.90,Registered 10 months              0 days,,19,300~500,2015-01-15
9,Rebel_Alliance,4.990,Registered 11 months              0 days,,6,500~1000,2015-01-15
10,reximusmaximus,5.00,Registered 2 months              0 days,,4,300~500,2015-01-15
11,checkpoint,4.95,Registered 11 months              2 days,,29,150~200,2015-01-15
12,Comebackhaze48,4.86,Registered 8 months              0 days,,31,100~150,2015-01-15
13,Top_Gear_UK,4.890,Registered 11 months              0 days,,64,1000~2000,2015-01-15
14,HappyHippy2.0,4.99,Registered 10 months              2 days,,21,200~300,2015-01-15
15,AmsterdamOnline,4.99,Registered 4 months              1 days,,23,100~150,2015-01-15
16,hogstandard,4.97,Registered 9 months              0 days,,7,100~150,2015-01-15
17,RivendellOrganics,5,Registered 6 days              0 days,,2,3~5,2015-01-15
18,xinhai,4.971,Registered 11 months              0 days,,13,1000~2000,2015-01-15
19,moderationiskey,5,Registered 21 days              0 days,,3,6~10,2015-01-15
20,CashCo,5.00,Registered 11 months              0 days,,9,100~150,2015-01-15
21,indianpilldaddy,5.00,Registered 11 months              1 days,,151,150~200,2015-01-15
22,Herbe,,Registered 3 days              0 days,,14,0,2015-01-15
23,RealAidoneus,5.00,Registered 10 months              2 days,,3,200~300,2015-01-15
24,TestSubject,5.00,Registered 11 months              0 days,,1,70~100,2015-01-15
25,Perron,4.99,Registered 4 months              1 days,,23,300~500,2015-01-15
26,GoingPostal,4.967,Registered 1 years 0 months              3 days,,92,3000~4000,2015-01-15
27,Dimercurio,5.000,Registered 9 months              1 days,,10,500~1000,2015-01-15
28,themoneyteam777,4.96,Registered 5 months              3 days,,12,70~100,2015-01-15
29,HumboldtHerbs,5,Registered 3 months              0 days,,20,6~10,2015-01-15
30,pharmerjo,4.94,Registered 10 months             On Vacation Mode since 11 hours,,6,200~300,2015-01-15
31,WALLSTREETx2,5.000,Registered 11 months              0 days,,26,2000~3000,2015-01-15
32,mollyjohnson,4.67,Registered 11 months              4 days,,1,150~200,2015-01-15
33,OregonTrail,5.00,Registered 1 months              0 days,,3,40~55,2015-01-15
34,knappen,5.00,Registered 2 months              0 days,,7,10~15,2015-01-15
35,TheXFactor,4.95,Registered 7 months              0 days,,11,200~300,2015-01-15
36,hanspoel,5.00,Registered 11 months              5 days,,2,40~55,2015-01-15
37,bcndrugs,4.670,Registered 6 months              4 days,,6,500~1000,2015-01-15
38,OrangeHill,5,Registered 1 months              0 days,,9,3~5,2015-01-15
39,Addyshack,4.965,Registered 1 years 0 months              2 days,,27,1000~1500,2015-01-15
40,AmsterdamExport,5.00,Registered 2 months              0 days,,8,70~100,2015-01-15
41,Mann-Drog,4.97,Registered 4 months              0 days,,1,100~150,2015-01-15
42,Meds2Buy,4.94,Registered 7 months              0 days,,82,40~55,2015-01-15
43,tinacmarks,5,Registered 1 months              0 days,,65,6~10,2015-01-15
44,Kiefernzapfen,4.93,Registered 2 months              2 days,,6,70~100,2015-01-15
45,Fire_Fire,4.97,Registered 10 months              0 days,,12,300~500,2015-01-15
46,tripledip,4.93,Registered 3 months              1 days,,9,15~25,2015-01-15
47,mampulver,5,Registered 1 months              0 days,,3,3~5,2015-01-15
48,babykale420,4.98,Registered 11 months              0 days,,24,200~300,2015-01-15
49,summertime,4.950,Registered 1 years 1 months              2 days,,10,1000~1500,2015-01-15
50,WeRoll,4.83,Registered 12 months              0 days,,6,500~1000,2015-01-15
51,mossman,5.00,Registered 7 months              2 days,,1,10~15,2015-01-15
52,cocktails,4.83,Registered 1 months              0 days,,17,100~150,2015-01-15
53,bostongeorge14,4.832,Registered 4 months              2 days,,58,500~1000,2015-01-15
54,CrazedChemist,5.00,Registered 2 months              1 days,,24,70~100,2015-01-15
55,CrystalBurns,5.00,Registered 5 months              0 days,,2,25~40,2015-01-15
56,sereal,4.98,Registered 1 years 1 months              0 days,,36,150~200,2015-01-15
57,tomsmith0626,4.89,Registered 11 months              0 days,,36,150~200,2015-01-15
58,ShopAgent,4.76,Registered 9 months              1 days,,58,150~200,2015-01-15
59,T5_NBOMe,4.70,Registered 11 months              1 days,,29,150~200,2015-01-15
60,Flyfelix,4.99,Registered 1 years 0 months              3 days,,6,150~200,2015-01-15
61,blow,4.78,Registered 6 months              1 days,,19,150~200,2015-01-15
62,tzzht,5.00,Registered 6 months              1 days,,4,15~25,2015-01-15
63,brownjames,4.95,Registered 11 months              0 days,,5,150~200,2015-01-15
64,SocksRocksLocks,4.95,Registered 1 years 0 months              3 days,,6,100~150,2015-01-15
65,chipzahoy,4.943,Registered 7 months              1 days,,58,500~1000,2015-01-15
66,CocaParis,4.98,Registered 1 years 0 months              1 days,,11,100~150,2015-01-15
67,rx4cheap,5.00,Registered 8 months              2 days,,7,150~200,2015-01-15
68,theblossom,4.99,Registered 10 months              1 days,,28,200~300,2015-01-15
69,dgslabz,4.978,Registered 11 months              0 days,,26,1000~2000,2015-01-15
70,androgenie,4.85,Registered 11 months              0 days,,3,100~150,2015-01-15
71,CousinMolly,4,Registered 1 years 0 months              2 days,,3,6~10,2015-01-15
72,SuperSchonn,4.92,Registered 7 months             On Vacation Mode since 0 hours,,1,55~70,2015-01-15
73,NordicShrooms,4.96,Registered 11 months              0 days,,4,100~150,2015-01-15
74,WeedSamaritan,4.859,Registered 11 months              0 days,,16,1000~1500,2015-01-15
75,Boggalertz2,5,Registered 14 days              0 days,,6,1~2,2015-01-15
76,diondibra,,Registered 4 days              0 days,,3,0,2015-01-15
77,BulkShipping,5,Registered 15 days              1 days,,9,6~10,2015-01-15
78,dirt_cheap_china,5,Registered 2 months              0 days,,36,10~15,2015-01-15
79,JimmytheGent,4.99,Registered 6 months              0 days,,10,300~500,2015-01-15
80,craigman,5.00,Registered 8 months              1 days,,12,55~70,2015-01-15
81,Febbraio2468,4.81,Registered 1 years 1 months              0 days,,3,100~150,2015-01-15
82,InsideTheWhale,4.94,Registered 9 months              1 days,,92,300~500,2015-01-15
83,ladyskywalker,5.00,Registered 6 months              0 days,,6,200~300,2015-01-15
84,AL-LADin,5.00,Registered 6 months              0 days,,9,70~100,2015-01-15
85,OzymandiasPharma,5,Registered 21 days              1 days,,10,6~10,2015-01-15
86,Quantum.Black.Widow,4.93,Registered 10 months              1 days,,32,300~500,2015-01-15
87,Persephone,5.00,Registered 2 months              0 days,,3,15~25,2015-01-15
88,WestCoastCure,4.88,Registered 7 months              0 days,,14,200~300,2015-01-15
89,Hesh!,4.54,Registered 11 months              4 days,,17,10~15,2015-01-15
90,Weed4bits,5.00,Registered 15 days              0 days,,7,10~15,2015-01-15
91,thomascheer,5,Registered 1 months              0 days,,161,15~25,2015-01-15
92,CDARWIN,4.95,Registered 2 months              0 days,,15,70~100,2015-01-15
93,MoodyMayhem,4.82,Registered 1 years 0 months              0 days,,26,300~500,2015-01-15
94,midwestmedical,5.00,Registered 1 years 0 months              0 days,,6,55~70,2015-01-15
95,sweshroom,4.97,Registered 11 months              0 days,,18,100~150,2015-01-15
96,etimbuk,4.77,Registered 2 months              1 days,,217,300~500,2015-01-15
97,GreenBlvd,4.833,Registered 9 months              2 days,,1,500~1000,2015-01-15
98,Shroomson,4.98,Registered 8 months              0 days,,2,100~150,2015-01-15
99,MollyMuse,4.993,Registered 11 months              0 days,,3,500~1000,2015-01-15
100,Hollands-Best,4.86,Registered 8 months              0 days,,71,300~500,2015-01-15
101,AtomicLove,5.00,Registered 3 months              0 days,,18,150~200,2015-01-15
102,RealDope,4.91,Registered 7 months              3 days,,6,500~1000,2015-01-15
103,microgirlmonroe,,Registered 9 days              4 days,,16,0,2015-01-15
104,LionwareTradingCo,,Registered 10 months              3 days,,3,0,2015-01-15
105,ImportDirect,4.97,Registered 10 months              0 days,,21,300~500,2015-01-15
106,Cannaseed,4.83,Registered 11 months              4 days,,3,15~25,2015-01-15
107,starrynight,4.95,Registered 11 months              1 days,,17,300~500,2015-01-15
108,HumboldtsFinest,4.984,Registered 1 years 1 months              0 days,,4,1000~1500,2015-01-15
109,salamalejkum,4.95,Registered 10 months              2 days,,88,200~300,2015-01-15
110,OpenSource,5.00,Registered 1 years 0 months              0 days,,3,100~150,2015-01-15
111,Drugdealersclearinghouse,,,,,,2015-01-15
112,panacea,4.883,Registered 6 months              0 days,,12,500~1000,2015-01-15
113,pimpdaddydelux,4.74,Registered 3 months              1 days,,14,55~70,2015-01-15
114,rainbowbear,4.97,Registered 11 months              0 days,,14,150~200,2015-01-15
115,ProStudioEtLabore,5.00,Registered 10 months              1 days,,2,70~100,2015-01-15
116,CanadaCandy,4.96,Registered 9 months              0 days,,16,150~200,2015-01-15
117,blackhand,4.996,Registered 1 years 0 months              0 days,,118,500~1000,2015-01-15
118,Pleatherette,5.00,Registered 2 months              1 days,,0,15~25,2015-01-15
119,Products4You,4.65,Registered 1 years 0 months              0 days,,38,55~70,2015-01-15
120,AustralianHash,5.00,Registered 10 months              0 days,,3,200~300,2015-01-15
121,TessellatedLSD,5.00,Registered 1 months              4 days,,5,70~100,2015-01-15
122,sayno2drugs,4.996,Registered 10 months              0 days,,12,500~1000,2015-01-15
123,Bisto,4.930,Registered 11 months              0 days,,19,1000~1500,2015-01-15
124,karmasyndicate,5.00,Registered 3 months              0 days,,30,300~500,2015-01-15
125,whiteyford,4.947,Registered 1 years 0 months              0 days,,19,500~1000,2015-01-15
126,RichPorter,4.92,Registered 1 years 1 months              2 days,,6,100~150,2015-01-15
127,SomeonewhoISme,4.95,Registered 2 months              0 days,,5,100~150,2015-01-15
128,axa,5.00,Registered 11 months              0 days,,11,300~500,2015-01-15
129,goku420,5,Registered 12 days              0 days,,3,6~10,2015-01-15
130,krautling,4.97,Registered 7 months              0 days,,6,150~200,2015-01-15
131,HAPPYholland,4.852,Registered 10 months              0 days,,19,1000~2000,2015-01-15
132,CokeMate,4.95,Registered 11 months              0 days,,5,100~150,2015-01-15
133,FlyingDutchmen,4.78,Registered 6 months              0 days,,38,150~200,2015-01-15
134,creamsicle,4.72,Registered 6 months              0 days,,8,25~40,2015-01-15
135,Praetorian,4.97,Registered 11 months              0 days,,3,500~1000,2015-01-15
136,digimon,5.00,Registered 3 months              0 days,,3,70~100,2015-01-15
137,drdex,5.00,Registered 5 months              0 days,,3,40~55,2015-01-15
138,Bamsefar,5.00,Registered 1 months              0 days,,6,10~15,2015-01-15
139,M-POWER,4.93,Registered 1 months              0 days,,39,70~100,2015-01-15
140,stiffstyles,5.00,Registered 10 months              1 days,,126,300~500,2015-01-15
141,UKChemicals,5,Registered 2 months              1 days,,6,15~25,2015-01-15
142,MisterReplicator,,Registered 1 years 1 months              0 days,,1,0,2015-01-15
143,Iamapoorboytoo,4.60,Registered 11 months              3 days,,3,55~70,2015-01-15
144,canadianforger,4.973,Registered 1 years 0 months              0 days,,43,500~1000,2015-01-15
145,fakeasanything,4.840,Registered 10 months              0 days,,6,500~1000,2015-01-15
146,QualityWeed,5.00,Registered 10 months              0 days,,7,300~500,2015-01-15
147,b1g1mpact,4.89,Registered 10 months              2 days,,51,200~300,2015-01-15
148,Mike,4.54,Registered 1 years 0 months              1 days,,71,40~55,2015-01-15
149,Adderall,4.68,Registered 1 years 1 months              0 days,,15,40~55,2015-01-15
150,rabbithole,4.99,Registered 10 months              0 days,,2,300~500,2015-01-15
151,aftershop,5,Registered 2 months              3 days,,3,1~2,2015-01-15
152,pureanduncut,4.93,Registered 4 months              0 days,,7,200~300,2015-01-15
153,Just_Say_Know,4.90,Registered 4 months              0 days,,7,300~500,2015-01-15
154,NorCoKing492,5,Registered 6 days              0 days,,2,3~5,2015-01-15
155,GetBTC,4.95,Registered 7 months              1 days,,29,150~200,2015-01-15
156,ProGear,4.95,Registered 3 months              0 days,,17,200~300,2015-01-15
157,sambalam8,4.95,Registered 11 months              1 days,,7,200~300,2015-01-15
158,GreatGalaxy,5,Registered 27 days              0 days,,75,10~15,2015-01-15
159,Renegade,4.92,Registered 11 months              1 days,,8,100~150,2015-01-15
160,PurpleChemists,4.95,Registered 6 months              5 days,,1,150~200,2015-01-15
161,GnarlyGnome,5.00,Registered 6 months              0 days,,7,15~25,2015-01-15
162,Talking_Tom,5.00,Registered 2 months              0 days,,9,25~40,2015-01-15
163,SharkCocaine,5,Registered 15 days              0 days,,5,1~2,2015-01-15
164,Doritos,4.75,Registered 7 months              2 days,,10,300~500,2015-01-15
165,nodnow,4.91,Registered 1 years 0 months              3 days,,4,100~150,2015-01-15
166,CapeCodCannabis,5,Registered 2 months              0 days,,3,3~5,2015-01-15
167,ak47seeds,,Registered 6 days              0 days,,1,0,2015-01-15
168,NextDayValium,5.00,Registered 10 months              1 days,,3,150~200,2015-01-15
169,batcountry,4.98,Registered 1 years 0 months              4 days,,10,100~150,2015-01-15
170,OZ-TEAM,4.99,Registered 9 months              1 days,,11,300~500,2015-01-15
171,Meerkovo,5.00,Registered 11 months              0 days,,3,500~1000,2015-01-15
172,Carpet,4.85,Registered 4 months              0 days,,21,200~300,2015-01-15
173,clockmanagement,5,Registered 2 months              0 days,,7,6~10,2015-01-15
174,Satire,4.85,Registered 7 months              1 days,,33,100~150,2015-01-15
175,jesusofrave,5,Registered 1 years 1 months              3 days,,12,3~5,2015-01-15
176,Weedee_gonzales,4.94,Registered 2 months              0 days,,10,40~55,2015-01-15
177,theRoadLessToxic,5.00,Registered 1 months              0 days,,19,40~55,2015-01-15
178,aussiehitsfromthebong,4.99,Registered 2 months              0 days,,6,150~200,2015-01-15
179,460braiseit,3,Registered 15 days              0 days,,11,6~10,2015-01-15
180,rumpelstilzzen,5,Registered 23 days              1 days,,6,3~5,2015-01-15
181,DRmagic,4.98,Registered 1 years 1 months              1 days,,8,100~150,2015-01-15
