,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5.00,Registered 10 months              0 days,,29,300~500,2014-12-18
1,brother_satellite,5,Registered 8 days              1 days,,8,3~5,2014-12-18
2,-TarNation-,5.00,Registered 1 months              0 days,,4,40~55,2014-12-18
3,reximusmaximus,5.00,Registered 1 months              0 days,,1,150~200,2014-12-18
4,checkpoint,4.94,Registered 10 months             On Vacation Mode since 10 hours,,37,150~200,2014-12-18
5,Comebackhaze48,4.91,Registered 7 months              0 days,,30,100~150,2014-12-18
6,RCsupplierAG,4.83,Registered 1 months              0 days,,3,100~150,2014-12-18
7,AmsterdamOnline,,,,,,2014-12-18
8,indianpilldaddy,4.99,Registered 10 months              0 days,,141,150~200,2014-12-18
9,TestSubject,5.00,Registered 10 months              0 days,,3,70~100,2014-12-18
10,MrKidX,4.96,Registered 7 months              0 days,,11,55~70,2014-12-18
11,mollyjohnson,4.68,Registered 10 months              0 days,,4,100~150,2014-12-18
12,OregonTrail,5.00,Registered 29 days              0 days,,5,10~15,2014-12-18
13,Addyshack,,,,,,2014-12-18
14,Mann-Drog,4.96,Registered 3 months              0 days,,1,70~100,2014-12-18
15,Meds2Buy,,,,,,2014-12-18
16,tinacmarks,5,Registered 17 days              0 days,,69,1~2,2014-12-18
17,Kiefernzapfen,4.98,Registered 2 months              1 days,,8,55~70,2014-12-18
18,summertime,4.952,Registered 1 years 0 months              0 days,,5,1000+,2014-12-18
19,mossman,5,Registered 6 months              0 days,,1,6~10,2014-12-18
20,cocktails,5.00,Registered 27 days              0 days,,13,10~15,2014-12-18
21,Premiumgear,5.00,Registered 9 months              0 days,,14,200~300,2014-12-18
22,bostongeorge14,4.923,Registered 3 months              0 days,,46,500~1000,2014-12-18
23,sereal,4.98,Registered 1 years 0 months              0 days,,38,100~150,2014-12-18
24,Flyfelix,4.99,Registered 12 months              1 days,,6,150~200,2014-12-18
25,blow,4.77,Registered 5 months              0 days,,17,100~150,2014-12-18
26,SocksRocksLocks,,,,,,2014-12-18
27,chipzahoy,4.970,Registered 6 months              0 days,,83,500~1000,2014-12-18
28,rx4cheap,5.00,Registered 7 months              1 days,,7,100~150,2014-12-18
29,Recoil,4.95,Registered 3 months              0 days,,4,100~150,2014-12-18
30,dgslabz,4.977,Registered 10 months              0 days,,23,1000+,2014-12-18
31,androgenie,4.85,Registered 10 months              2 days,,3,70~100,2014-12-18
32,JimmytheGent,4.99,Registered 5 months              0 days,,8,300~500,2014-12-18
33,craigman,5.00,Registered 7 months              0 days,,16,40~55,2014-12-18
34,shoeshunge,4.98,Registered 7 months              0 days,,4,300~500,2014-12-18
35,GoodmedsDK,4.99,Registered 7 months              0 days,,22,200~300,2014-12-18
36,thomascheer,,,,,,2014-12-18
37,CDARWIN,4.94,Registered 1 months              0 days,,8,70~100,2014-12-18
38,etimbuk,4.56,Registered 1 months              0 days,,157,150~200,2014-12-18
39,RealDope,4.92,Registered 6 months              0 days,,6,300~500,2014-12-18
40,ImportDirect,4.95,Registered 9 months              0 days,,18,300~500,2014-12-18
