,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,DeWeed,,,,,,2014-10-12
1,aneaglemum,,,,,,2014-10-12
2,cossacks,,,,,,2014-10-12
3,GermanTerminal,,,,,,2014-10-12
4,Top_Gear_UK,,,,,,2014-10-12
5,CashCo,,,,,,2014-10-12
6,indianpilldaddy,,,,,,2014-10-12
7,Perron,,,,,,2014-10-12
8,GoingPostal,,,,,,2014-10-12
9,Dimercurio,,,,,,2014-10-12
10,MrKidX,,,,,,2014-10-12
11,replicator,,,,,,2014-10-12
12,mollyjohnson,,,,,,2014-10-12
13,Meds2Buy,,,,,,2014-10-12
14,Fire_Fire,,,,,,2014-10-12
15,summertime,,,,,,2014-10-12
16,bostongeorge14,,,,,,2014-10-12
17,sereal,,,,,,2014-10-12
18,ShopAgent,5.00,Registered 6 months 13 days              10 hours,,61,100~150,2014-10-12
19,Flyfelix,,,,,,2014-10-12
20,blow,,,,,,2014-10-12
21,Illadelph,,,,,,2014-10-12
22,SocksRocksLocks,,,,,,2014-10-12
23,rx4cheap,,,,,,2014-10-12
24,vonlipwig,,,,,,2014-10-12
25,dgslabz,,,,,,2014-10-12
26,cashmonay13,,,,,,2014-10-12
27,cheqdropz,,,,,,2014-10-12
28,Quantum.Black.Widow,,,,,,2014-10-12
29,GoodmedsDK,4.98,Registered 5 months 5 days              7 hours,,19,100~150,2014-10-12
30,MoodyMayhem,,,,,,2014-10-12
31,sweshroom,,,,,,2014-10-12
32,ucard,,,,,,2014-10-12
33,AtomicLove,,,,,,2014-10-12
34,ImportDirect,,,,,,2014-10-12
35,panacea,,,,,,2014-10-12
36,CanadaCandy,,,,,,2014-10-12
37,blackhand,4.99,Registered 10 months 1 days              2 hours,,118,500~1000,2014-10-12
38,Products4You,,,,,,2014-10-12
39,MrPEF,,,,,,2014-10-12
40,FattusCatteratus,,,,,,2014-10-12
41,DrEarnhardt,,,,,,2014-10-12
42,sayno2drugs,,,,,,2014-10-12
43,whiteyford,,,,,,2014-10-12
44,InternationalChems,,,,,,2014-10-12
45,HAPPYholland,,,,,,2014-10-12
46,Thefairtrader,,,,,,2014-10-12
47,creamsicle,,,,,,2014-10-12
48,mr.cashout,5,Registered 19 days              10 hours,,11,1~2,2014-10-12
49,digimon,,,,,,2014-10-12
50,roll_on,,,,,,2014-10-12
51,stiffstyles,5.00,Registered 7 months 21 days              11 hours,,68,200~300,2014-10-12
52,~sweetpuff~,,,,,,2014-10-12
53,canadianforger,,,,,,2014-10-12
54,fakeasanything,4.81,Registered 7 months 22 days              15 hours,,5,500~1000,2014-10-12
55,b1g1mpact,,,,,,2014-10-12
56,Mike,4.71,Registered 9 months 23 days              10 hours,,61,25~40,2014-10-12
57,rabbithole,,,,,,2014-10-12
58,EverythingOnIt,,,,,,2014-10-12
59,GetBTC,,,,,,2014-10-12
60,agora,,,,0,0,2014-10-12
61,geoffreygiraffe,,,,,,2014-10-12
62,usa2usadutchxtc,,,,,,2014-10-12
63,Doritos,4.76,Registered 4 months 11 days              1 hours,,14,200~300,2014-10-12
64,GreenSlip,,Registered 2 months 13 days              1 months 10 days,,3,0,2014-10-12
65,batcountry,,,,,,2014-10-12
66,Carpet,,,,,,2014-10-12
67,DRmagic,,,,,,2014-10-12
68,EZTest,,,,,,2014-10-12
69,PurityStandard,,,,,,2014-10-12
70,Righteous,,,,,,2014-10-12
71,I_dont_know,5.00,Registered 9 months 17 days              12 hours,,2,200~300,2014-10-12
72,onelove321,4.92,Registered 6 months 16 days              2 hours,,5,300~500,2014-10-12
73,psychotropix,,,,,,2014-10-12
74,maligan,,,,,,2014-10-12
75,stardust39,,,,,,2014-10-12
76,WeedGirls,,,,,,2014-10-12
77,StarSeed,,,,,,2014-10-12
78,TeamZissou,,,,,,2014-10-12
79,ozexpress,,,,,,2014-10-12
80,mikehamer,4.99,Registered 8 months 27 days              3 hours,,43,200~300,2014-10-12
81,TheEntity,,,,,,2014-10-12
82,aussieherbalsmoke,,,,,,2014-10-12
83,Montfort,,,,,,2014-10-12
84,Hackyboy,,,,,,2014-10-12
85,Victor.But,,,,,,2014-10-12
86,Dipsy,,,,,,2014-10-12
87,MrSunshine,,,,,,2014-10-12
88,Beachside,,,,,,2014-10-12
89,hot-potato,,,,,,2014-10-12
90,AusMate,,,,,,2014-10-12
91,nanosuit1,,,,,,2014-10-12
92,KryptykOG,,,,,,2014-10-12
93,DoctorNick,,,,,,2014-10-12
94,subwaygal,,,,,,2014-10-12
95,KittenHuffer,,,,,,2014-10-12
96,Caslava,,,,,,2014-10-12
97,passman,4.938,Registered 9 months 22 days              1 days 1 hours,,133,1000+,2014-10-12
98,fastandsafe1234,,,,,,2014-10-12
99,arctic,,,,,,2014-10-12
100,Apotheke,,,,,,2014-10-12
101,morfinomimetica,,,,,,2014-10-12
102,RichDadPoorDad,,,,,,2014-10-12
103,xdoc,,,,,,2014-10-12
104,ogbryan,,,,,,2014-10-12
105,Packstation24,5,Registered 24 days              18 days,,8,3~5,2014-10-12
106,casinoking,,,,,,2014-10-12
107,vicious86,,,,,,2014-10-12
108,VladdyRS,,,,,,2014-10-12
109,LABGRADEPHARMA,,,,,,2014-10-12
110,RagnarLodbrok,4.94,Registered 5 months 23 days              16 hours,,22,200~300,2014-10-12
111,BenjaminButton,,,,,,2014-10-12
112,MrNiceGuy007,,,,,,2014-10-12
113,RCS4YOU,,,,,,2014-10-12
114,advancedgrowthlabs,4.989,Registered 7 months 24 days              3 hours,,32,1000+,2014-10-12
115,junglebunny318,,Registered 2 months 28 days              1 days 20 hours,,4,0,2014-10-12
116,Someguy9191,,,,,,2014-10-12
117,HollandOnline,,,,,,2014-10-12
118,AmishMafia,,,,,,2014-10-12
119,HollyMolly,,,,,,2014-10-12
120,Markovich,,,,,,2014-10-12
121,dosensuppe,,,,,,2014-10-12
122,MaximusDecimus,,,,,,2014-10-12
123,AusKing,,,,,,2014-10-12
124,gammagoblin,,,,,,2014-10-12
125,DrugsDirect,,,,,,2014-10-12
126,IsolatedWarrior,,,,,,2014-10-12
127,OzGrow,,,,,,2014-10-12
128,Lion,,,,,,2014-10-12
129,MRUKSBEST,4.98,Registered 6 months 9 days              0 hours,,11,100~150,2014-10-12
