,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,BonnieNClyde,5.000,Registered 1 years 0 months              0 days,,31,500~1000,2015-02-24
1,HumboldtFarms,4.916,Registered 6 months              0 days,,38,1000~1500,2015-02-24
2,ReDEyE,5.00,Registered 2 months              0 days,,7,70~100,2015-02-24
3,GrandWizardsLair,4.97,Registered 1 years 0 months              0 days,,8,300~500,2015-02-24
4,littlegoblin,4.91,Registered 11 months              0 days,,14,300~500,2015-02-24
5,Rebel_Alliance,4.991,Registered 1 years 0 months              0 days,,7,500~1000,2015-02-24
6,reximusmaximus,5.00,Registered 3 months              0 days,,4,500~1000,2015-02-24
7,SeattlesBest,4.974,Registered 1 years 2 months              1 days,,10,500~1000,2015-02-24
8,checkpoint,4.97,Registered 1 years 1 months              1 days,,12,200~300,2015-02-24
9,Comebackhaze48,4.82,Registered 9 months              0 days,,24,150~200,2015-02-24
10,Top_Gear_UK,4.918,Registered 1 years 0 months              0 days,,58,2000~3000,2015-02-24
11,HappyHippy2.0,4.97,Registered 1 years 0 months              0 days,,16,200~300,2015-02-24
12,AmsterdamOnline,4.99,Registered 6 months              1 days,,3,200~300,2015-02-24
13,hogstandard,4.98,Registered 11 months              0 days,,5,100~150,2015-02-24
14,xinhai,4.973,Registered 1 years 0 months              0 days,,13,2000~3000,2015-02-24
15,Doritos_Doritos,4,Registered 25 days              1 days,,12,6~10,2015-02-24
16,CashCo,5.00,Registered 1 years 0 months              0 days,,16,150~200,2015-02-24
17,indianpilldaddy,5.00,Registered 1 years 0 months              0 days,,156,200~300,2015-02-24
18,RealAidoneus,4.99,Registered 11 months              2 days,,3,300~500,2015-02-24
19,Perron,4.99,Registered 6 months              0 days,,19,300~500,2015-02-24
20,Dimercurio,5.000,Registered 10 months              0 days,,7,500~1000,2015-02-24
21,bartard,4.91,Registered 5 months              1 days,,13,70~100,2015-02-24
22,themoneyteam777,4.95,Registered 7 months              0 days,,13,70~100,2015-02-24
