,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,indianpilldaddy,4.98,Registered 1 years 3 months              0 days,,166,300~500,2015-05-16
1,GoingPostal,,,,,,2015-05-16
2,Dimercurio,5.000,Registered 1 years 1 months              0 days,,6,1000~1500,2015-05-16
3,Meds2Buy,4.76,Registered 11 months              0 days,,82,150~200,2015-05-16
4,SupplyGuy,5.00,Registered 2 months              0 days,,8,25~40,2015-05-16
5,precurs-shop,5,Registered 1 months              0 days,,39,15~25,2015-05-16
6,Overdos3d,5.00,Registered 1 months              0 days,,65,40~55,2015-05-16
7,Quantum.Black.Widow,4.81,Registered 1 years 2 months              0 days,,48,300~500,2015-05-16
8,GoodmedsDK,4.97,Registered 1 years 0 months              0 days,,22,300~500,2015-05-16
9,thomascheer,4.68,Registered 5 months              0 days,,94,150~200,2015-05-16
10,etimbuk,4.838,Registered 6 months              0 days,,339,1000~2000,2015-05-16
11,microgirlmonroe,4.92,Registered 4 months              0 days,,13,100~150,2015-05-16
12,blackhand,,,,,,2015-05-16
13,OzJuice,5.00,Registered 6 months              0 days,,56,150~200,2015-05-16
14,Thefairtrader,4.66,Registered 1 years 2 months              0 days,,35,500~1000,2015-05-16
15,stiffstyles,4.996,Registered 1 years 2 months              0 days,,104,500~1000,2015-05-16
16,UKChemicals,5.00,Registered 6 months              0 days,,5,150~200,2015-05-16
17,b1g1mpact,4.84,Registered 1 years 2 months              0 days,,51,300~500,2015-05-16
18,ProGear,4.943,Registered 8 months              0 days,,19,1000~1500,2015-05-16
19,GreatGalaxy,4.25,Registered 4 months              0 days,,86,55~70,2015-05-16
20,TheStimGuy,4.99,Registered 1 months              0 days,,27,200~300,2015-05-16
21,theRoadLessToxic,4.97,Registered 5 months              1 days,,18,200~300,2015-05-16
22,jacobslvr,4.90,Registered 3 months              0 days,,21,150~200,2015-05-16
23,rumpelstilzzen,4.85,Registered 4 months              0 days,,9,200~300,2015-05-16
24,bestaussiegear,4.950,Registered 10 months              0 days,,24,1000~1500,2015-05-16
25,Caslava,4.959,Registered 1 years 3 months              0 days,,17,500~1000,2015-05-16
26,Croix,4.99,Registered 6 months              0 days,,9,100~150,2015-05-16
27,LustigeZeit,,Registered 9 days              0 days,,2,0,2015-05-16
28,SKPDrugs,5.00,Registered 1 months              0 days,,42,15~25,2015-05-16
29,OzoneArmor,,Registered 1 months              0 days,,2,0,2015-05-16
30,OnePiece,4.92,Registered 3 months              0 days,,345,500~1000,2015-05-16
31,SolidSupply,5.00,Registered 1 months              1 days,,19,100~150,2015-05-16
32,TeamLotus,5.00,Registered 5 months              0 days,,40,200~300,2015-05-16
33,The_L,4.854,Registered 5 months              0 days,,32,1000~1500,2015-05-16
34,fromustou,4.69,Registered 1 years 2 months              0 days,,163,500~1000,2015-05-16
35,yaoming-ukevolution,4.87,Registered 1 months              0 days,,69,200~300,2015-05-16
36,ROCKETCHEM,5,Registered 3 months              1 days,,105,10~15,2015-05-16
37,SusnaSmith,4.992,Registered 1 years 5 months              0 days,,12,1000~2000,2015-05-16
38,ConcentratesKing,4.986,Registered 1 years 1 months              0 days,,30,2000~3000,2015-05-16
39,dubntuff,4.82,Registered 6 months              0 days,,52,300~500,2015-05-16
40,BreezeTheGnome,4.92,Registered 5 months              1 days,,18,200~300,2015-05-16
41,preview-of-freedom,4.96,Registered 1 years 0 months              2 days,,12,500~1000,2015-05-16
42,NextGeneration,5.00,Registered 1 months              0 days,,7,70~100,2015-05-16
43,medibuds,4.981,Registered 1 years 5 months              0 days,,68,5000+,2015-05-16
44,Xtremenutrition,5,Registered 1 months              0 days,,22,3~5,2015-05-16
45,L0rzo,4.98,Registered 1 years 2 months              0 days,,11,100~150,2015-05-16
46,cerberus,4.88,Registered 1 years 5 months              0 days,,109,500~1000,2015-05-16
47,SAGreat,4.97,Registered 6 months              0 days,,39,300~500,2015-05-16
48,Remedyplus,4,Registered 1 months              0 days,,86,15~25,2015-05-16
49,Straightbiz,5.00,Registered 1 years 1 months              0 days,,24,200~300,2015-05-16
50,lostheaven,4.920,Registered 1 years 4 months              0 days,,85,2000~3000,2015-05-16
51,stussy,5.00,Registered 11 months              3 days,,2,300~500,2015-05-16
52,VanillaSky,4.986,Registered 1 years 5 months              0 days,,3,500~1000,2015-05-16
53,listonishere,4.896,Registered 11 months              1 days,,71,1000~1500,2015-05-16
54,RXChemist,4.792,Registered 11 months              0 days,,527,1000~2000,2015-05-16
55,DoctorFreedom,4.65,Registered 1 years 5 months              1 days,,33,300~500,2015-05-16
56,Dreamtime,5.000,Registered 1 years 2 months              0 days,,67,500~1000,2015-05-16
57,ParrotFish,4.920,Registered 1 years 4 months              0 days,,12,500~1000,2015-05-16
58,Fappy,4.946,Registered 1 years 3 months              0 days,,92,1000~2000,2015-05-16
59,UndergroundKings,4.98,Registered 5 months              0 days,,42,300~500,2015-05-16
60,medsXpress,4.93,Registered 4 months              1 days,,16,300~500,2015-05-16
61,TheLittleGuys,4.980,Registered 1 years 2 months              0 days,,22,1000~2000,2015-05-16
62,rc4me,4.99,Registered 1 years 1 months              0 days,,603,100~150,2015-05-16
63,cyberzen,4.894,Registered 1 years 3 months              0 days,,122,1000~2000,2015-05-16
64,psycho_gear,5.00,Registered 1 years 3 months              3 days,,1,70~100,2015-05-16
65,smart666tiger,4.81,Registered 1 years 4 months              0 days,,98,500~1000,2015-05-16
66,koptevo,4.90,Registered 1 years 2 months              0 days,,23,300~500,2015-05-16
67,captainkirk,4.979,Registered 1 years 1 months              0 days,,907,5000+,2015-05-16
68,psychedelian,4.85,Registered 1 years 4 months              0 days,,20,300~500,2015-05-16
69,spacejam023,4.96,Registered 3 months              0 days,,4,100~150,2015-05-16
70,ukmeds,4.967,Registered 1 years 1 months              0 days,,38,1000~1500,2015-05-16
71,theben,4.86,Registered 1 years 0 months              0 days,,176,70~100,2015-05-16
72,WeedMasterUK,4.50,Registered 5 months              0 days,,45,55~70,2015-05-16
73,UKPharma,4.993,Registered 1 years 4 months              0 days,,6,1000~1500,2015-05-16
74,TheResistance,4.99,Registered 1 years 2 months              0 days,,14,300~500,2015-05-16
75,Pharm2U,4.96,Registered 1 years 1 months              0 days,,41,500~1000,2015-05-16
76,reallytired,4.97,Registered 1 years 0 months              0 days,,7,100~150,2015-05-16
77,BigPharma,4,Registered 1 months              0 days,,8,10~15,2015-05-16
78,optiman,4.959,Registered 1 years 3 months              0 days,,564,3000~4000,2015-05-16
79,XZirbeldrueseX,4.89,Registered 1 months              0 days,,11,150~200,2015-05-16
80,etizolam,5.00,Registered 11 months              0 days,,2,25~40,2015-05-16
81,Saint_Symbiosis,4.918,Registered 1 years 3 months              0 days,,37,3000~4000,2015-05-16
82,sexyhomer,4.98,Registered 11 months              0 days,,562,500~1000,2015-05-16
83,RADICALRX,5.00,Registered 4 months              0 days,,20,15~25,2015-05-16
84,TheDigital,4.73,Registered 2 months              0 days,,908,300~500,2015-05-16
85,keydemon,5.00,Registered 1 years 1 months              0 days,,11,100~150,2015-05-16
86,Samadha2015,4.94,Registered 1 months              0 days,,28,300~500,2015-05-16
87,wakeside917,4.87,Registered 1 years 3 months              1 days,,143,500~1000,2015-05-16
88,DMTelf,,,,,,2015-05-16
89,apoteket,4.93,Registered 1 years 4 months              0 days,,56,300~500,2015-05-16
90,marvel-labs,4.988,Registered 4 months              0 days,,25,500~1000,2015-05-16
91,FatSam,4.74,Registered 1 years 2 months              0 days,,41,500~1000,2015-05-16
92,Steroid-Depot,4.97,Registered 1 years 4 months              0 days,,105,300~500,2015-05-16
93,LorenzoRC,4.86,Registered 3 months              0 days,,18,55~70,2015-05-16
94,spartanlabsoz,5.00,Registered 6 months              0 days,,14,200~300,2015-05-16
95,cali_kush,4.998,Registered 11 months              0 days,,24,1000~1500,2015-05-16
96,Luckys,5.00,Registered 6 months              0 days,,27,200~300,2015-05-16
97,Daz_Alley,4.94,Registered 4 months              0 days,,8,70~100,2015-05-16
98,MedIndia,4.87,Registered 11 months              0 days,,23,500~1000,2015-05-16
99,Gotmilk,4.762,Registered 1 years 4 months              0 days,,316,1000~2000,2015-05-16
100,canadasunshine,4.910,Registered 1 years 1 months              0 days,,18,1000~1500,2015-05-16
101,MissTripzz,5.00,Registered 6 months              0 days,,27,300~500,2015-05-16
102,threewisemen,4.96,Registered 1 years 3 months              1 days,,6,300~500,2015-05-16
103,vapor_pens,4.77,Registered 5 months              0 days,,50,300~500,2015-05-16
104,ukjuiceman,5,Registered 1 months              0 days,,20,3~5,2015-05-16
105,ThreeKings,4.939,Registered 1 years 4 months              0 days,,114,500~1000,2015-05-16
106,Optumis,4.95,Registered 7 months              0 days,,1067,500~1000,2015-05-16
107,PlutoPete,5.00,Registered 5 months              0 days,,56,300~500,2015-05-16
108,starbuy,4.46,Registered 9 months              0 days,,231,500~1000,2015-05-16
109,TorChem,4.70,Registered 1 years 4 months              3 days,,20,55~70,2015-05-16
110,Discover,4.962,Registered 1 years 3 months              0 days,,57,2000~3000,2015-05-16
111,DEconnect,4.72,Registered 1 months              0 days,,22,200~300,2015-05-16
112,Erkran,4.99,Registered 6 months              3 days,,23,150~200,2015-05-16
113,Hollandia,,,,,,2015-05-16
114,83519532,4.98,Registered 1 months              0 days,,24,100~150,2015-05-16
115,Puffaddy,5.00,Registered 1 years 1 months              0 days,,5,300~500,2015-05-16
116,MrCognoscenti,5.00,Registered 4 months              0 days,,17,150~200,2015-05-16
117,UnknownSeller,4.84,Registered 1 years 3 months              0 days,,25,300~500,2015-05-16
118,supremepaper,4.947,Registered 7 months              0 days,,9,500~1000,2015-05-16
119,rocketship,4.999,Registered 12 months              0 days,,19,1000~2000,2015-05-16
120,only,4.81,Registered 1 years 5 months              0 days,,111,200~300,2015-05-16
121,Bigdeal100,4.96,Registered 1 years 2 months              0 days,,202,200~300,2015-05-16
122,FMATTHEWS,4.799,Registered 1 years 0 months              0 days,,48,1000~2000,2015-05-16
123,sinmac1906,4.966,Registered 5 months              0 days,,21,500~1000,2015-05-16
124,growthhormone,4.73,Registered 1 years 1 months              0 days,,7,15~25,2015-05-16
