,name,rating,lastSeen,publicKey,#products,#Deals,parsingDate
0,GermanTerminal,4.993,7 hours,,37,500~1000,2014-08-30
1,HappyHippy2.0,4.98,9 hours,,35,100~150,2014-08-30
2,xinhai,4.970,1 days 10 hours,,7,1000+,2014-08-30
3,indianpilldaddy,5.00,18 hours,,88,70~100,2014-08-30
4,Dimercurio,5.00,1 hours,,7,150~200,2014-08-30
5,replicator,,18 days,,14,0,2014-08-30
6,WALLSTREETx2,5.000,6 hours,,7,1000+,2014-08-30
7,Addyshack,4.971,8 hours,,4,500~1000,2014-08-30
8,Meds2Buy,5,3 hours,,62,6~10,2014-08-30
9,northernconnection,4.97,1 hours,,16,150~200,2014-08-30
10,MedicalRC,,,,,,2014-08-30
11,babykale420,4.97,0 hours,,10,70~100,2014-08-30
12,CrystalBurns,5.00,7 hours,,1,10~15,2014-08-30
13,sereal,4.98,4 hours,,42,100~150,2014-08-30
14,ShopAgent,5.00,19 hours,,62,100~150,2014-08-30
15,Flyfelix,4.99,2 hours,,8,100~150,2014-08-30
16,Illadelph,5,1 hours,,6,1~2,2014-08-30
17,WeedSamaritan,4.839,19 hours,,12,500~1000,2014-08-30
18,32dxbv!vrwndid,5,7 hours,,4,3~5,2014-08-30
19,InsideTheWhale,4.99,13 hours,,96,200~300,2014-08-30
20,shoeshunge,4.96,14 hours,,12,100~150,2014-08-30
21,Quantum.Black.Widow,4.97,4 hours,,41,200~300,2014-08-30
22,ucard,5.00,1 hours,,3,40~55,2014-08-30
23,Hollands-Best,4.99,0 hours,,28,150~200,2014-08-30
24,boosie5150,4.995,3 hours,,25,1000+,2014-08-30
25,ImportDirect,4.97,5 hours,,24,200~300,2014-08-30
26,Mephman,5.00,On Vacation Mode since 0 hours,,11,100~150,2014-08-30
27,salamalejkum,4.94,10 hours,,72,100~150,2014-08-30
28,Angelina,4.918,2 days 16 hours,,13,500~1000,2014-08-30
29,panacea,4.98,2 hours,,13,150~200,2014-08-30
30,rainbowbear,5.00,8 hours,,29,100~150,2014-08-30
31,grimreaper,5.00,0 hours,,6,40~55,2014-08-30
32,blackhand,4.99,1 hours,,116,500~1000,2014-08-30
33,FattusCatteratus,4.94,1 hours,,27,500~1000,2014-08-30
34,DrEarnhardt,4.822,3 hours,,85,1000+,2014-08-30
35,sayno2drugs,5.00,3 hours,,6,300~500,2014-08-30
36,Bisto,4.95,2 hours,,8,300~500,2014-08-30
37,whiteyford,4.97,3 hours,,17,300~500,2014-08-30
38,axa,5.00,15 hours,,11,150~200,2014-08-30
39,HAPPYholland,4.967,4 hours,,18,500~1000,2014-08-30
40,Republic,5.00,0 hours,,3,40~55,2014-08-30
41,Thefairtrader,4.50,14 hours,,30,150~200,2014-08-30
42,Need_4_Speed,,2 hours,,5,0,2014-08-30
43,lifecare,5.00,9 hours,,3,15~25,2014-08-30
44,RawPower,5,1 hours,,11,10~15,2014-08-30
45,stiffstyles,5.00,17 hours,,68,100~150,2014-08-30
46,Iamapoorboytoo,4.72,0 hours,,3,40~55,2014-08-30
47,b1g1mpact,4.93,14 hours,,45,100~150,2014-08-30
48,Mike,4.69,0 hours,,61,25~40,2014-08-30
49,EverythingOnIt,5.00,2 hours,,26,55~70,2014-08-30
50,Schwarzkopf,4.64,0 hours,,30,25~40,2014-08-30
51,PurpleChemists,5.00,10 hours,,7,40~55,2014-08-30
52,Dracaufeu,4.96,0 hours,,13,300~500,2014-08-30
53,agora,,,,0,0,2014-08-30
54,geoffreygiraffe,5.000,0 hours,,39,500~1000,2014-08-30
55,Doritos,4.84,0 hours,,15,70~100,2014-08-30
56,GreenSlip,,5 days,,4,0,2014-08-30
57,batcountry,5.00,16 hours,,10,25~40,2014-08-30
58,OZ-TEAM,4.99,0 hours,,10,200~300,2014-08-30
59,EZTest,5.00,20 hours,,38,150~200,2014-08-30
60,PurityStandard,4.91,0 hours,,13,70~100,2014-08-30
61,onelove321,4.93,6 hours,,14,300~500,2014-08-30
62,maligan,5.00,1 hours,,9,200~300,2014-08-30
63,UGL_OZ,5,1 months 7 days,,9,10~15,2014-08-30
64,mikehamer,5.00,0 hours,,43,200~300,2014-08-30
65,bigbudsforyou,,2 days 5 hours,,1,0,2014-08-30
66,Hackyboy,4.95,1 days 12 hours,,127,500~1000,2014-08-30
67,HighGrade101,,14 hours,,6,0,2014-08-30
68,Dipsy,4.78,17 hours,,7,100~150,2014-08-30
69,MrSunshine,4.73,13 hours,,27,300~500,2014-08-30
70,BBMC,5.00,8 hours,,3,150~200,2014-08-30
71,hot-potato,5,5 hours,,8,3~5,2014-08-30
72,AusMate,4.92,0 hours,,28,150~200,2014-08-30
73,SeattlesBestCannabis,5.00,0 hours,,14,70~100,2014-08-30
74,illwun,5.00,1 hours,,14,40~55,2014-08-30
75,KryptykOG,4.93,0 hours,,40,150~200,2014-08-30
76,DoctorNick,4.94,1 hours,,14,100~150,2014-08-30
77,Caslava,4.95,9 hours,,18,150~200,2014-08-30
78,passman,4.949,6 hours,,133,1000+,2014-08-30
79,arctic,4.98,1 hours,,3,150~200,2014-08-30
80,Apotheke,4.99,15 hours,,32,100~150,2014-08-30
81,RichDadPoorDad,,1 days 5 hours,,11,0,2014-08-30
82,xdoc,5.00,11 hours,,9,55~70,2014-08-30
83,casinoking,5,1 days 0 hours,,3,3~5,2014-08-30
84,vicious86,4.99,3 hours,,9,300~500,2014-08-30
85,LABGRADEPHARMA,5.00,3 hours,,7,300~500,2014-08-30
86,RagnarLodbrok,4.94,10 hours,,29,150~200,2014-08-30
87,klicka,5.00,13 hours,,2,25~40,2014-08-30
88,THCXpert,4.94,7 hours,,24,200~300,2014-08-30
89,PillsAndDrugs,4.96,0 hours,,18,300~500,2014-08-30
90,advancedgrowthlabs,4.985,0 hours,,34,500~1000,2014-08-30
91,JustSmuggledN!,4.840,4 hours,,28,1000+,2014-08-30
92,HollandOnline,4.997,0 hours,,51,1000+,2014-08-30
93,3dames,5.00,21 hours,,18,100~150,2014-08-30
94,PureFireMeds,4.861,6 hours,,44,1000+,2014-08-30
95,luckyluciannomdma,5.00,5 hours,,8,15~25,2014-08-30
96,dosensuppe,5,0 hours,,13,6~10,2014-08-30
97,Apollonian,4.99,8 hours,,8,300~500,2014-08-30
98,DutchAussies,5.00,5 hours,,7,15~25,2014-08-30
99,deathsquadlabs,5.00,10 hours,,23,15~25,2014-08-30
100,SusnaSmith,4.988,0 hours,,13,1000+,2014-08-30
101,MeyerLansky2,5.00,1 days 9 hours,,27,40~55,2014-08-30
102,LowLands,5.00,17 hours,,9,100~150,2014-08-30
103,ConcentratesKing,4.96,4 hours,,17,300~500,2014-08-30
104,cosmicbites,5.00,1 hours,,10,55~70,2014-08-30
105,TopGearAustralia,4.99,9 hours,,4,100~150,2014-08-30
106,WhiteStallion,4.96,0 hours,,26,300~500,2014-08-30
107,laWnmoWermAn,5.00,12 hours,,1,200~300,2014-08-30
108,Legal_Eyes,4.98,6 hours,,33,200~300,2014-08-30
